split,kernel_surf_tens,mse_surf_tens,mapd_surf_tens
0,RQ,0.42949738664075826,1.751577226205017
1,RQ,0.5672618543201146,2.4647360464720736
2,RQ,4.467285964426968,9.47960085817793
3,RQ,0.6993374874967563,4.566367557681857
4,RQ,0.5732855649295647,6.124794113339445
5,RQ,0.1788160551691446,0.8320621673843388
6,RQ,0.00444562652514487,0.15558892108958294
7,RQ,0.5395100429612769,2.0947675225493665
8,RQ,9.504730863901454e-06,0.011865762788339201
9,RQ,2.921852154014177,10.212194277946208
10,RQ,0.002151475681172055,0.10282877189691393
11,RQ,0.22772496863598865,1.2619105979869423
12,RQ,0.14259687079555478,1.1709728497173242
13,RQ,0.1854737371048842,1.6848022324120218
14,RQ,0.025063493945238876,0.7968438277607083
15,RQ,0.08560331631194908,0.6162682613735736
16,RQ,0.17771095010053245,1.0613423852645676
17,RQ,0.590758333033266,2.296618153221957
18,RQ,0.13155784177712054,1.385530531291545
19,RQ,0.07219135766051465,1.440370189751964
20,RQ,0.17999241148550746,0.961237450463336
21,RQ,1.9209894128554057,3.881699334937662
22,RQ,0.27844318642169064,1.7739194025871847
23,RQ,0.0034221697180343963,0.2647129587578236
24,RQ,0.030365334478640843,1.197474705782598
25,RQ,0.20343470245911055,1.1891481753564148
26,RQ,0.6823449030576891,2.694538315540932
27,RQ,0.0032750926181098166,0.2256921696257996
28,RQ,0.9739078075963888,4.679171456620933
29,RQ,2.093108817631943,9.69715965121059
30,RQ,0.03391687252306351,0.39059249988812866
31,RQ,0.15093418627946678,0.9902794991439897
32,RQ,0.33591849935913054,1.7766765667867497
33,RQ,0.3046703185252141,2.3147111402663647
34,RQ,0.43494641199104916,3.8695491329376863
35,RQ,0.39072319830715146,1.4069869025061994
36,RQ,0.3710511756804047,1.6725624047634748
37,RQ,1.518788733823804,4.2489884082539895
38,RQ,0.001013497438522584,0.13676794487934454
39,RQ,5.324749148094439,14.663301726150674
40,RQ,0.4758259651840454,1.3760388503056555
41,RQ,0.018243940949815046,0.3195561031288928
42,RQ,0.3932787883024864,1.7990972863227954
43,RQ,0.010153814663671682,0.38132953317801804
44,RQ,0.11615145295476045,1.8606364925499785
45,RQ,1.0127258880628192,1.990098043794954
46,RQ,0.7064757645990747,2.0392163269097003
47,RQ,0.13456549629877365,1.0597585133375822
48,RQ,0.05569635700798187,0.8995645373418366
49,RQ,0.1087978070902759,1.793791794800438
50,RQ,0.0004153346206228459,0.047480531873836766
51,RQ,0.1442419111533794,1.0701680278278791
52,RQ,0.05210326111214357,0.7856088042110493
53,RQ,0.6840128030707465,3.6026705407551165
54,RQ,0.04895770974008428,1.4127074498919696
55,RQ,0.6773773884567558,2.2810825112056574
56,RQ,0.28315158355459624,1.861190319253286
57,RQ,0.05285736777111008,0.9771148299198902
58,RQ,0.3855578733551844,3.294284340261188
59,RQ,0.001532138226745112,0.29383200944282956
60,RQ,0.14359165362136167,0.8662962982777195
61,RQ,2.027330477995648,3.7569075937147582
62,RQ,0.02882586187470411,0.5454031104344514
63,RQ,0.7669433883432928,3.3841604479766723
64,RQ,1.2086746620699969,5.815117588552124
65,RQ,2.2928881415583593,4.1896181857948145
66,RQ,3.859988137862075,7.162803061000816
67,RQ,3.5830543318850374,8.248307121657936
68,RQ,0.8130958082295067,4.822667486251291
69,RQ,1.9214052987682924,10.494797805973745
70,RQ,2.963871122666215,5.109105420422446
71,RQ,1.7855297385305926,4.437409612276003
72,RQ,0.0598071819869181,1.0261690529108978
73,RQ,2.6281463054454037,9.22248371439232
74,RQ,1.3943524033488937,7.768752013226342
75,RQ,0.17072195213672484,0.9184340948368886
76,RQ,0.00104342538571066,0.08479531184812626
77,RQ,0.45338116571534826,2.1129399277435583
78,RQ,0.005955837046228427,0.3120413625215695
79,RQ,0.32561351720903037,3.2095209784092056
80,RQ,0.406385979105291,2.03972720107507
81,RQ,1.8944458053964124,5.254324460371427
82,RQ,0.28134004470464824,2.5650119521042836
83,RQ,0.003992795316180687,0.4063064085579732
84,RQ,0.7548527107219761,7.448753431581542
85,RQ,0.11533955054892188,1.0726507160070398
86,RQ,0.4559603843804612,2.6862620874068037
87,RQ,0.009461819720301945,0.48499537829608036
88,RQ,0.4193969233151399,4.40038199735069
89,RQ,0.5160890945790129,6.647636080422989
90,RQ,2.361926079083085,3.5381140499913406
91,RQ,0.17129736278149138,1.1495636671648708
92,RQ,0.7738029514053755,2.9279178216984456
93,RQ,0.001888581552235193,0.1858176042920001
94,RQ,0.0031324213840970816,0.32083303114822226
95,RQ,4.380020329422808,5.797311689573586
96,RQ,0.06716659935263028,0.9271263702420802
97,RQ,0.12417296548443645,1.5560582807119887
98,RQ,0.196719879837505,2.3716150642675395
99,RQ,0.06851275466343133,1.889396344371638
100,RQ,1.5637395459190544,3.3296607623824683
101,RQ,2.7242542512139187,5.764941253807673
102,RQ,0.03533938663225985,0.775800581494463
103,RQ,0.06095058842246435,1.270657324961135
104,RQ,0.0008724780970734641,0.20995060179611857
105,RQ,2.070610550437706,3.6540556205646975
106,RQ,1.4978935021384732,3.727134039057238
107,RQ,0.000990713108079789,0.11542078905058394
108,RQ,0.8824478467365064,4.474198001068727
109,RQ,0.692703917847402,4.922627738128284
110,RQ,1.239438874182599,3.747636113429754
111,RQ,0.7962635624851147,3.7887264751714183
112,RQ,0.08851704186162214,1.5495534538857463
113,RQ,0.4306565498163123,4.484487985058825
114,RQ,1.6910790493778445,11.032011917270802
115,RQ,0.003810335383229202,0.19774668838594506
116,RQ,3.7232725108706903,7.398009096659397
117,RQ,1.2011741830448723,5.854145500246504
118,RQ,0.15176412225505784,2.633291533841845
119,RQ,0.21697343142531303,4.226609530039488
120,RQ,5.9056180844870525,6.868035054574746
121,RQ,1.2684978845914465,3.557511470109077
122,RQ,0.4360027801874452,2.544572318216121
123,RQ,0.07338116125406183,1.3153778587101566
124,RQ,0.45557833120770735,4.2344661139974225
