,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,mse_liq_density,mapd_liq_density,mae_liq_density,mpd_liq_density,mse_surf_tens,mapd_surf_tens,mae_surf_tens,mpd_surf_tens
0,0.33012665756146925,0.2728204313855712,0.0,0.2958268677165874,0.507618814033566,0.05355140618029984,0.0,1.0713555972981292,75.54609447031022,0.9906470656040695,7.328992971951879,-0.7289660214357438,10.1917871305,8.602603895329821,2.272970000000001,6.851830380478333
1,0.363638787756139,0.18328510206884788,0.0,0.3350064487645956,0.5373661625518948,0.06118170808138028,0.0,1.0518170015851636,59.92315154352616,0.9030728550872104,6.804299681885072,-0.1662830535081347,178.19447299700005,51.67189562240253,12.149539999999998,51.67189562240253
2,0.3647024688055693,0.25981005661695294,0.0,0.30485441409710773,0.6179214586029165,0.03611843461037399,0.0,1.1214084939693634,24.762832495835738,0.5399969679611312,3.9775136441517134,0.33748288773293633,105.11533511650002,46.05167680504348,9.978010000000001,46.051676805043485
3,0.3701229015274675,0.2399448734415759,0.0,0.31379820781687134,0.549830011506357,0.07462103060255694,0.0,0.8222260179691092,14.08091536576112,0.3459597624002082,2.879728279781807,-0.3200150126411078,132.60628393200005,48.91550796173307,10.956520000000005,48.91550796173307
4,0.37183879354115057,0.1889340283202977,0.0,0.32053473840096186,0.5293006245992637,0.029881639849324494,0.0,1.0816869434146257,92.36547284891141,0.979428608816987,7.126406400720953,-0.5758679434797743,64.73969654150002,29.43165154633035,7.105570000000002,29.431651546330347
5,0.3745199660609325,0.2608869488959461,0.0,0.28659363340074057,0.4743030180167497,0.041907767744904297,0.0,1.109252001483474,20.775901043738152,0.3647161005846532,2.5536455140599856,0.2860897646229963,16.751722166000015,17.123219784163016,3.8481000000000014,17.12321978416302
6,0.37488514239114024,0.17800584103926068,0.0,0.32293529126546605,0.5821948026404882,0.04022152377997722,0.0,1.0666051202728541,40.273019364779906,0.6074962726537939,4.3163438765118824,-0.5737356093461042,114.31030009400004,42.44869573022613,9.836260000000003,42.448695730226135
7,0.3755876965620597,0.2299383958472192,0.0,0.31068627536467874,0.47371201149852266,0.07120025723117586,0.0,0.857744311030121,25.76324280331088,0.6457965229935997,4.944040123989453,-0.6457965229935997,70.16903514200001,32.64353393863709,7.6305000000000005,32.64353393863709
8,0.3765318923788151,0.15193877318185198,0.0,0.3243550747756767,0.6044405056491076,0.0651185697165025,0.0,1.0845499833604033,20.692344876537224,0.49761330309566587,4.004975509600854,0.4494069398510723,172.5376203360001,53.54476783178763,12.256960000000003,53.54476783178764
9,0.3772671207422644,0.18467819579852912,0.0,0.3230990706933719,0.5745961771229269,0.06993803100792528,0.0,0.9791694590924629,4.824519720588567,0.23014811206148061,1.77695567827559,0.07382977371680396,167.59777614350003,52.698953727045094,12.062230000000001,52.6989537270451
10,0.3798027985316317,0.18232788201250238,0.0,0.31337089052981615,0.5561207575842712,0.051811522809408775,0.0,0.8888897327776768,18.00277892599764,0.49187888625735104,3.8239590886301813,0.13401074668487994,58.76769593300001,30.55823372213554,7.074740000000001,30.558233722135547
11,0.38116971217040574,0.23872376144987376,0.0,0.2907951836393932,0.4018299469152519,0.05077360192197511,0.0,0.9239916840898628,7.0963469978338924,0.2845423192671889,2.208439495881339,-0.2041384779747065,5.569389090500016,7.725735647786834,1.9316700000000027,7.725735647786834
12,0.38255780805604067,0.2375072708772721,0.0,0.3003932152234731,0.46575548548953577,0.06977766387153678,0.0,1.043049934799738,40.99686401051023,0.6899775888392606,5.080679096720678,0.43019747897985006,92.74143284150003,43.10473499315196,9.368550000000003,43.10473499315194
13,0.38264588893045304,0.2789926549134739,0.0,0.26788282043405176,0.6101639252656035,0.028872678724791163,0.0,1.0555178794656888,113.37539715911211,1.2877446117254152,10.233986107900591,-0.921660433254349,4.537775244500009,6.009207320884181,1.5427500000000016,6.0092073208841805
14,0.3882343230880755,0.21384739238069372,0.0,0.2903281583957892,0.5071930148193462,0.04735797480688336,0.0,0.7595719493612059,74.65729346935473,1.0376573132244793,7.735619623439675,1.0376573132244793,5.333055630500003,9.461363948575025,2.0009500000000013,9.125830581395016
15,0.38840492484953804,0.17052313169188435,0.0,0.3111639149086802,0.5350964099065177,0.0798617622105955,0.0,1.0264813391880325,10.856420150508075,0.3462480151127463,2.7888202197636702,-0.3462480151127464,96.84412864500003,41.67319863348485,9.349720000000001,41.67319863348486
16,0.38869251367020596,0.16627096784944503,0.0,0.2856648369051079,0.5500068067784385,0.02629373254094198,0.0,0.8307000716041073,88.06327017846979,1.169673938304166,9.059079004335786,1.1696739383041663,1.6586902814999989,6.011900738136348,1.0736899999999987,-6.011900738136349
17,0.3887635137639257,0.1772912100305822,0.0,0.2930776483962904,0.3457169984169953,0.06051044215514775,0.0,0.9653398738632031,73.05648294067271,0.9326520050544485,7.358489792950036,0.13420986596877102,3.755428789499996,9.39217909988248,1.666669999999998,-9.39217909988248
18,0.3891761678496668,0.18190834620409305,0.0,0.30414415738705985,0.5672151828747639,0.07828136136127427,0.0,0.8071452304832104,70.07867001517238,0.9978115166794727,7.382397142900641,0.9978115166794727,69.57245484100005,35.41532559327095,7.920860000000002,35.41532559327094
19,0.38949386120229756,0.19908183117509404,0.0,0.2913665764416338,0.4429980582507011,0.04628788499153403,0.0,0.9470250704618928,20.632256700231885,0.556555811054909,4.322353543153054,0.5565558110549089,4.805549321,7.108803973949213,1.7086000000000006,7.108803973949213
20,0.39009968576088117,0.18904620765584723,0.0,0.29711678137003344,0.5110323159606207,0.06366136362132743,0.0,0.7051061678008604,6.171109141545598,0.20728442104317968,1.4622147961127894,0.1747160687822104,9.704372005500003,11.136849753901432,2.6409100000000008,11.136849753901434
21,0.39101686112516454,0.15355155735798878,0.0,0.302636486642188,0.6198566533125873,0.07376025490108735,0.0,0.772991825896815,24.495778087033827,0.4937940191318218,4.062027454838358,-0.40491222082273054,31.042181923500028,24.401772204662116,5.335670000000002,24.401772204662116
22,0.3913419216616464,0.22410102230155832,0.0,0.2785961642987411,0.44546352203414996,0.03304764418100316,0.0,0.8756033257938469,48.4917830453463,0.770032793640703,5.851394174361507,-0.7316320874443341,6.103911825999996,11.182810839723993,2.3662599999999996,-11.182810839723993
23,0.3926766861912836,0.23748312642077707,0.0,0.2695757125079928,0.3617791235231968,0.0484001973518349,0.0,1.1126669459770495,44.81437398076394,0.7163308978229186,5.741545777392162,0.4454074816932045,4.652899189499997,9.751729324177019,1.775549999999999,-9.75172932417702
24,0.3941849095376194,0.20064435807776426,0.0,0.29158870057560304,0.48540553175764745,0.04127105951009897,0.0,1.0923083911048428,62.9549567622798,0.8577468312829138,6.996311587864852,-0.7959124512613295,14.921292971500014,17.836414154843222,3.762790000000001,17.836414154843222
