split,kernel_liq_density,mse_liq_density,mapd_liq_density
0,RQ,3319.655501354471,7.516564777707539
1,RQ,20.42191592011868,0.47295580773824286
2,RQ,60.07168647342934,0.951754463392884
3,RQ,15.02535193899379,0.4790496952059407
4,RQ,0.7285149974784682,0.08756073134923364
5,RQ,1.896478052623581,0.1493013325966575
6,RQ,0.5877510441406768,0.0932562472653508
7,RQ,2.8980710374785175,0.21610194127931237
8,RQ,3.3674771587934034,0.1937097903624866
9,RQ,1.3927285420476205,0.12001727188143912
10,RQ,6.6697455928454,0.28178464824185867
11,RQ,0.608684009654737,0.09695530714381558
12,RQ,5.274078337716728,0.2922411611045736
13,RQ,19.896275914907914,0.38739839158310535
14,RQ,10.805865919119535,0.41336756724269386
15,RQ,1.0291820945494632,0.10909687860910797
16,RQ,5.546384974825583,0.2396863465949845
17,RQ,6.471538860697066,0.25784866170250115
18,RQ,1.492718324096215,0.11641511636609674
19,RQ,1.4895612680547012,0.14150953845749767
20,RQ,8.646377996974707,0.3696513749734278
21,RQ,1.725054446709573,0.13874165838401384
22,RQ,33.50948314660471,0.6804055268193934
23,RQ,296.62596822950945,2.1091333689824374
24,RQ,6.212919834814151,0.31974066788693783
