,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2,temperature,liq_density,liq_density_unc
0,0.20054667460642944,0.37241419131556086,0.22389539577708767,0.24484624260470308,0.0,0.0,0.26208352818082986,0.3975539858448173,0.09784312482792645,0.5774507177519798,0.030471394822113057,0.08129236322994754,0.0,0.0,0.9173927203166137,0.8008832743585661,293.15,,
1,0.20054667460642944,0.37241419131556086,0.22389539577708767,0.24484624260470308,0.0,0.0,0.26208352818082986,0.3975539858448173,0.09784312482792645,0.5774507177519798,0.030471394822113057,0.08129236322994754,0.0,0.0,0.9173927203166137,0.8008832743585661,303.15,,
2,0.20054667460642944,0.37241419131556086,0.22389539577708767,0.24484624260470308,0.0,0.0,0.26208352818082986,0.3975539858448173,0.09784312482792645,0.5774507177519798,0.030471394822113057,0.08129236322994754,0.0,0.0,0.9173927203166137,0.8008832743585661,313.15,,
3,0.20054667460642944,0.37241419131556086,0.22389539577708767,0.24484624260470308,0.0,0.0,0.26208352818082986,0.3975539858448173,0.09784312482792645,0.5774507177519798,0.030471394822113057,0.08129236322994754,0.0,0.0,0.9173927203166137,0.8008832743585661,323.15,,
4,0.20054667460642944,0.37241419131556086,0.22389539577708767,0.24484624260470308,0.0,0.0,0.26208352818082986,0.3975539858448173,0.09784312482792645,0.5774507177519798,0.030471394822113057,0.08129236322994754,0.0,0.0,0.9173927203166137,0.8008832743585661,333.15,,
5,0.20061622190735942,0.2296430020597304,0.2002467613432381,0.16477358594774685,0.0,0.0,0.34672911714344695,0.2833773213278904,0.4626463902667389,0.18098770498980066,0.028826620234930704,0.03699446146529249,0.0,0.0,0.8996590865658112,0.9624890232229687,293.15,1300.394530761914,3.5268379781057506
6,0.20061622190735942,0.2296430020597304,0.2002467613432381,0.16477358594774685,0.0,0.0,0.34672911714344695,0.2833773213278904,0.4626463902667389,0.18098770498980066,0.028826620234930704,0.03699446146529249,0.0,0.0,0.8996590865658112,0.9624890232229687,303.15,1288.8575558546113,2.046883279806326
7,0.20061622190735942,0.2296430020597304,0.2002467613432381,0.16477358594774685,0.0,0.0,0.34672911714344695,0.2833773213278904,0.4626463902667389,0.18098770498980066,0.028826620234930704,0.03699446146529249,0.0,0.0,0.8996590865658112,0.9624890232229687,313.15,1285.686297551292,2.603948716830123
8,0.20061622190735942,0.2296430020597304,0.2002467613432381,0.16477358594774685,0.0,0.0,0.34672911714344695,0.2833773213278904,0.4626463902667389,0.18098770498980066,0.028826620234930704,0.03699446146529249,0.0,0.0,0.8996590865658112,0.9624890232229687,323.15,1274.20524705157,0.5543092663111624
9,0.20061622190735942,0.2296430020597304,0.2002467613432381,0.16477358594774685,0.0,0.0,0.34672911714344695,0.2833773213278904,0.4626463902667389,0.18098770498980066,0.028826620234930704,0.03699446146529249,0.0,0.0,0.8996590865658112,0.9624890232229687,333.15,1269.0642882007353,2.068297956027548
