Run,Iter,Min Obj,sigma_C1_min,sigma_H1_min,sigma_O1_min,sigma_S1_min,epsilon_C1_min,epsilon_H1_min,epsilon_O1_min,epsilon_S1_min,Min Obj Cum.,sigma_C1_cum,sigma_H1_cum,sigma_O1_cum,sigma_S1_cum,epsilon_C1_cum,epsilon_H1_cum,epsilon_O1_cum,epsilon_S1_cum,DMSO-sim_liq_density-sse,DMSO-sim_surf_tens-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
1,31,5.137763603161899,2.2243917326101523,2.1957908050400623,3.227672287675113,4.406424995297876,73.02348140103793,9.270421290953406,98.41301699051584,117.55132334195812,5.137763242828508,2.224371354246911,2.19577973518634,3.2276837671919,4.406430121060635,73.02353760042982,9.270422159378391,98.41309961040028,117.55123860853188,0.0185477972521144,0.9062806493988138,96.35655212402344,40.0,360.0,3.17271516120437,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2,56,5.5722106727266105,3.2317662073962783,2.721773153133904,2.0,3.961268066490202,71.24712730347635,6.725320497977032,77.44748012705529,117.78927601034584,5.572210480740625,3.231765214410524,2.72177306933128,2.0,3.9612681104949,71.24716133409879,6.725348538725592,77.44750012253475,117.78928551657,0.0075250964646601,0.9063099030233678,156.8935992717743,67.0,603.0,10.130908606448177,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
