sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1,sim_liq_density,sim_surf_tens,is_pareto,Min Obj
0.2222107426748163,0.2197104282112695,0.3224124736691082,0.4412816343274863,0.616513646084583,0.0820903963710613,0.8217614298792039,0.9818982830087406,0.04179411569334235,9.539198021102173,True,9.580992136795516
0.3236171786441676,0.2726635175948803,0.2019522863978191,0.3960156448698568,0.5882624119294151,0.0582065149664082,0.6364717008406953,0.974865853469156,0.3577984421542967,5.594194532224463,True,5.95199297437876
