sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1
2.224718535278474,2.19614335060448,3.2010669144229014,4.4088189405163725,71.67221941588112,9.798944056003377,97.89460110255294,116.77057759894524
3.2290691322322305,2.7210368383436503,2.0,3.95732677835954,71.25822092268383,6.966055891926282,76.36839496813437,117.55980917486428
