param_rank,sensitivity_score
epsilon_C2,167.8015841846614
sigma_O1,142.28446465561072
epsilon_C1,128.31948874510007
sigma_H1,123.49164426941304
sigma_C2,116.3265678749002
temperature,92.80482061414122
epsilon_O1,76.89148782419119
epsilon_C3,58.07232434367982
sigma_H2,56.16323256597841
epsilon_H1,28.79455595947311
sigma_C3,22.28526656398046
epsilon_O2,16.321480678898144
sigma_C1,13.920394256794502
sigma_O2,7.673929439486945
epsilon_H2,4.3876824059593895
