param_rank,sensitivity_score
sigma_O1,2943.638275622146
sigma_O2,2281.349618225035
sigma_H1,1708.428509801207
sigma_C1,1001.0654848724448
sigma_H2,546.9993946089005
epsilon_C1,280.8208775134556
sigma_C2,268.23295610237653
epsilon_H1,212.63548352928976
epsilon_C2,209.80338122315516
epsilon_O1,127.58759115056492
epsilon_H2,56.639228114190566
epsilon_O2,22.936079107504085
sigma_H3,1.3635026767504232e-13
sigma_H4,8.741762055407262e-14
epsilon_H4,0.0
epsilon_H3,0.0
