sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1
3.8821321099593584,1.6071810602048209,0.0,3.1060860534233097,23.78399583174046,7.995807568797694,0.0,103.48500251031167
3.828475793743933,1.60288191459374,0.0,3.078177888746186,23.444203770413168,3.9858671623869473,0.0,123.17071607620916
3.162238362383676,2.8266740278237017,0.0,3.0321004757318537,45.147233712103166,6.453721772102952,0.0,123.37525205295132
3.226895971595426,2.503994961732896,0.0,3.0652275519127947,61.25751214965355,8.430135873298063,0.0,76.15985839854886
3.4950415397865244,1.8521230593683733,0.0,2.8508818258441515,51.4557074182777,7.473221006407505,0.0,101.7636701316
