,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1
94824,0.46174875316117725,0.9941006850729419,0.3254039002016265,0.37686897120476837,0.9362278643739651,0.5899415198613325,0.37705147307730935,0.18379977301288783
302480,0.7044299960561544,0.8521732445178111,0.876683925568869,0.3481003173502898,0.965005737782526,0.7208973749899453,0.0331908343030835,0.6413968383071339
155513,0.6776182229917487,0.8481080379762225,0.7328995769649304,0.292933810243709,0.17740642317471594,0.6265799054121273,0.12167575142978351,0.7024562384298838
218356,0.6216222579170846,0.9217564579663701,0.05651032181895639,0.4342233156367667,0.6148593464116444,0.626209760668099,0.20784403036501975,0.3214698019756651
337132,0.8915306798763365,0.9649192015369492,0.42345329647069996,0.17646225254575276,0.5728266319719656,0.6748468579640977,0.9943021933125805,0.9978263359591177
111069,0.6990999575172795,0.8559537716830609,0.2697356887042481,0.3473599997713227,0.42919324471399356,0.4967810246593974,0.6259146951865054,0.38801232564769683
249296,0.7487782062983593,0.9755568596886551,0.1079829595032846,0.4441049351177134,0.997271003458407,0.4202125298797048,0.2959369351518409,0.19471791595408167
283628,0.6006721597399753,0.908766149790129,0.6467309312185576,0.3243469986187655,0.3222277243395594,0.41831089097684243,0.14912354763400387,0.30608407503511037
139501,0.7955674031765407,0.8344380766498957,0.8664257179822419,0.22942720352481485,0.18485762786933999,0.965292339923571,0.21133892511669433,0.04368780645379379
14766,0.8570063914091444,0.9912873361979817,0.8264147862384308,0.19413684863387032,0.5486615786876988,0.5487824177762661,0.4685464648297199,0.24678560549544892
210815,0.8950566587090129,0.8370030981556728,0.6405006169555604,0.27312075526772045,0.39658668218320536,0.688339340469474,0.4554688178992914,0.020746488996546665
246185,0.5884299476367596,0.9248374121929863,0.4253919816775657,0.29398450768305645,0.6125648475790014,0.8274937045443854,0.7208113750716908,0.17218132962198507
298253,0.9850911923644515,0.7015130177001901,0.9245007494824019,0.26944523895690486,0.5624876286088272,0.8815080426440399,0.23666057181466504,0.6568300298034262
193486,0.97755518593885,0.8871645329509156,0.05516609838244178,0.3442887189555257,0.9854718824369425,0.012505263360508789,0.6598263800908578,0.2189812883621679
246865,0.7824413894805463,0.9678230600134546,0.5715730061305976,0.3023448800898361,0.6881046944127309,0.2349738983751246,0.49450078969885697,0.4957872609388956
43203,0.5087024236419393,0.9419792905119762,0.7372941926547767,0.27716711640309016,0.2376783627327158,0.48191541532968235,0.03058484469665946,0.7352769430085768
282239,0.6312854031835152,0.8575124853368795,0.38217966942035186,0.3224601185211182,0.42080592194496547,0.59253054534953,0.682498234750978,0.9191617953807837
276475,0.6539097172853304,0.9772159617013587,0.516765403667618,0.3195838143594412,0.2802489296330797,0.27332258644865526,0.01995331537899019,0.07251484395234414
113141,0.40141020241294834,0.8787514515457447,0.1537200108661094,0.35898039136809756,0.18855946386195419,0.5335501079726195,0.26154170570356994,0.7407502779572652
77047,0.9694132948349958,0.7580398700268419,0.5757740155721448,0.36358278234317215,0.9921917672391648,0.49337817807239015,0.4365705794899563,0.3575207904520834
123517,0.41134813435058376,0.9370551699076151,0.17295336420453192,0.37008140101586434,0.5056235793691367,0.6456026259344394,0.2596340067282037,0.2544625802435087
289015,0.5409811451005435,0.983139384923855,0.49638830454618466,0.3943349628666657,0.9160576316769835,0.2899186207593895,0.2086215965518989,0.6808998927005677
274258,0.4917956726088236,0.9103637727201802,0.11585815479973582,0.3388887886562206,0.20736547185246632,0.7626650920054736,0.3954007246882706,0.09943383568677258
184412,0.9326766806663436,0.809740259067741,0.0014931548095946676,0.2969984925058937,0.881383693012878,0.5507477088427852,0.928974191627762,0.9262138840818617
160071,0.9578599601246591,0.7369492324658525,0.5315171632946126,0.33335235589054374,0.11613723216850907,0.3975248771498851,0.04345837908855603,0.9615504444120471
310440,0.33879779281793704,0.891369159166769,0.40388726877653514,0.32149769876121337,0.13747420445568354,0.3905551039976548,0.4083547586194907,0.9887676623950454
227105,0.7346777999236482,0.9207609343087996,0.3945107406352351,0.2819568174623442,0.13224205404306347,0.4410930444240136,0.48400699628564064,0.10931282918418973
300650,0.7134036807005868,0.9034355179605299,0.4705206833474828,0.250284834850316,0.6113886870494611,0.9079241203078136,0.8523125933921061,0.17539973969555492
51286,0.738532487818118,0.9642997737045229,0.4884037010024263,0.20825138514312896,0.4214464438703449,0.5982171691458015,0.841230255585106,0.055721345929693335
142962,0.8208361443454325,0.8081448455282846,0.37954226987454814,0.49085352011763383,0.9855552978078722,0.1602078854853094,0.17613598788577975,0.19110946605138712
34637,0.5313418225497848,0.9584806972432843,0.15945052269316531,0.3175236784665194,0.6043472336248913,0.5807342307956029,0.6963384233859914,0.7392517215529547
135335,0.9119855785629719,0.9026691805547563,0.7320408914021133,0.27157893518235215,0.7488831017360622,0.038232047560868884,0.5627533254719549,0.6943221215742565
201106,0.5398426398507686,0.9489815078465316,0.8023588580322414,0.32443942865578124,0.7522776819703494,0.5502448059541858,0.12432310069717187,0.9531781810968524
262803,0.9733753758097037,0.7835367497054003,0.46206512152034096,0.3586287416068012,0.45949557874655456,0.17844747807620218,0.283229287124673,0.3824919752200551
280686,0.7898529367261744,0.8998397992253483,0.42447934270289084,0.39253535944326057,0.8360475985566892,0.1666196370698176,0.44282756301409526,0.5618029462877915
46882,0.7539994920566903,0.7092999578823268,0.2617183156030133,0.35739175386102817,0.2436861099139022,0.9262068920986966,0.6597045820009706,0.3738473585733197
