sigma_C,sigma_H,sigma_O,epsilon_C,epsilon_H,epsilon_O
3.540043120661803,0.8338135279886896,3.192711135459083,56.17146395686528,10.000000000000002,88.47037785575033
2.900780176442196,1.808829302707652,3.4216504180590586,31.13729737878781,8.17455881427406,78.47840998681917
3.130203734968906,1.482223753052636,3.5436634695658444,19.64016773276394,8.89055430695186,75.180051692041
2.5669486097174232,2.151675975699804,3.3852342932911483,66.34120602434567,3.780250242183992,75.00000000000001
