Run,Iter,Min Obj,sigma_C_min,sigma_H_min,sigma_O_min,epsilon_C_min,epsilon_H_min,epsilon_O_min,Min Obj Cum.,sigma_C_cum,sigma_H_cum,sigma_O_cum,epsilon_C_cum,epsilon_H_cum,epsilon_O_cum,EG-sim_liq_density-sse,EG-sim_surf_tens-sse,Gly-sim_liq_density-sse,Gly-sim_surf_tens-sse,MeOH-sim_liq_density-sse,MeOH-sim_surf_tens-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
3,11,205061.74158534053,2.0,0.0,2.0,10.000000000000002,1.2027236187798085e-08,75.00000000000001,11500.086638359417,3.540043120661803,0.8338135279886896,3.192711135459083,56.17146395686528,10.000000000000002,88.47037785575033,53.97469021358592,92021.03919276736,0.5487236904891779,93355.17306227503,202.9546973694519,6928.4529445173,11.814781665802002,12.0,84.0,,2.0,ABNORMAL: 
2,10,11563.448338244236,2.900780176442196,1.808829302707652,3.4216504180590586,31.13729737878781,8.17455881427406,78.47840998681917,11563.448338244236,2.900780176442196,1.808829302707652,3.4216504180590586,31.13729737878781,8.17455881427406,78.47840998681917,0.7196525633772823,101.12687209382734,0.0400125521043553,1159.2485562519696,2.120475629459502,122.87053788942896,13.950802326202393,14.0,98.0,20377.82737365663,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1,6,13538.886878422358,3.130203734968906,1.482223753052636,3.5436634695658444,19.64016773276394,8.89055430695186,75.180051692041,13538.886878422358,3.130203734968906,1.482223753052636,3.5436634695658444,19.64016773276394,8.89055430695186,75.180051692041,0.9703603415496972,357.65424566678183,0.0179125671558668,2919.891152723785,9.12032167262726,73.91065418639,5.0311806201934814,5.0,35.0,23241651295964.184,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
4,7,14013.280540263822,2.5669486097174232,2.151675975699804,3.3852342932911483,66.34120602434567,3.780250242183992,75.00000000000001,14013.280540263822,2.5669486097174232,2.151675975699804,3.3852342932911483,66.34120602434567,3.780250242183992,75.00000000000001,0.5401678449869731,224.97405683014688,0.2808464015216209,1162.094958714709,0.0615433101445279,123.84171521547556,6.9595677852630615,7.0,49.0,,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
