,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_O1,sigma_N1,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_N1
5249,0.33530324444901993,0.874757602415097,0.16946735396388518,0.9392184910301286,0.7972722066048843,0.7005587763761926,0.2747480239430279,0.012455916807396054,0.9416872874335149,0.7515299258688686,0.14261509651559887,0.8883202883619937
5840,0.6381180056296272,0.45277215121954767,0.616489279741426,0.797700828513297,0.25239445525463744,0.943674111996197,0.23737486722586257,0.07804774394740857,0.683061522741305,0.9562179042297001,0.17684303497522214,0.7884147351437809
14944,0.15388572632267564,0.7038905521869602,0.6535240556430197,0.3757249474460703,0.43611172910152746,0.6535255187163631,0.5498318943931226,0.9886638818768688,0.009629140543886009,0.1046921928433682,0.12544046907914666,0.9685211875984011
4477,0.3593809909415454,0.9408269473988886,0.32679679418016927,0.522827590944716,0.9931285597538213,0.5504953398861135,0.844577096868919,0.6948339291944374,0.732170660869189,0.4022331242351957,0.4514730762928066,0.3146823503600207
6456,0.6037671699942951,0.9900582247040614,0.13483989907175045,0.36909067860685363,0.7254617930684648,0.015258941441398634,0.9025427812869666,0.24002905600220292,0.40224498360800726,0.014622172330889272,0.289542581527715,0.14216711018783879
36348,0.8281962712700247,0.9924153001285887,0.5096407877608408,0.061400226631469566,0.26710729215688217,0.8335455352612998,0.4016639660254305,0.3880284139996226,0.5493730181977179,0.857704925960009,0.2249187087778932,0.13918513371278007
42520,0.08094909999544565,0.5894979081958859,0.1628294299370312,0.7155619586149984,0.9059085087274399,0.28815987501250295,0.9213423810114435,0.10271379957062933,0.921602688069107,0.5663504260645006,0.265326293277708,0.6620819642759864
23461,0.45920451816088514,0.3456555184942279,0.04075559012321018,0.992532909875314,0.8643024504174124,0.5234516188574303,0.2176404864014986,0.9601338130496245,0.8071129571690233,0.027826549667726214,0.3334355056787342,0.8703139656367508
16527,0.9834505501205635,0.977658611462499,0.46121339127026084,0.3627077452300828,0.09873580596696174,0.8986174611084062,0.41209520053869125,0.12109145536289499,0.2599286274672894,0.9915834731134178,0.9017702631970266,0.6149586490792124
5743,0.6174611540138901,0.6234916757469645,0.5028848421018917,0.13693402717295974,0.7954321594099804,0.7387655450501406,0.0911211698999853,0.8026130825310734,0.7386077648649125,0.5285930879288422,0.9461850505797869,0.9882143308337833
33392,0.6870718191495956,0.08844315133364168,0.828860121725116,0.20037298349788074,0.012267482265392062,0.9793578070768225,0.4949783278107451,0.8374656648798346,0.717397734512124,0.7454619134782267,0.3017664612654533,0.03523287077591228
31646,0.1038322882591048,0.87969485861713,0.13998290857619525,0.0007630107925571437,0.9701644910333472,0.2817440288739466,0.42657934614164195,0.04557188174210611,0.7755195571011488,0.13440949726331355,0.8268986371638539,0.6639457891630435
36831,0.5710453857391266,0.9864404390084721,0.742422483861303,0.6389294800838348,0.021558143907358274,0.8335885103683488,0.8175653297544783,0.18448269702831688,0.39849916389002327,0.1609133114603628,0.026086929706795107,0.803152751870208
12401,0.14672567623134222,0.5542475685780124,0.05511953334384827,0.4805480303833539,0.9299270137989077,0.054478616290416955,0.16476819987740335,0.62982208772638,0.5964360166813727,0.0012992262847331246,0.4741735740232683,0.5071026910140854
4734,0.23320369203849672,0.05978212059922662,0.29760632577908547,0.604270125067256,0.9180070889462881,0.9792068400782872,0.8791192818209368,0.024679294665432654,0.6248102203013299,0.965332794287427,0.8683223124427449,0.6519127556585732
26042,0.7308969554475857,0.22087225447525613,0.010750501745764262,0.33321896847877197,0.9477681677690765,0.3541716880893434,0.901772010476444,0.9969079632154418,0.18256979013216937,0.5479484651080864,0.9979769262077605,0.582640371318943
26788,0.8941810696652187,0.8577988124144875,0.16720968550152945,0.9909388023113144,0.4162577582747736,0.5968700574512217,0.5356552321529999,0.5185573942060944,0.39343415939692344,0.12137123954204238,0.14069569191147657,0.29236164139608606
40609,0.20160777971423066,0.18326470756478858,0.14379796773803455,0.7442836602881657,0.934078951717951,0.6627160149545879,0.04689496710672168,0.9636809267820856,0.03413330307720598,0.9185006915397204,0.6987244556173295,0.848978391409383
22440,0.6189966247943469,0.6488394052559305,0.5674529550250887,0.7532287326715846,0.08473734317377256,0.1983980557260364,0.35230814956212675,0.5881838161604833,0.10732236159408816,0.989917926964862,0.013081051567991327,0.9065941519702755
7638,0.348096813850887,0.9000286130691706,0.6433590116629907,0.22055695351056184,0.3665756805391327,0.22190412692698963,0.8500961725911964,0.8918063663818032,0.01364448211268058,0.33463518055975594,0.6873313353583805,0.5971797083090726
2248,0.6808247525885579,0.8319833249164027,0.7024593356923194,0.37703891215400337,0.17768082224828732,0.5320039795460572,0.29095145427807845,0.4417607040948862,0.8484090295571215,0.8682242564002977,0.8600452512602748,0.9564107399745931
41994,0.013263390611992831,0.3417177823844837,0.13501125517879567,0.8678252120323373,0.8916426978165786,0.2589957536761464,0.7922037000396688,0.632667931312335,0.9967476326148446,0.1246587165031434,0.8812961319272589,0.3296170037181123
17227,0.3807291837965969,0.890094806342338,0.619179777885351,0.35567557152546675,0.0984092600282439,0.8730084997276956,0.25956328581188864,0.7558234645845902,0.22127094775240572,0.06057694736289762,0.05634739791482483,0.21999714154765626
19781,0.37013120213520767,0.33549081590730073,0.6094622126013787,0.6199074407316257,0.5047410353681955,0.26373851258032144,0.8470382756520274,0.887956908238429,0.9415145888508877,0.7660623919116791,0.9858176283270188,0.1480433221053856
5646,0.9318102118226151,0.9486517032378826,0.12299629546316723,0.9516325095002803,0.5062005858139651,0.30653128410031494,0.9353199573888707,0.9635331617428574,0.3109819608812529,0.8317531420625525,0.30825524436364565,0.7175792500497938
37968,0.510180924421218,0.005055515589151025,0.5881219120630071,0.2240726255112786,0.10278052728967678,0.6398554656839918,0.33805698364895825,0.021660868983654102,0.013996120668716038,0.5027993545775746,0.9399676372578248,0.2939222875343442
11249,0.9196403524172166,0.10438694825079707,0.36852236211672057,0.5700425713790942,0.06268495286566837,0.24202211328677334,0.30906265136869615,0.6561975575044074,0.5026177296564855,0.6542702218546602,0.32363076126085,0.6122797748651565
20215,0.17048714281884234,0.43611658818803384,0.22592009599151025,0.03868966935607915,0.8239314908590368,0.6685025346858136,0.10211811678724939,0.1474013871696204,0.5146274140010263,0.9059000333423619,0.0867009474081731,0.9754682877223827
25560,0.905831137708063,0.16209701833501913,0.45464662604797607,0.7608445642260289,0.2752986553503133,0.9251396052165948,0.18721985286864362,0.9909445742513509,0.47489847877160374,0.0029778197666974204,0.08145092844938273,0.9561085286423376
34944,0.0675066841058464,0.9136788566935538,0.35310793134601903,0.332394918471917,0.9294236446993523,0.5596505322785743,0.7851528412350387,0.22576489359551868,0.18162319484101472,0.7717934671170907,0.8559041076760645,0.8178879861340633
44080,0.10553083931523359,0.015087620357113123,0.23312939891829595,0.4331907388272371,0.3585230703147838,0.4064513657276005,0.16740135612895765,0.3036617215471389,0.9575422036355109,0.008128189695588105,0.20039726617637552,0.42704034645521993
42377,0.4466009612461757,0.5112771182914134,0.26953392274332133,0.873438292381875,0.8749897019628902,0.4288317030018104,0.682873150625335,0.9778684519121066,0.18368782307706313,0.23404565220674448,0.7280598195134225,0.20890264911387504
27541,0.5271796307041324,0.5376612149963311,0.49077273557702294,0.9997343234043953,0.33292091389656514,0.35894692336617595,0.3867928289533115,0.5371672634361239,0.8721363298716445,0.9496498439648328,0.3404858347331837,0.013931276552178247
29725,0.2668440262928183,0.3947353575889472,0.40004571409267514,0.8109799354540909,0.5314564144116035,0.17458828166241813,0.9630628504725132,0.27802564791594225,0.0297404293060037,0.732592670934988,0.5104171123152965,0.43545618697511806
15249,0.45706344737438737,0.004936439850824951,0.0913060802977836,0.4286407325986538,0.9444468764087212,0.08176626829849648,0.4907111683749913,0.6200654050497897,0.5596305812920913,0.8364402825621202,0.7833956256101731,0.835581192617142
42383,0.8526729051107194,0.9984876864943277,0.3009236742008217,0.6724970785034288,0.001488337713847824,0.09436291521603508,0.9812789600515395,0.002643689638008602,0.26573643842317185,0.8261006322802324,0.706007007395031,0.7179223109655213
2994,0.012473526972387359,0.9834998976464588,0.3816296828108046,0.9126454491872693,0.7986469916958786,0.5009944109482415,0.9011302092472008,0.8660517818886329,0.014804886410402344,0.40281190668927247,0.17994418116023567,0.7130179469526134
21358,0.24339006569252125,0.30459312171964187,0.38616145928507783,0.18506504043187721,0.4437686289252411,0.738328714131432,0.09306933526603645,0.011027088824815602,0.7854947093565199,0.11066456861781171,0.794997002976308,0.08421828608861502
21422,0.958682974826808,0.421754158512743,0.03574311350410738,0.8331498443596488,0.41307626126044134,0.8956607378427501,0.372672599288073,0.02262344977275083,0.9776763386629391,0.573384047193408,0.6194852076071603,0.9078164269399215
12064,0.0871886881226777,0.9644295836890208,0.1522930531729093,0.9940196085564389,0.7550680069614087,0.3438103179378461,0.10701161824173833,0.8805771682985682,0.5914363880531327,0.29509900647832193,0.15132738585344632,0.15256984243894303
41558,0.9385299664371932,0.369922071998571,0.654437474731981,0.569785149174616,0.31420695061753934,0.49167813102941715,0.5937247392107189,0.6473858585830642,0.29321220800731596,0.9455215929953372,0.9731619287366837,0.41934729602456133
42179,0.3046035857390436,0.1353350411217764,0.40664145587226314,0.35285966040956235,0.2136701032615947,0.22849899460802256,0.30968132213061317,0.05864466283235272,0.239342423952433,0.7730889697977853,0.5227249862260664,0.9526385507235388
39087,0.2481780867323429,0.8789845895755929,0.02540086551334383,0.7601703909064942,0.9472683106899374,0.2214623159614637,0.13331386738367143,0.4328003109596413,0.1596742587133876,0.8961483272508215,0.10581642732097715,0.9851517564852496
36196,0.5808982225076421,0.008484161104037656,0.441857957659049,0.20578033032836607,0.5945323813250022,0.03473664358375582,0.6590826758679312,0.012385940436720495,0.9978042336395719,0.08828536858691416,0.18022470086331946,0.14402009599279667
14925,0.817202258692434,0.5151020328886037,0.5766985476122805,0.6588130906899602,0.040577600413404136,0.14716005892435605,0.4363706847321298,0.4550414761949619,0.7172396735037947,0.02314098324853526,0.12185064486040381,0.016346881731643212
9957,0.5656214780174799,0.3167536474421493,0.8655311236581971,0.09355846479129049,0.2203398166241498,0.9049271735891337,0.7579206835365218,0.42718186287421367,0.06529029083626157,0.12784813771523573,0.8484049276000535,0.80126294786308
5627,0.8653343537048023,0.6990437107187847,0.7429706101648589,0.12910343070140257,0.020412467479662768,0.09128378669483267,0.5715367458306604,0.7006936604064576,0.809901117297001,0.9865414732466791,0.6363460769920052,0.1946300225646517
32349,0.9818535996227463,0.8483485239820406,0.32948064090960144,0.7815112946206401,0.12939997925133156,0.8175369067278375,0.6035457801955523,0.4371691759247833,0.7946084328460614,0.7133818255810461,0.7385760527092822,0.25859790303890856
12351,0.9543002761647333,0.1500406057528559,0.23983987200642817,0.11688033749213197,0.4735831076378546,0.9753549335624722,0.1508908183092702,0.27221992759787333,0.9686818896697984,0.7992391638463715,0.7277956830000238,0.12980735332013318
17203,0.15483491495315863,0.361997708198847,0.11164276759864905,0.9789444884618603,0.8237876250351818,0.058724790430179016,0.4586666768592063,0.960860824282993,0.9290440286563936,0.8686152795143857,0.043543916446987255,0.5537236961047084
33201,0.04322287815321839,0.8360459747876925,0.2569862013213619,0.9592171317886077,0.9993573465537324,0.7880384285459435,0.9464317871903696,0.15356529367273494,0.7920026001745554,0.8317859116826505,0.8831058757311849,0.07480732189739499
35771,0.005247013367085728,0.7618489495491721,0.17797555094566012,0.42481571992670697,0.9985666421827202,0.25818969341923376,0.27361304517050866,0.9183569361009304,0.9994035193027228,0.25404695951296596,0.09011664391681896,0.9739831591937987
35494,0.18449221370083635,0.5530108020735806,0.28279567374340453,0.506183521736649,0.6065919064887638,0.06933760183107081,0.17838365145447968,0.9939442063354301,0.14722169876353572,0.9370275053204165,0.6756191278030274,0.012346013782385824
11675,0.27440736174573943,0.4751011978943486,0.7041306783491476,0.10090606026607178,0.01758144832194977,0.9821045011263426,0.8515853100521636,0.10890923669165493,0.32597142304796944,0.8652888388842392,0.6672773115024747,0.0006719895842128825
1789,0.5881973699978692,0.8190478783470819,0.8462913650054438,0.8949549180317872,0.2221615402015468,0.9368589043825276,0.6397833290728594,0.9230501624350099,0.27378674997806823,0.7236093688929434,0.6694557846607041,0.9885092564008855
14792,0.8462188284595106,0.10164798936948935,0.7396983485622145,0.9701099138980636,0.07237205734123517,0.8362083162783828,0.622962598392733,0.24063245861596608,0.6491429061959331,0.21948321642155172,0.942784229738442,0.945266971997356
42955,0.9967052100656336,0.04165250871564383,0.31980784579815685,0.07148285355457745,0.20065700099368483,0.2984067821302586,0.7611586613728551,0.28724842873006495,0.055063277841979896,0.8684437153292799,0.7590164038976821,0.44210203476737264
39730,0.05383032148353165,0.36776043040526696,0.5471496102625116,0.9483288012190926,0.322772603558715,0.8089454582383062,0.9884639447959102,0.9991086758801412,0.27585820669341926,0.2256140820908154,0.33238911245892017,0.22024253733702948
43788,0.00422795871440357,0.13768963282467583,0.32261080532242814,0.17071092529871848,0.38376738632762036,0.335106632944369,0.18212034850178435,0.6239592358307791,0.7745334019687478,0.7628219801340703,0.9738495599887,0.6175088261757303
18804,0.5894845742200494,0.7945065294685209,0.11816208182101702,0.7990803474959693,0.3071716407131922,0.025849676404523833,0.03971765091051996,0.1195213704663854,0.39735257071596614,0.2394139712893432,0.9998838665708234,0.24270751555265108
4191,0.3930653299592446,0.086890845890689,0.5021530170612085,0.2841122246173099,0.7786495110188568,0.9286611582396959,0.9342021466594012,0.958383016134706,0.07794642939599951,0.949710906434281,0.569143311019488,0.40391730603746423
23633,0.2646193252727682,0.33603178319223836,0.8334999267914622,0.47898948431267213,0.0019443571047481384,0.9647582720610397,0.6848913783636574,0.5534310823490345,0.5437881812878382,0.9945509832403577,0.45075681693971137,0.7991238523167913
23542,0.7200803859418404,0.9482834619411465,0.10419099087004133,0.12932709575244755,0.9583357711355841,0.8509120137640848,0.8216077636514677,0.23100373222635587,0.8936244958135791,0.5202360163533664,0.22373357116431172,0.9902823270259168
4199,0.8693091232012282,0.3068834777429586,0.06499450229821697,0.581713801953542,0.5462533218261755,0.8871675895423158,0.26494895180363665,0.371411954620956,0.2124286481917927,0.40887312070157095,0.05467218504132551,0.7217678828201908
12686,0.944822297684687,0.4403668313980398,0.3633567976514977,0.9743791848480449,0.02859074318370297,0.1834288805495768,0.9294035226191985,0.4686353077558633,0.031162040261969167,0.04899455502072051,0.9810458105950226,0.4442559011446092
6307,0.8314276775794714,0.8258827070264897,0.23536813172700444,0.13710878051743042,0.6618968770007585,0.12630195654016063,0.3216429865007615,0.8012633176296592,0.9591129265410288,0.993187264620705,0.8387862756853197,0.7671198572678106
14902,0.7241919112092181,0.4266900640556179,0.11710368581835537,0.6405199947251344,0.39597670891373626,0.04399595384494695,0.07147884227073581,0.8623935577848852,0.04409159238127038,0.23885935300747266,0.036682637232518786,0.955215306229601
42855,0.613959183233664,0.770260378016322,0.6990594096396102,0.5336777700154254,0.03996971368644812,0.5944497176424638,0.5462347661258151,0.13120115856774675,0.644471135650186,0.008849309472332312,0.9953308143622358,0.09179055375771185
28724,0.3257527075542272,0.9678827458871332,0.28141158983252723,0.7765191129075633,0.5565664571031116,0.20654279296573425,0.032590081343268754,0.720251469398076,0.885559877121938,0.8439262635116916,0.9426817253444967,0.40426001280615104
14143,0.39053716657505827,0.42932805469863683,0.12573949360614217,0.700723062570841,0.7313097111998877,0.871695109888934,0.22205692699671467,0.01920800676615059,0.3043352456928095,0.986863548926253,0.10182167953856758,0.13486154320441915
26439,0.4611353887725936,0.8333840056366633,0.6072333206849276,0.8359411523098025,0.2659130945300762,0.9991542500692417,0.12023850877326701,0.20825345618062632,0.9754508399748236,0.2395359574124178,0.7660704821989059,0.863680910433311
4163,0.9902439056088064,0.7946936775382518,0.16237956635825224,0.2917753404286918,0.18200288701280146,0.45685219469609284,0.3765692412684295,0.9125773494433542,0.23655226358765377,0.32725655266779036,0.3724408594969822,0.05728203418144467
21943,0.8800325530449844,0.22141441945368884,0.30965146094854074,0.9724949635927825,0.5997122324023094,0.8032481234293632,0.979285336008806,0.9380121558717369,0.15012243405357992,0.11810988310976317,0.9370418164916581,0.9116202397293609
44807,0.7715787455908164,0.0039954568709037385,0.28981920067073275,0.48644821547093914,0.1543812013947964,0.8090669095201231,0.011141096344606825,0.18734932874435017,0.1144552396690465,0.8340534337148074,0.1540270853564016,0.18475238115018097
41992,0.7683250241968307,0.9789550213229077,0.07787597578063192,0.8313225972335012,0.7548464746019172,0.9632330619074464,0.031687696825716795,0.3389811409284118,0.3737274565338347,0.018952924235316918,0.8962366817512819,0.9595196928036729
19081,0.952565363785786,0.5940095010800395,0.1109021686407164,0.9864248734404112,0.14827535316872492,0.23010420301491488,0.9098612498372202,0.09680829447052082,0.6731403210625255,0.39616150847403203,0.31952633244010203,0.43371112153532704
16168,0.16181158101572313,0.7733522888521704,0.07165421091051297,0.1292588058234347,0.9697568372826609,0.014500501161667448,0.6776678539775816,0.01771416866959148,0.3281765675061368,0.5955737646147983,0.9862226508894971,0.03169371224687359
39253,0.9782928505868945,0.01083034495239975,0.011940845050313528,0.4572759027562317,0.3919277418073817,0.07455907948319063,0.9134701174243511,0.13064826865626783,0.4048307407358517,0.24338644563291648,0.9631727444000276,0.6680123168407718
4341,0.3731814653245434,0.9959456521553699,0.06397810644887057,0.3913098591238591,0.9694455339538672,0.7341616190107564,0.01189390378572153,0.7693076664299936,0.12314037550013279,0.48959319488948344,0.9086536725110501,0.04674758476254958
9205,0.9251719751173437,0.6488994219327876,0.27061564217255885,0.7840694909117845,0.6014346480583636,0.9444848052722821,0.9771141397706208,0.20089894059295899,0.9421138214889291,0.07595890883474614,0.08906424760391589,0.757343048226853
22446,0.205570576946614,0.1644282125732015,0.6930036536532891,0.23880196723213098,0.1737000659822254,0.6026519491965671,0.5536761618435381,0.8649374937368712,0.959571743674144,0.206581322922999,0.9763428107570012,0.7022563648338119
38439,0.054963449227694444,0.18288926457780405,0.1981932640382879,0.4632510508387032,0.5904642689481365,0.3662006924576434,0.5816327004085197,0.010713395019855554,0.4063196460205427,0.6994413672270298,0.3206619868735918,0.24866559729842147
32625,0.3041313385421033,0.5851562464864353,0.44142315868710047,0.7040347885331928,0.34242193640821483,0.7763061547399442,0.014244718303390826,0.7904144468679185,0.8387697295970439,0.42056076424842614,0.18769680324852872,0.2532272421370254
34215,0.9968757851800145,0.044797973183165286,0.028089141166407445,0.8335953539309547,0.26030266538323554,0.9123234489021469,0.35270327360904674,0.7090025135782786,0.5239845534796265,0.9890710268748996,0.2572567760379711,0.04164184739605983
32368,0.8592517332542152,0.7258044154979482,0.3392000480241727,0.6380874495851206,0.2934421119782196,0.3528236966543691,0.7286811666891598,0.3589026343084789,0.09213683561884421,0.8854300651707956,0.09245897122666488,0.04383091641457514
36423,0.8316062080656873,0.695870019955849,0.17100034696041133,0.06842638015319084,0.7976375855070811,0.8258153451987991,0.6829160913371591,0.6970718336918064,0.031784492272323564,0.6638695289171423,0.8735339754812709,0.1307739950897874
3626,0.6423094890732012,0.465994336754172,0.08102725673382735,0.3245389604061283,0.8637352283751144,0.32119810994562403,0.9255025046662708,0.1299452639104663,0.5667253939325342,0.9617117445293776,0.14605805852537257,0.03584911033376185
8944,0.8896122748509178,0.9704566270920774,0.26701149988602957,0.9460296720372687,0.36227027515239857,0.8808874816849248,0.8975974539597636,0.013642667034618807,0.5963511637334715,0.02040602150143052,0.8115905159546877,0.08828760065663911
33031,0.6957029080748968,0.6393156742304489,0.6009821974491651,0.014823475723047964,0.19377560680499792,0.7930907000416194,0.01063609953636917,0.5498938805941104,0.2778314814069047,0.3858186649105234,0.33492325110330845,0.7649728038184614
16093,0.47399052232667466,0.9404695567323291,0.40981246106427677,0.049198660710243175,0.23142537680305178,0.04655906418032349,0.18641095352514134,0.41744039317773574,0.8836556123181405,0.24877889946475712,0.04387686283543635,0.5322693859473375
21927,0.46971392210965507,0.8918756970077557,0.5630382166986015,0.09493359337469391,0.7329216122337825,0.9218056678638301,0.9827608673257355,0.02877028489233916,0.1969353704693946,0.3221560030807981,0.7873394261024779,0.4743689652482176
23194,0.4834896564068137,0.06584173048861038,0.8266414421553687,0.13232776314155464,0.030680943399557677,0.38029662244437434,0.9181193343484274,0.7301148843514801,0.5592606822841415,0.05400492562784912,0.6321725936607301,0.35640646145111265
