,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,mapd_liq_density,mapd_vap_density,mapd_Pvap,mapd_Hvap,mapd_Tc,mapd_rhoc
2,0.3164506131665465,0.381408533727965,0.3177687214203246,0.2749562734722052,0.2467937485323241,0.4129221416534516,0.4870761430098943,0.1405980035865076,0.2341603586187758,0.0315397501900984,1.0304333539494457,3.5102392215591407,4.802432061789783,1.3651419790654995,0.6633926369361478,1.0698969639310032
5,0.3235624223941789,0.310626566480376,0.3082549035744318,0.2888778869965011,0.2068722109703848,0.492256224943735,0.4035426410711496,0.3142038150284856,0.2393058621314147,0.0725597886212007,0.6259929116257795,2.1372317386001023,0.7366297028010051,4.480039895533518,0.6633926369361478,1.0698969639310032
6,0.3358801262583634,0.3385396256990011,0.3433431663185175,0.2540573186565647,0.1801589892410119,0.3651886217650842,0.3900387655908672,0.3158759278209641,0.1703388264016664,0.0755839905850816,0.23050401591794642,1.8383627830614944,2.5294465991531583,1.9573218226173854,0.6633926369361478,1.0698969639310032
9,0.3522548884672536,0.3532669953592819,0.3403552809728404,0.2581848613713036,0.2038844100073232,0.408037567245074,0.4706997435009292,0.2014508883976174,0.1771075245777896,0.026826190324302,0.7134694438325364,2.2238235480038613,2.9745610948818917,1.5880566767454474,0.6633926369361478,1.0698969639310032
20,0.388559405120622,0.3107508003171211,0.3272518968694273,0.2604527381763095,0.2027641561962345,0.1953122233087501,0.3937125884586336,0.3140230714454425,0.2731097605149528,0.0556385665786648,0.7787746411040164,4.901226711499625,2.7039522790861397,3.566234813483525,0.6633926369361478,1.0698969639310032
22,0.392256954657981,0.3776635307038172,0.2908065559421526,0.2897066389954494,0.1734503115872113,0.1974567334397143,0.444020449916516,0.1427639440846325,0.2340422397175678,0.0357359681135774,1.5735080202847473,3.4013235037846514,1.1661063137031336,2.2472390891431595,0.6633926369361478,1.0698969639310032
23,0.3960778907705534,0.3556401402371869,0.3236175621925001,0.2530706363644656,0.2560462783524704,0.383821019815687,0.1697087283817472,0.163135516638742,0.3055743845138857,0.0532653871871492,1.046127300797713,2.606736922822766,3.7605459874420015,1.2668751680538244,0.6633926369361478,1.0698969639310032
24,0.3988864849957558,0.3440267741253507,0.2523610590293179,0.30189828107544,0.2582894734272738,0.2070650512168987,0.457466333610652,0.2200183069357364,0.240554226115309,0.0420070395975298,1.0908705697077106,2.4948226217328338,3.277562248453099,1.3803238144528658,0.6633926369361478,1.0698969639310032
