,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1
0,0.2653108659391513,0.20877985199882443,0.0,0.3295238656238585,0.5131383810129855,0.049293675778304,0.0,0.6644432419840977
1,0.2572148767854348,0.2520275324516279,0.0,0.3089200075755568,0.4885031048405715,0.029144547954432568,0.0,0.7437300774855574
2,0.3410844212615216,0.24294052071468697,0.0,0.3224863927491529,0.5730940677368177,0.07811347216652527,0.0,0.6346013215773223
3,0.27176672136921315,0.20750985761403926,0.0,0.3156421594458102,0.08580676856398627,0.04507670757196265,0.0,1.0390546579524247
4,0.3023544320912335,0.17419323984256124,0.0,0.33454634129110417,0.20258826297365154,0.04710687713110789,0.0,1.051725396884889
5,0.38698572881031534,0.16002865353910026,0.0,0.31048699641717775,0.19737783949403748,0.03351512348931504,0.0,1.0342447755456285
6,0.3973989633961184,0.1957760928143349,0.0,0.3126812145143297,0.5402209622088321,0.07698586042162958,0.0,0.9183278566903585
7,0.3338582735263373,0.1969269793121598,0.0,0.3222292508841817,0.19631907925341105,0.017530562899294385,0.0,0.7532326716612463
8,0.20416762140009193,0.2438689952379759,0.0,0.28961148064878267,0.10020142058620242,0.04302101568498978,0.0,1.0945294583887863
9,0.2901216275949013,0.26168390124203944,0.0,0.2898916689349392,0.1611431747757977,0.06157278269547127,0.0,0.7733111281601776
10,0.396579783077907,0.16157059503440116,0.0,0.3055484119935576,0.3574250122732171,0.025788829392197926,0.0,0.9672695555519355
11,0.2341117766662888,0.18688867584052266,0.0,0.3386033545022974,0.6040039943449022,0.07932366783344157,0.0,1.0300195939300352
12,0.38186899362249216,0.1881217018606673,0.0,0.32015821202584893,0.493618391865787,0.047122666743991556,0.0,1.0803173544081521
13,0.2349007995038536,0.23947461085783442,0.0,0.3135876909962904,0.6141780127155992,0.039917324333548686,0.0,0.922127262694785
14,0.21988109894507593,0.16214813979694578,0.0,0.3394834896324487,0.34604489109176967,0.0792542961648662,0.0,0.8673084273172628
15,0.25266216646012923,0.1514451900752932,0.0,0.34735377804656853,0.4427005887865777,0.025909210260743217,0.0,1.113965717165511
16,0.394132367178895,0.2541157719244544,0.0,0.2990078648641388,0.47950480615832847,0.0509512952052715,0.0,0.7048401523586539
17,0.37317628837453776,0.1567753466698341,0.0,0.32916618991561575,0.59585772536843,0.06336351248885735,0.0,0.8424715578646427
18,0.37319665140815195,0.18636934871091018,0.0,0.3163199069781441,0.2680024084510972,0.038363020891760705,0.0,0.6260537724796564
19,0.3339669760753342,0.23812249766401017,0.0,0.3068236956286319,0.15648104942800545,0.06735238389575258,0.0,0.8214608833597928
20,0.30883574663370345,0.28695575640366056,0.0,0.28341973375625185,0.34317411763459194,0.04766173302959011,0.0,1.007711017946914
21,0.2552630519873802,0.2676394809270083,0.0,0.28660754007443234,0.31460502691996534,0.07528180755615137,0.0,0.886315373303068
22,0.20399489304712093,0.15588459773360197,0.0,0.3436572084730172,0.5379517145886181,0.06958553280989263,0.0,0.9074940173633292
23,0.383182234571219,0.2137394842634534,0.0,0.3238056603842437,0.6223116774324928,0.08248773464554228,0.0,1.0399971647731
24,0.38831611733485316,0.1600395520717175,0.0,0.3103334373307062,0.19567655595659234,0.06648808753801654,0.0,0.8595454916882399
