param_rank,sensitivity_score
sigma_H1,173.8905299249072
sigma_S1,128.96500942568173
sigma_C1,77.20528748058697
epsilon_C1,72.46747651334609
epsilon_S1,53.49885461842901
epsilon_H1,33.31631652762824
epsilon_O1,21.724070248266358
temperature,19.110605534694816
sigma_O1,6.444606703264659e-06
