,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2,mapd_liq_density,mapd_surf_tens
4,0.20544961383551338,0.3774300879766455,0.18925880538313938,0.15445530978843366,0.0,0.0,0.32967529649364014,0.33116348217792224,0.25929649566029683,0.3836879229671207,0.06474222887289618,0.04552507155886511,0.0,0.0,0.8834732611442112,0.8243688753304204,0.34413717701967633,1.7633503794489782
