split,kernel_surf_tens,mse_surf_tens,mapd_surf_tens
0,Matern52,3766.6111446596115,124.63941532872309
1,Matern52,631.4786112285867,30.707167600232292
2,Matern52,673.250195044356,33.71121886933713
3,Matern52,19419.816526327682,50.518859420136764
4,Matern52,3903.0959686517513,101.31241020164121
5,Matern52,137.1871700815352,17.040696239244756
6,Matern52,4735.2342625342135,95.77475098337256
7,Matern52,432.9132656228363,35.9657366435852
8,Matern52,2747.613756030013,62.98898029961648
9,Matern52,376.10351399688227,25.89295699413797
10,Matern52,341.85762968026563,28.60355538416064
11,Matern52,723.6021459395263,43.99819105894505
12,Matern52,11003.308465360446,205.99946307879904
13,Matern52,207.24346052658288,18.691961986955953
14,Matern52,197.8074533124772,19.845352844001088
15,Matern52,1298.6057900152061,82.6911842159827
16,Matern52,1561.8395819702105,48.76306005200205
17,Matern52,4064.493209303072,90.13718315666065
18,Matern52,295.8053507628075,16.96091303081722
19,Matern52,19372.118769939334,44.06876525108516
20,Matern52,13583.121137211629,111.91762798374974
21,Matern52,27.959718052905252,5.770581624183473
22,Matern52,5601.704017134718,64.16570515632205
23,Matern52,10237.316078737735,108.79568771080446
24,Matern52,3810.8764543638185,35.45896030740956
