,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2,temperature,liq_density,liq_density_unc,surf_tens,surf_tens_unc
0,0.20099547517203278,0.2645479002527556,0.22687607603725196,0.2236039889255123,0.0,0.0,0.3093273084200879,0.3303178915489515,0.34619484865986705,0.3760435560817636,0.07550074241019167,0.0778848858949319,0.0,0.0,0.6488297322576612,0.6633860150913794,293.15,1267.7095556308727,1.1944434916831057,46.537650000000006,1.2449899597988734
1,0.20099547517203278,0.2645479002527556,0.22687607603725196,0.2236039889255123,0.0,0.0,0.3093273084200879,0.3303178915489515,0.34619484865986705,0.3760435560817636,0.07550074241019167,0.0778848858949319,0.0,0.0,0.6488297322576612,0.6633860150913794,303.15,1272.6031178348974,0.31154419656873833,49.1146,0.6892024376045112
2,0.20099547517203278,0.2645479002527556,0.22687607603725196,0.2236039889255123,0.0,0.0,0.3093273084200879,0.3303178915489515,0.34619484865986705,0.3760435560817636,0.07550074241019167,0.0778848858949319,0.0,0.0,0.6488297322576612,0.6633860150913794,313.15,1262.2841393227866,0.819912843338174,57.7625,0.7582875444051551
3,0.20099547517203278,0.2645479002527556,0.22687607603725196,0.2236039889255123,0.0,0.0,0.3093273084200879,0.3303178915489515,0.34619484865986705,0.3760435560817636,0.07550074241019167,0.0778848858949319,0.0,0.0,0.6488297322576612,0.6633860150913794,323.15,1251.8708795778564,0.8957052659468844,43.18365,0.4821825380496478
4,0.20099547517203278,0.2645479002527556,0.22687607603725196,0.2236039889255123,0.0,0.0,0.3093273084200879,0.3303178915489515,0.34619484865986705,0.3760435560817636,0.07550074241019167,0.0778848858949319,0.0,0.0,0.6488297322576612,0.6633860150913794,333.15,1241.6231911532261,1.2075908484993654,45.552800000000005,0.48476798574163293
5,0.2028206349713628,0.366318924481158,0.15413398705011702,0.2802158050593171,0.0,0.0,0.32372694106171473,0.35661809646231857,0.16044020241886567,0.6215635872467794,0.05253139504088944,0.0397738733210912,0.0,0.0,1.055120100410362,1.0482023599977937,293.15,1264.590203518202,0.2205832584381913,74.366,0.3640054944640259
6,0.2028206349713628,0.366318924481158,0.15413398705011702,0.2802158050593171,0.0,0.0,0.32372694106171473,0.35661809646231857,0.16044020241886567,0.6215635872467794,0.05253139504088944,0.0397738733210912,0.0,0.0,1.055120100410362,1.0482023599977937,303.15,1255.5561522461328,0.13474167525862452,72.981,0.2598076211353316
7,0.2028206349713628,0.366318924481158,0.15413398705011702,0.2802158050593171,0.0,0.0,0.32372694106171473,0.35661809646231857,0.16044020241886567,0.6215635872467794,0.05253139504088944,0.0397738733210912,0.0,0.0,1.055120100410362,1.0482023599977937,313.15,1246.675933142368,0.05244867109873763,70.5245,0.32403703492039304
8,0.2028206349713628,0.366318924481158,0.15413398705011702,0.2802158050593171,0.0,0.0,0.32372694106171473,0.35661809646231857,0.16044020241886567,0.6215635872467794,0.05253139504088944,0.0397738733210912,0.0,0.0,1.055120100410362,1.0482023599977937,323.15,1238.682887782387,0.21998968798242355,69.5745,0.25
9,0.2028206349713628,0.366318924481158,0.15413398705011702,0.2802158050593171,0.0,0.0,0.32372694106171473,0.35661809646231857,0.16044020241886567,0.6215635872467794,0.05253139504088944,0.0397738733210912,0.0,0.0,1.055120100410362,1.0482023599977937,333.15,1229.4180114087178,0.2390475242407981,66.3,0.21213203435596426
10,0.2036143501117294,0.36304161307296245,0.15172420275183993,0.29581131629394075,0.0,0.0,0.3007906109176383,0.39541074744197113,0.5251638443396338,0.22378639682071974,0.02824169861092253,0.02157549701745631,0.0,0.0,0.9263632245207243,0.95665059700667,293.15,1252.2367810688224,1.6730055432718967,61.67400000000001,0.651920240520265
11,0.2036143501117294,0.36304161307296245,0.15172420275183993,0.29581131629394075,0.0,0.0,0.3007906109176383,0.39541074744197113,0.5251638443396338,0.22378639682071974,0.02824169861092253,0.02157549701745631,0.0,0.0,0.9263632245207243,0.95665059700667,303.15,1251.7347776709628,2.2218432812066884,55.5,0.8803408430829505
12,0.2036143501117294,0.36304161307296245,0.15172420275183993,0.29581131629394075,0.0,0.0,0.3007906109176383,0.39541074744197113,0.5251638443396338,0.22378639682071974,0.02824169861092253,0.02157549701745631,0.0,0.0,0.9263632245207243,0.95665059700667,313.15,1246.0745718802323,1.5349465861666385,41.1317,0.8366600265340756
13,0.2036143501117294,0.36304161307296245,0.15172420275183993,0.29581131629394075,0.0,0.0,0.3007906109176383,0.39541074744197113,0.5251638443396338,0.22378639682071974,0.02824169861092253,0.02157549701745631,0.0,0.0,0.9263632245207243,0.95665059700667,323.15,1248.233862851344,0.8660913426869893,49.9639,0.651920240520265
14,0.2036143501117294,0.36304161307296245,0.15172420275183993,0.29581131629394075,0.0,0.0,0.3007906109176383,0.39541074744197113,0.5251638443396338,0.22378639682071974,0.02824169861092253,0.02157549701745631,0.0,0.0,0.9263632245207243,0.95665059700667,333.15,1237.3184124787585,0.37271072464703753,65.283,0.42720018726587655
15,0.20509246509635246,0.29214873033816235,0.22665122229561752,0.19438135159416142,0.0,0.0,0.29224766479520536,0.368955529921861,0.578988379782567,0.3755127417442879,0.05888569795173698,0.08267981770958255,0.0,0.0,0.9195229287174209,0.949827013728783,293.15,1207.1870084973823,2.0666790250343494,320.0865,0.9617692030835672
16,0.20509246509635246,0.29214873033816235,0.22665122229561752,0.19438135159416142,0.0,0.0,0.29224766479520536,0.368955529921861,0.578988379782567,0.3755127417442879,0.05888569795173698,0.08267981770958255,0.0,0.0,0.9195229287174209,0.949827013728783,303.15,1232.3078516640219,1.738821653735892,253.34550000000002,0.9082951062292475
17,0.20509246509635246,0.29214873033816235,0.22665122229561752,0.19438135159416142,0.0,0.0,0.29224766479520536,0.368955529921861,0.578988379782567,0.3755127417442879,0.05888569795173698,0.08267981770958255,0.0,0.0,0.9195229287174209,0.949827013728783,313.15,1238.020452805206,1.0551158330263297,144.4045,1.3509256086106296
18,0.20509246509635246,0.29214873033816235,0.22665122229561752,0.19438135159416142,0.0,0.0,0.29224766479520536,0.368955529921861,0.578988379782567,0.3755127417442879,0.05888569795173698,0.08267981770958255,0.0,0.0,0.9195229287174209,0.949827013728783,323.15,1234.329171993312,1.3978505920321391,97.412,0.724568837309472
