,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_O1,sigma_N1,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_N1,temperature,liq_density,liq_density_unc,surf_tens,surf_tens_unc,iter
0,0.20249470539447745,0.3966999795292917,0.20724445242162065,0.28689681737809036,0.3597293983391757,0.3001988821896483,0.5701514673058259,0.5511936806397577,0.017613681632297404,0.043422239091076675,0.7133530058772511,0.6882801295707502,308.15,955.4218249467791,0.26592012156788003,26.140800000000002,0.19364916731037085,1
1,0.20249470539447745,0.3966999795292917,0.20724445242162065,0.28689681737809036,0.3597293983391757,0.3001988821896483,0.5701514673058259,0.5511936806397577,0.017613681632297404,0.043422239091076675,0.7133530058772511,0.6882801295707502,313.15,947.5914799851544,0.14149085761415076,25.078100000000003,0.21213203435596426,1
2,0.20249470539447745,0.3966999795292917,0.20724445242162065,0.28689681737809036,0.3597293983391757,0.3001988821896483,0.5701514673058259,0.5511936806397577,0.017613681632297404,0.043422239091076675,0.7133530058772511,0.6882801295707502,318.15,940.6184774869349,0.4209131526041029,26.403350000000003,0.23979157616563596,1
3,0.20249470539447745,0.3966999795292917,0.20724445242162065,0.28689681737809036,0.3597293983391757,0.3001988821896483,0.5701514673058259,0.5511936806397577,0.017613681632297404,0.043422239091076675,0.7133530058772511,0.6882801295707502,323.15,933.9188274397272,0.2897568107950984,23.5804,0.25495097567963926,1
4,0.20249470539447745,0.3966999795292917,0.20724445242162065,0.28689681737809036,0.3597293983391757,0.3001988821896483,0.5701514673058259,0.5511936806397577,0.017613681632297404,0.043422239091076675,0.7133530058772511,0.6882801295707502,328.15,926.4818165263191,0.3683274737913224,23.68795,0.229128784747792,1
5,0.21673197478246048,0.33875046991053304,0.22218293234294514,0.2330082196061779,0.3146868209377529,0.39435628830865305,0.5550239464971062,0.25106892740490416,0.07984718172854176,0.01921633998230099,0.9583870310854021,0.39584853111599905,308.15,943.8798117715804,0.18559183835671927,25.05255,0.23979157616563596,1
6,0.21673197478246048,0.33875046991053304,0.22218293234294514,0.2330082196061779,0.3146868209377529,0.39435628830865305,0.5550239464971062,0.25106892740490416,0.07984718172854176,0.01921633998230099,0.9583870310854021,0.39584853111599905,313.15,936.50251086089,0.38298853492886814,23.59885,0.21213203435596426,1
7,0.21673197478246048,0.33875046991053304,0.22218293234294514,0.2330082196061779,0.3146868209377529,0.39435628830865305,0.5550239464971062,0.25106892740490416,0.07984718172854176,0.01921633998230099,0.9583870310854021,0.39584853111599905,318.15,928.9609411606451,0.4429221608066553,23.4832,0.2,1
8,0.21673197478246048,0.33875046991053304,0.22218293234294514,0.2330082196061779,0.3146868209377529,0.39435628830865305,0.5550239464971062,0.25106892740490416,0.07984718172854176,0.01921633998230099,0.9583870310854021,0.39584853111599905,323.15,922.2723103629642,0.1900637268068417,23.47565,0.18027756377319948,1
9,0.21673197478246048,0.33875046991053304,0.22218293234294514,0.2330082196061779,0.3146868209377529,0.39435628830865305,0.5550239464971062,0.25106892740490416,0.07984718172854176,0.01921633998230099,0.9583870310854021,0.39584853111599905,328.15,914.9062914385028,0.21779384096379129,23.336000000000002,0.19364916731037085,1
