,sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1,temperature,liq_density,liq_density_unc
0,0.2001904923145545,0.23708011416846497,0.2830636494794281,0.44623574512615943,0.6042509755100754,0.05805927773780342,0.8647647962346969,1.2301733285162904,313.15,1046.5505054814012,0.4687881050862539
1,0.2001904923145545,0.23708011416846497,0.2830636494794281,0.44623574512615943,0.6042509755100754,0.05805927773780342,0.8647647962346969,1.2301733285162904,318.15,1040.5549889907318,0.44420148158384803
2,0.2001904923145545,0.23708011416846497,0.2830636494794281,0.44623574512615943,0.6042509755100754,0.05805927773780342,0.8647647962346969,1.2301733285162904,323.15,1034.3770396382463,0.03630073855136162
3,0.2001904923145545,0.23708011416846497,0.2830636494794281,0.44623574512615943,0.6042509755100754,0.05805927773780342,0.8647647962346969,1.2301733285162904,328.15,1029.53612339244,0.577811875770014
4,0.2001904923145545,0.23708011416846497,0.2830636494794281,0.44623574512615943,0.6042509755100754,0.05805927773780342,0.8647647962346969,1.2301733285162904,333.15,1023.986377372879,0.44403527875270254
5,0.20030899958357481,0.17049338304894035,0.3912617916020721,0.4106310062490326,0.2046462939273485,0.04743321452847539,0.6373846622668375,0.9115049007530933,313.15,1063.9134407272247,0.9748549371015081
6,0.20030899958357481,0.17049338304894035,0.3912617916020721,0.4106310062490326,0.2046462939273485,0.04743321452847539,0.6373846622668375,0.9115049007530933,318.15,1057.0813676238488,0.7349503043333482
7,0.20030899958357481,0.17049338304894035,0.3912617916020721,0.4106310062490326,0.2046462939273485,0.04743321452847539,0.6373846622668375,0.9115049007530933,323.15,1049.0854646178639,0.3939032416773547
8,0.20030899958357481,0.17049338304894035,0.3912617916020721,0.4106310062490326,0.2046462939273485,0.04743321452847539,0.6373846622668375,0.9115049007530933,328.15,1041.0262931692557,0.33584397853475234
9,0.20030899958357481,0.17049338304894035,0.3912617916020721,0.4106310062490326,0.2046462939273485,0.04743321452847539,0.6373846622668375,0.9115049007530933,333.15,1034.7116561578493,0.4425452794397134
10,0.20058299274821656,0.2047299545741381,0.3306253826667298,0.445477268344778,0.4605240980142641,0.023127010620432004,0.6976360098837182,1.1292527220592434,313.15,1105.7983541446702,0.26068623290145615
11,0.20058299274821656,0.2047299545741381,0.3306253826667298,0.445477268344778,0.4605240980142641,0.023127010620432004,0.6976360098837182,1.1292527220592434,318.15,1099.3707690263739,0.5973227142271038
12,0.20058299274821656,0.2047299545741381,0.3306253826667298,0.445477268344778,0.4605240980142641,0.023127010620432004,0.6976360098837182,1.1292527220592434,323.15,1093.2461745282355,0.7983914921665056
13,0.20058299274821656,0.2047299545741381,0.3306253826667298,0.445477268344778,0.4605240980142641,0.023127010620432004,0.6976360098837182,1.1292527220592434,328.15,1086.6234518399672,0.17717632731677233
14,0.20058299274821656,0.2047299545741381,0.3306253826667298,0.445477268344778,0.4605240980142641,0.023127010620432004,0.6976360098837182,1.1292527220592434,333.15,1080.546445777158,0.4208907316645917
15,0.20060678539007018,0.19857245844671279,0.34236734087313603,0.38899444204328026,0.35496877029273044,0.07301935730689725,0.6814372450777834,0.7618733421583813,313.15,1088.708979738183,0.9511353779108013
16,0.20060678539007018,0.19857245844671279,0.34236734087313603,0.38899444204328026,0.35496877029273044,0.07301935730689725,0.6814372450777834,0.7618733421583813,318.15,1081.394415964083,0.5891117110966363
17,0.20060678539007018,0.19857245844671279,0.34236734087313603,0.38899444204328026,0.35496877029273044,0.07301935730689725,0.6814372450777834,0.7618733421583813,323.15,1071.2024248406105,0.8922449369182271
18,0.20060678539007018,0.19857245844671279,0.34236734087313603,0.38899444204328026,0.35496877029273044,0.07301935730689725,0.6814372450777834,0.7618733421583813,328.15,1061.540509650632,0.46812236275451824
19,0.20060678539007018,0.19857245844671279,0.34236734087313603,0.38899444204328026,0.35496877029273044,0.07301935730689725,0.6814372450777834,0.7618733421583813,333.15,1054.1929455512716,0.910597146379009
20,0.20180672120561396,0.20589255725512218,0.33768928899876643,0.2863727906277068,0.43374669564832086,0.08199284491775571,0.9363589477740369,0.8649666160984661,313.15,1106.206432710119,0.8472675946018831
21,0.20180672120561396,0.20589255725512218,0.33768928899876643,0.2863727906277068,0.43374669564832086,0.08199284491775571,0.9363589477740369,0.8649666160984661,318.15,1095.5233542813344,1.3183552567297485
22,0.20180672120561396,0.20589255725512218,0.33768928899876643,0.2863727906277068,0.43374669564832086,0.08199284491775571,0.9363589477740369,0.8649666160984661,323.15,1083.1742677196698,0.5572697290545657
23,0.20180672120561396,0.20589255725512218,0.33768928899876643,0.2863727906277068,0.43374669564832086,0.08199284491775571,0.9363589477740369,0.8649666160984661,328.15,1071.4147661248,1.418607832233948
24,0.20180672120561396,0.20589255725512218,0.33768928899876643,0.2863727906277068,0.43374669564832086,0.08199284491775571,0.9363589477740369,0.8649666160984661,333.15,1058.7440109405456,2.260375305391934
25,0.20253258547014708,0.16710814242097738,0.3881204332553825,0.41801162837790184,0.14588613688717894,0.020940944558644804,1.0205561196115638,0.7753912901134931,313.15,1094.6190265104894,0.4403679309600335
26,0.20253258547014708,0.16710814242097738,0.3881204332553825,0.41801162837790184,0.14588613688717894,0.020940944558644804,1.0205561196115638,0.7753912901134931,318.15,1087.2604683712452,0.7549974331256254
27,0.20253258547014708,0.16710814242097738,0.3881204332553825,0.41801162837790184,0.14588613688717894,0.020940944558644804,1.0205561196115638,0.7753912901134931,323.15,1080.662135829262,0.8485299314735756
28,0.20253258547014708,0.16710814242097738,0.3881204332553825,0.41801162837790184,0.14588613688717894,0.020940944558644804,1.0205561196115638,0.7753912901134931,328.15,1073.0313892509403,0.7436780778309565
29,0.20253258547014708,0.16710814242097738,0.3881204332553825,0.41801162837790184,0.14588613688717894,0.020940944558644804,1.0205561196115638,0.7753912901134931,333.15,1065.1976895277046,1.471634115442486
30,0.20261166972999567,0.22563735309087596,0.30444128518903807,0.3488259463448937,0.35161131136019724,0.05302346491557798,0.684884013261882,1.1943909853553563,313.15,1084.2580399480833,0.4892851875084166
31,0.20261166972999567,0.22563735309087596,0.30444128518903807,0.3488259463448937,0.35161131136019724,0.05302346491557798,0.684884013261882,1.1943909853553563,318.15,1073.624419470493,0.5996784003480656
32,0.20261166972999567,0.22563735309087596,0.30444128518903807,0.3488259463448937,0.35161131136019724,0.05302346491557798,0.684884013261882,1.1943909853553563,323.15,1063.1609345275563,0.3167963608400162
33,0.20261166972999567,0.22563735309087596,0.30444128518903807,0.3488259463448937,0.35161131136019724,0.05302346491557798,0.684884013261882,1.1943909853553563,328.15,1052.5855213334587,0.49487062286370914
34,0.20261166972999567,0.22563735309087596,0.30444128518903807,0.3488259463448937,0.35161131136019724,0.05302346491557798,0.684884013261882,1.1943909853553563,333.15,1041.0932585705953,0.5800096923234154
35,0.20303360451981245,0.2052578405558662,0.3755877780343697,0.3015822370444518,0.6161364973580399,0.0433328921881039,0.7644188046445779,1.1738609732451615,313.15,1072.8437447042668,0.7671894643180451
36,0.20303360451981245,0.2052578405558662,0.3755877780343697,0.3015822370444518,0.6161364973580399,0.0433328921881039,0.7644188046445779,1.1738609732451615,318.15,1062.0048092335333,0.688588223243542
37,0.20303360451981245,0.2052578405558662,0.3755877780343697,0.3015822370444518,0.6161364973580399,0.0433328921881039,0.7644188046445779,1.1738609732451615,323.15,1050.8590232608128,0.35640272431068565
38,0.20303360451981245,0.2052578405558662,0.3755877780343697,0.3015822370444518,0.6161364973580399,0.0433328921881039,0.7644188046445779,1.1738609732451615,328.15,1042.0407995005123,0.6104023512606008
39,0.20303360451981245,0.2052578405558662,0.3755877780343697,0.3015822370444518,0.6161364973580399,0.0433328921881039,0.7644188046445779,1.1738609732451615,333.15,1030.6100490711917,0.8749116171935923
40,0.20416013408708542,0.2408064504042155,0.2087509984700414,0.4206479006220278,0.5731629163044536,0.07476042208202612,0.6956317635866982,0.8295282751614437,313.15,1054.2742432323946,0.6339739107918425
41,0.20416013408708542,0.2408064504042155,0.2087509984700414,0.4206479006220278,0.5731629163044536,0.07476042208202612,0.6956317635866982,0.8295282751614437,318.15,1046.6154921332247,0.6831132984001206
42,0.20416013408708542,0.2408064504042155,0.2087509984700414,0.4206479006220278,0.5731629163044536,0.07476042208202612,0.6956317635866982,0.8295282751614437,323.15,1039.0589264294283,1.0638993937800454
43,0.20416013408708542,0.2408064504042155,0.2087509984700414,0.4206479006220278,0.5731629163044536,0.07476042208202612,0.6956317635866982,0.8295282751614437,328.15,1029.7080646501165,1.1110150684475268
44,0.20416013408708542,0.2408064504042155,0.2087509984700414,0.4206479006220278,0.5731629163044536,0.07476042208202612,0.6956317635866982,0.8295282751614437,333.15,1022.5593157512386,0.5215075000919095
45,0.20439711658821583,0.2314011531086867,0.24873691290795252,0.3144129610056726,0.22699256876742763,0.02606142293744778,1.0657403859135073,0.8590129851898924,313.15,1071.784083632172,1.129494525145111
46,0.20439711658821583,0.2314011531086867,0.24873691290795252,0.3144129610056726,0.22699256876742763,0.02606142293744778,1.0657403859135073,0.8590129851898924,318.15,1053.1967148199315,1.3263867812363612
47,0.20439711658821583,0.2314011531086867,0.24873691290795252,0.3144129610056726,0.22699256876742763,0.02606142293744778,1.0657403859135073,0.8590129851898924,323.15,1035.4254453980127,0.5424330498620896
48,0.20439711658821583,0.2314011531086867,0.24873691290795252,0.3144129610056726,0.22699256876742763,0.02606142293744778,1.0657403859135073,0.8590129851898924,328.15,1018.5322339325988,1.5989716194153398
49,0.20439711658821583,0.2314011531086867,0.24873691290795252,0.3144129610056726,0.22699256876742763,0.02606142293744778,1.0657403859135073,0.8590129851898924,333.15,999.4847105347314,1.286703256359955
50,0.20560633230789363,0.18029572637859465,0.39132622847195125,0.3188999500654306,0.08512217135884337,0.03870045243335585,1.0978938287453293,1.0764347804123124,313.15,1081.4915070592856,0.9893038803313854
51,0.20560633230789363,0.18029572637859465,0.39132622847195125,0.3188999500654306,0.08512217135884337,0.03870045243335585,1.0978938287453293,1.0764347804123124,318.15,1070.5874627687988,0.7890023205062879
52,0.20560633230789363,0.18029572637859465,0.39132622847195125,0.3188999500654306,0.08512217135884337,0.03870045243335585,1.0978938287453293,1.0764347804123124,323.15,1061.7157652808016,0.6088670841254917
53,0.20560633230789363,0.18029572637859465,0.39132622847195125,0.3188999500654306,0.08512217135884337,0.03870045243335585,1.0978938287453293,1.0764347804123124,328.15,1052.74525819555,1.2668184807887906
54,0.20560633230789363,0.18029572637859465,0.39132622847195125,0.3188999500654306,0.08512217135884337,0.03870045243335585,1.0978938287453293,1.0764347804123124,333.15,1041.8928332475602,0.7055249267466096
55,0.2060686203429397,0.2501089524834162,0.220248184072125,0.3251446999014626,0.4392705032202167,0.02059628690490061,0.9258592248771762,1.1994148235057163,313.15,1098.4853764548868,1.4191004630795663
56,0.2060686203429397,0.2501089524834162,0.220248184072125,0.3251446999014626,0.4392705032202167,0.02059628690490061,0.9258592248771762,1.1994148235057163,318.15,1085.1204787616205,0.9218653871949236
57,0.2060686203429397,0.2501089524834162,0.220248184072125,0.3251446999014626,0.4392705032202167,0.02059628690490061,0.9258592248771762,1.1994148235057163,323.15,1070.35118311074,2.6153767411382187
