sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1
3.8753494902581753,2.016848303268908,0.0,2.8943571579837646,51.9823331140642,5.3910940863385015,0.0,113.0228442045191
3.8155498985861054,2.4085795501538234,0.0,2.842494794899176,50.37256338733056,5.489119387718765,0.0,114.40135041135298
3.859013095133452,1.9556486713818213,0.0,2.9158917411111145,59.10334188153568,7.048811159158276,0.0,87.00263392932038
3.603967697384791,1.975266114845453,0.0,3.006352002477387,57.28592080353931,7.127019051624892,0.0,112.13672986732738
