,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1
94,0.6427091944800261,0.819817444850463,0.0,0.4820800813465702,0.807781350122869,0.6550469374015871,0.0,0.9681500442725048
168,0.8235123440278466,0.7320670441130197,0.0,0.5242720704855388,0.9895211274039956,0.29300617974063603,0.0,0.9979074699954127
198,0.859193967705753,0.2595601888019848,0.0,0.6026736920048095,0.8255420963699066,0.19924192518318104,0.0,0.9182840582841807
208,0.8725998303046627,0.7392463259729741,0.0,0.43296816700370294,0.7237776034265996,0.3800432759641878,0.0,0.9735393022715818
209,0.8744257119557013,0.18670560692840454,0.0,0.6146764563273304,0.9234145228716372,0.3546922079186539,0.0,0.8880519501060664
214,0.8779384828102986,0.5329226389814614,0.0,0.5534313768233938,0.7226840380445619,0.8204278879391631,0.0,0.46938223624990105
220,0.8826594618940757,0.012925154545679884,0.0,0.6217753738783837,0.9645767266021411,0.728995522739964,0.0,0.9240231345580087
223,0.886335603711322,0.2311879719901942,0.0,0.6154953534668597,0.9093544515174312,0.8014515218023293,0.0,0.7127837253972574
230,0.8990139926581585,0.21551921341668262,0.0,0.5668544526490809,0.8751685692928047,0.5289367775978088,0.0,0.5318144601709737
236,0.9058485608520288,0.5914917429991584,0.0,0.4539759181969662,0.589677489058477,0.5133326280260417,0.0,0.602177703351682
240,0.9127890402802035,0.5833818058484808,0.0,0.5019660761173658,0.707961727653109,0.7990405550196975,0.0,0.8408346535839734
242,0.9132294446522653,0.8599510327564929,0.0,0.3394141021702589,0.9751670219143678,0.18407315799684512,0.0,0.8658271394629379
251,0.9230143288035629,0.45202173758865705,0.0,0.4918043924896039,0.4867549351337497,0.6398351604830753,0.0,0.9986714012364235
252,0.9233822350639047,0.0024061605235372228,0.0,0.4751473626561291,0.9643096490095556,0.10961024981454877,0.0,0.40895095520333113
271,0.9411716154403775,0.4256492825379582,0.0,0.451640791978946,0.7846354126205615,0.46198193547272187,0.0,0.27259187276557134
274,0.9420246242476903,0.1368208779458957,0.0,0.555819574543401,0.836266293105924,0.9506453456007495,0.0,0.807622251463624
278,0.9434625683510299,0.10847311899630027,0.0,0.42832418452553966,0.8638556569262927,0.1453011644108768,0.0,0.4151709937338963
279,0.9438175688196286,0.18194140020388144,0.0,0.4653882419814522,0.4858492298612028,0.6597167245350697,0.0,0.6850617774086589
283,0.9474693060114879,0.3272122078339603,0.0,0.456832882208169,0.6658526580487869,0.4458941567835173,0.0,0.6483490330352177
295,0.9550843056258228,0.02367704905325859,0.0,0.5131824332109401,0.9931019033797783,0.8589150087094609,0.0,0.29949254354971483
297,0.956709608308232,0.49400681534372215,0.0,0.3929808214937057,0.670414614238941,0.24683977751904493,0.0,0.5051813343573517
302,0.9633834309564181,0.5832208428051805,0.0,0.347878562539964,0.5155696871427792,0.47765075635819715,0.0,0.9803846929369909
306,0.9709245476880972,0.3376290538517618,0.0,0.45794350287801533,0.7443210734327613,0.3704709755607882,0.0,0.9395751682886112
320,0.9881731538170218,0.05779495986698617,0.0,0.38700142036210433,0.6134049580698787,0.9670982162697159,0.0,0.24944931943117407
