frame,time_ps,n_selected_molecules,total_ke_J,avg temperature_K
224,2240.0,48637,2.936123134534878e-16,291.4962311943422
225,2250.0,48617,2.939609419323675e-16,291.9624048218334
226,2260.0,48582,2.957037273352437e-16,293.9049275550997
227,2270.0,48647,2.9599403456430745e-16,293.80038032807494
228,2280.0,48689,2.9586529713718633e-16,293.4192697712735
229,2290.0,48684,2.9643124727030174e-16,294.0107337128878
230,2300.0,48709,2.9592644627906273e-16,293.3594100085162
231,2310.0,48677,2.941414786796506e-16,291.7816159063615
232,2320.0,48619,2.949782256953381e-16,292.9607206490059
233,2330.0,48654,2.9438775064730612e-16,292.1639602392061
234,2340.0,48641,2.967216971480714e-16,294.55898027217194
235,2350.0,48666,2.971264143449783e-16,294.80922459723257
236,2360.0,48654,2.9626042120251105e-16,294.02248473429455
237,2370.0,48671,2.943546055285354e-16,292.02902879931827
238,2380.0,48725,2.9506315898139246e-16,292.40756091969547
239,2390.0,48757,2.9671946022693873e-16,293.85596624881174
240,2400.0,48734,2.9556125565131855e-16,292.847082853345
241,2410.0,48641,2.944971851351367e-16,292.35068207075585
242,2420.0,48693,2.957934801930462e-16,293.3239488051084
243,2430.0,48619,2.952731003082411e-16,293.2535784655227
244,2440.0,48560,2.9521205945501504e-16,293.54918212686675
245,2450.0,48605,2.975098343969785e-16,295.5601219036772
246,2460.0,48627,2.928604897205406e-16,290.8096177513024
247,2470.0,48626,2.9498478875714455e-16,292.92506445773336
248,2480.0,48700,2.9618678994480495e-16,293.6717572636182
249,2490.0,48720,2.9494631686895793e-16,292.3217675008798
250,2500.0,48671,2.968218232363605e-16,294.47675401754253
251,2510.0,48686,2.9360117865775244e-16,291.19181153961716
252,2520.0,48701,2.9731882521533303e-16,294.7881268554763
253,2530.0,48671,2.968543595210612e-16,294.50903324621237
254,2540.0,48725,2.957638413061297e-16,293.1019370331462
255,2550.0,48747,2.979620141816157e-16,295.14706321993293
256,2560.0,48770,2.952090783336253e-16,292.2822295725196
257,2570.0,48702,2.966753102275245e-16,294.14404950035674
258,2580.0,48600,2.9523267797169674e-16,293.3280633635813
259,2590.0,48537,2.961969900164501e-16,294.66813161490796
260,2600.0,48574,2.9505610689846823e-16,293.3095459632901
261,2610.0,48702,2.943783383535804e-16,291.86667559933284
262,2620.0,48710,2.9718069451341196e-16,294.59673007553675
263,2630.0,48729,2.951929106129378e-16,292.51213146360703
264,2640.0,48727,2.9651579727615707e-16,293.83506436695274
265,2650.0,48744,2.96501431048011e-16,293.71835481213236
266,2660.0,48670,2.9619576727796113e-16,293.8616819902875
267,2670.0,48618,2.9742999324596436e-16,295.40179517414293
268,2680.0,48562,2.9429595265968676e-16,292.6261834498842
269,2690.0,48642,2.93983587691988e-16,291.834828317463
270,2700.0,48619,2.963323140546842e-16,294.30554771426256
271,2710.0,48699,2.9485335548558006e-16,292.3556486905951
272,2720.0,48665,2.9431197483199e-16,292.0227345081114
273,2730.0,48657,2.9411483195320134e-16,291.87510617411306
274,2740.0,48688,2.9611594627745173e-16,293.6738783296149
275,2750.0,48662,2.9636743164013086e-16,294.0803322625381
276,2760.0,48664,2.965772596449163e-16,294.2764462896657
277,2770.0,48664,2.959814250525056e-16,293.68523411567446
278,2780.0,48711,2.9627062840850893e-16,293.68854760135616
279,2790.0,48651,2.960847530503985e-16,293.86626333038674
280,2800.0,48634,2.942531245916725e-16,292.1504442255905
281,2810.0,48624,2.94329815139803e-16,292.28668600541204
282,2820.0,48653,2.9582720384262985e-16,293.59857429479496
283,2830.0,48677,2.959332908351317e-16,293.55905256192534
284,2840.0,48728,2.9580378261790606e-16,293.1234712464531
285,2850.0,48649,2.9550287908804045e-16,293.30080654478496
286,2860.0,48642,2.959339672479924e-16,293.770952328157
287,2870.0,48642,2.9674510500543247e-16,294.5761613877605
288,2880.0,48705,2.9608691434438816e-16,293.5425919011245
289,2890.0,48659,2.9520298159199595e-16,292.94292825827387
290,2900.0,48666,2.9564740999466247e-16,293.341754508268
291,2910.0,48540,2.970481244376977e-16,295.49660859046855
292,2920.0,48541,2.9557424902528185e-16,294.0243740330521
293,2930.0,48578,2.9538684842905246e-16,293.6141509870833
294,2940.0,48660,2.9609930421663523e-16,293.8263502207184
295,2950.0,48763,2.956226669029041e-16,292.73373394456513
296,2960.0,48762,2.9759711980048147e-16,294.69493517811503
297,2970.0,48820,2.9717272971914585e-16,293.9250743584424
298,2980.0,48853,2.960142389302969e-16,292.58147297677203
299,2990.0,48757,2.955004796007267e-16,292.64874940674764
300,3000.0,48797,2.9564508025573375e-16,292.5519464317527
301,3010.0,48734,2.9710873499323073e-16,294.38035151555897
302,3020.0,48653,2.960992917900604e-16,293.8686124535943
303,3030.0,48651,2.957481894198242e-16,293.5322214877359
304,3040.0,48729,2.9709881014687284e-16,294.4007226695043
305,3050.0,48682,2.9533869804757214e-16,292.9391400249485
306,3060.0,48675,2.95106925249507e-16,292.7513451342408
307,3070.0,48706,2.9607555460093837e-16,293.5253031789053
308,3080.0,48700,2.965540546623671e-16,294.03590339926296
309,3090.0,48605,2.956843297845297e-16,293.74658062399243
310,3100.0,48618,2.956865454311412e-16,293.6702360644829
311,3110.0,48564,2.9513378630001766e-16,293.44717794501474
312,3120.0,48544,2.9414417010545603e-16,292.58371120891684
313,3130.0,48598,2.939654691999198e-16,292.08104944632294
314,3140.0,48602,2.954830696457355e-16,293.56475884847424
315,3150.0,48705,2.9530390696618855e-16,292.766313031174
316,3160.0,48637,2.946287286368487e-16,292.5053210100707
317,3170.0,48636,2.951652219520217e-16,293.0439729088017
318,3180.0,48699,2.9370535804242967e-16,291.21737594943994
319,3190.0,48782,3.0035582620200114e-16,297.30479732987646
320,3200.0,48620,2.9661499347679246e-16,294.58023479607584
321,3210.0,48620,2.9518922628276964e-16,293.1642482680292
322,3220.0,48654,2.941721479754326e-16,291.94998621917904
323,3230.0,48677,2.9642074985388926e-16,294.0426007538351
324,3240.0,48615,2.9701153321874866e-16,295.0043920637948
325,3250.0,48617,2.978176371355895e-16,295.79287971008085
326,3260.0,48651,2.9371000442343837e-16,291.5093081067081
327,3270.0,48694,2.9565835733801827e-16,293.1839329992827
328,3280.0,48623,2.956233812700759e-16,293.57731038002424
329,3290.0,48630,2.9322559194488375e-16,291.15420069986226
330,3300.0,48646,2.94480665523154e-16,292.3042357614901
331,3310.0,48587,2.965905051509614e-16,294.7559750750612
332,3320.0,48587,2.9494706725375734e-16,293.12270249400143
333,3330.0,48546,2.9438170522690243e-16,292.8079225778999
334,3340.0,48630,2.9681376549796223e-16,294.7170268361817
335,3350.0,48719,2.9603512639403226e-16,293.4069106760712
336,3360.0,48720,2.9583365589992133e-16,293.201210637032
337,3370.0,48755,2.954802548816539e-16,292.64072391614934
338,3380.0,48705,2.9691578822734176e-16,294.36434313758184
339,3390.0,48729,2.9635438647582107e-16,293.66305944351706
340,3400.0,48687,2.9649550921890164e-16,294.0563506221026
341,3410.0,48701,2.9676799635640713e-16,294.24198650454804
342,3420.0,48671,2.9448747764772425e-16,292.1608511496143
343,3430.0,48671,2.953105518744282e-16,292.9774225996261
344,3440.0,48703,2.9601259170407226e-16,293.48095929602664
345,3450.0,48632,2.953062136173789e-16,293.2080658049653
346,3460.0,48623,2.9441186659035354e-16,292.3741808453076
347,3470.0,48542,2.9358871746271285e-16,292.0432373922793
348,3480.0,48580,2.945005081797319e-16,292.72107831817914
349,3490.0,48548,2.9462151636630666e-16,293.0343792304704
350,3500.0,48604,2.9510290695814463e-16,293.1749999033705
351,3510.0,48755,2.942723200394021e-16,291.4443971875777
352,3520.0,48788,2.9419122712825653e-16,291.1670061172919
353,3530.0,48723,2.9534911245583145e-16,292.7029552717944
354,3540.0,48816,2.962318693228937e-16,293.01850423592117
355,3550.0,48732,2.945803120027998e-16,291.8871261104434
356,3560.0,48677,2.9414206187294142e-16,291.7821944207606
357,3570.0,48643,2.9548762279283777e-16,293.3218400377237
358,3580.0,48637,2.9552147636662825e-16,293.39163465127046
359,3590.0,48630,2.9648568750850915e-16,294.3912664407371
360,3600.0,48605,2.963554079118108e-16,294.4132608818337
361,3610.0,48644,2.93466563613061e-16,291.30960552763673
362,3620.0,48667,2.928941184826311e-16,290.6039636017835
363,3630.0,48687,2.9687654442511804e-16,294.43425119298723
364,3640.0,48645,2.9352390711262386e-16,291.360537906544
365,3650.0,48683,2.954969972698807e-16,293.0901325998911
366,3660.0,48635,2.9432093466186636e-16,292.2117613528267
367,3670.0,48642,2.9629326622408896e-16,294.1276251472997
368,3680.0,48575,2.942455871040523e-16,292.497802280941
369,3690.0,48591,2.924396524685727e-16,290.6068724044689
370,3700.0,48591,2.9360794668703977e-16,291.7678446803248
371,3710.0,48663,2.937167254547629e-16,291.44409271063427
372,3720.0,48723,2.951037955152899e-16,292.45983622912087
373,3730.0,48740,2.9604927883032446e-16,293.2945148219014
374,3740.0,48758,2.957908018527975e-16,292.9302619379545
375,3750.0,48768,2.967203292932462e-16,293.7905452456034
376,3760.0,48702,2.9589191349167854e-16,293.36733677670486
377,3770.0,48694,2.956865283369699e-16,293.2118682294705
378,3780.0,48574,2.940398263216833e-16,292.2992811777839
379,3790.0,48584,2.9553055171613277e-16,293.7207136326034
380,3800.0,48707,2.962518405890919e-16,293.69404078939385
381,3810.0,48685,2.9477995669491004e-16,292.36692137355897
382,3820.0,48619,2.959937890569592e-16,293.9693380599484
383,3830.0,48559,2.9458644272193277e-16,292.9331217776371
384,3840.0,48674,2.939877578077906e-16,291.647102748697
385,3850.0,48732,2.9631547891509417e-16,293.60642934530017
386,3860.0,48762,2.9597123580783033e-16,293.08490690182435
387,3870.0,48699,2.9509400467255907e-16,292.5942593350296
388,3880.0,48682,2.9597599661760964e-16,293.57126069277865
389,3890.0,48696,2.954670028740186e-16,292.9821464157493
390,3900.0,48715,2.9491911268129565e-16,292.32480588008883
391,3910.0,48702,2.951741375476179e-16,292.655684962275
392,3920.0,48807,2.946549122580006e-16,291.5123980700894
393,3930.0,48737,2.9666797781105965e-16,293.92554819250125
394,3940.0,48793,2.9764802294833384e-16,294.5580792835523
395,3950.0,48646,2.955324678724889e-16,293.3482645141022
396,3960.0,48660,2.968040357243018e-16,294.5256719814737
397,3970.0,48648,2.9417820134529056e-16,291.992002248204
398,3980.0,48600,2.9578006994111975e-16,293.8719239802134
399,3990.0,48632,2.965326384442413e-16,294.4257768952083
400,4000.0,48686,2.9577016561172977e-16,293.3429992263351
401,4010.0,48717,2.9593008742023496e-16,293.31484533036075
402,4020.0,48725,2.9627083681913526e-16,293.60436953562123
403,4030.0,48764,2.9700177483672647e-16,294.09333365514686
404,4040.0,48713,2.971512162754412e-16,294.5493671488681
405,4050.0,48696,2.968888690866517e-16,294.39205483476445
406,4060.0,48563,2.9511099334292834e-16,293.4305573848516
407,4070.0,48634,2.952407435611395e-16,293.13100584598374
408,4080.0,48637,2.943801169749122e-16,292.2585011078906
409,4090.0,48659,2.958478903151502e-16,293.58289960545085
410,4100.0,48645,2.953860162743259e-16,293.20892270194673
411,4110.0,48586,2.932922575163864e-16,291.48412763264787
412,4120.0,48640,2.936279620066581e-16,291.49378721204965
413,4130.0,48656,2.94601155949481e-16,292.3637354123327
414,4140.0,48652,2.9456410073813567e-16,292.35099574257026
415,4150.0,48684,2.97339524951539e-16,294.91159483982597
416,4160.0,48700,2.9529143112042417e-16,292.78400126549826
417,4170.0,48753,2.9637007999609086e-16,293.53403910160444
418,4180.0,48713,2.968785280299738e-16,294.27906655532485
419,4190.0,48666,2.9357249724053324e-16,291.2830233062635
420,4200.0,48739,2.9523036203261406e-16,292.4892191252747
421,4210.0,48701,2.9604598001840223e-16,293.5261157766001
422,4220.0,48672,2.9637748864464753e-16,294.0298887616615
423,4230.0,48705,2.9340161543743417e-16,290.88036819927026
424,4240.0,48642,2.944534258467807e-16,292.3012323719118
425,4250.0,48702,2.947807051369077e-16,292.2656093526727
426,4260.0,48739,2.965679453955844e-16,293.81438334841425
427,4270.0,48717,2.937465475595498e-16,291.1506022076259
428,4280.0,48707,2.9581471312542634e-16,293.2606874273061
429,4290.0,48676,2.9526257795063464e-16,292.89973793880426
430,4300.0,48627,2.945177370392682e-16,292.45525953704976
431,4310.0,48685,2.957972568584081e-16,293.37589403319805
432,4320.0,48730,2.9524728273255916e-16,292.5600059884846
433,4330.0,48756,2.9512958488356497e-16,292.28742879136405
434,4340.0,48712,2.970763306286288e-16,294.48118242684694
435,4350.0,48653,2.9480912443717265e-16,292.58816464321967
436,4360.0,48643,2.948200227798447e-16,292.65913321308756
437,4370.0,48682,2.960607836333406e-16,293.65535883378664
438,4380.0,48680,2.9513432562089944e-16,292.7484550456723
439,4390.0,48656,2.9607184781251367e-16,293.8232577462861
440,4400.0,48680,2.950259699136081e-16,292.64097528763955
441,4410.0,48746,2.945089916538629e-16,291.7326472267914
442,4420.0,48659,2.94688660623824e-16,292.43254489538094
443,4430.0,48687,2.972498185103548e-16,294.80445449075614
444,4440.0,48646,2.963125285989847e-16,294.1225600153054
445,4450.0,48625,2.943457575146215e-16,292.29650635130605
446,4460.0,48666,2.9615439740452085e-16,293.84478809251
447,4470.0,48651,2.9551428220766315e-16,293.3000668843811
448,4480.0,48701,2.947408321617763e-16,292.2320769896329
449,4490.0,48646,2.972410351640769e-16,295.044204230645
450,4500.0,48664,2.9547527269092217e-16,293.1830084277501
451,4510.0,48692,2.9401607949057686e-16,291.56737520084033
452,4520.0,48641,2.949658259746665e-16,292.8159071255212
453,4530.0,48643,2.952401939106252e-16,293.07622469071487
454,4540.0,48622,2.9289166262837213e-16,290.8704806892915
455,4550.0,48648,2.967124318719664e-16,294.5073995218927
456,4560.0,48690,2.9636486412236967e-16,293.90867020312186
457,4570.0,48655,2.948950510127183e-16,292.66141332664773
458,4580.0,48769,2.98179122024229e-16,295.22888027506
459,4590.0,48672,2.9584696843801485e-16,293.5035707944793
460,4600.0,48729,2.96285243564642e-16,293.59454445010954
461,4610.0,48695,2.9572728652975445e-16,293.2462630829313
462,4620.0,48703,2.9533176093424214e-16,292.80595129620576
463,4630.0,48662,2.952228480307427e-16,292.9445815280921
464,4640.0,48545,2.9384503658444497e-16,292.2801436832913
465,4650.0,48593,2.974631421297868e-16,295.58671249694925
466,4660.0,48657,2.95870547006134e-16,293.61745121017617
467,4670.0,48621,2.9688085663773933e-16,294.83821001951424
468,4680.0,48665,2.92600565776713e-16,290.32463726803405
469,4690.0,48682,2.9477134031799324e-16,292.3763919445646
470,4700.0,48686,2.9761489541554123e-16,295.172590700827
471,4710.0,48743,2.975481574613342e-16,294.76130337955493
472,4720.0,48711,2.946594879871606e-16,292.09144871622743
473,4730.0,48677,2.9369201308189563e-16,291.33575631866944
474,4740.0,48686,2.955032953667247e-16,293.0783189875013
