frame,time_ps,n_selected_molecules,total_ke_J,avg temperature_K,total_ke_kJ_per_mol
1021,10210.0,3,2.719440837338231e-19,312.64809214215427,
1022,10220.0,1,9.443148770295483e-20,325.6973720087086,
1023,10230.0,5,4.061795980224455e-19,280.18541454223987,
1024,10240.0,4,3.4600572104879906e-19,298.34633761161723,
1025,10250.0,5,4.7564254281634945e-19,328.1014203612452,
1026,10260.0,2,2.1503200108419426e-19,370.8262961566388,
1027,10270.0,1,6.551993459818193e-20,225.9804545273788,
1028,10280.0,2,9.971961442259102e-20,171.96814931754665,
1029,10290.0,2,2.1990290613051146e-19,379.22625368923536,
1030,10300.0,4,2.972962635071829e-19,256.3461989418286,
1031,10310.0,6,4.930022339748424e-19,283.3968765890157,
1032,10320.0,4,3.3375786438488608e-19,287.7855203852595,
1033,10330.0,7,5.520750746728041e-19,272.0179243874597,
1034,10340.0,3,2.2450024900253913e-19,258.1029657728589,
1035,10350.0,3,2.335122341943641e-19,268.4638456197441,
1036,10360.0,3,2.499597884270436e-19,287.3732345670878,
1037,10370.0,4,3.7252778026276384e-19,321.21520581535674,
1038,10380.0,1,1.0248044012602794e-19,353.4584791921975,
1039,10390.0,3,2.593238588616247e-19,298.1388990222929,
1040,10400.0,1,1.4219265026815182e-19,490.4272254713331,
1041,10410.0,2,1.4991713710789977e-19,258.534619981341,
1042,10420.0,2,1.9639773595544988e-19,338.691193081504,
1043,10430.0,2,1.9679408508025596e-19,339.37470380174886,
1044,10440.0,3,2.8561275382435075e-19,328.3626595166254,
1045,10450.0,0,0.0,,0.0
1046,10460.0,2,1.7443935125696908e-19,300.8235899979424,
1047,10470.0,0,0.0,,0.0
1048,10480.0,1,9.972645266816909e-20,343.95988397371394,
1049,10490.0,0,0.0,,0.0
1050,10500.0,1,7.084523876325959e-20,244.34760741147505,
1051,10510.0,3,2.5178748536093323e-19,289.4744972662019,
1052,10520.0,2,1.6773667132203252e-19,289.26470591527624,
1053,10530.0,1,8.288897698221473e-20,285.88686494613944,
1054,10540.0,1,8.828378864537314e-20,304.49375152511305,
1055,10550.0,0,0.0,,0.0
1056,10560.0,1,6.203511588679998e-20,213.96119777486277,
1057,10570.0,0,0.0,,0.0
1058,10580.0,1,1.0180555169205113e-19,351.1307663212877,
1059,10590.0,1,5.183972378562205e-20,178.79694806614944,
1060,10600.0,0,0.0,,0.0
1061,10610.0,3,2.2411733807372804e-19,257.66274155577185,
1062,10620.0,1,4.957684110212131e-20,170.99218970526698,
1063,10630.0,1,7.369067136984297e-20,254.16160001855224,
1064,10640.0,4,3.5246573572166886e-19,303.91653949361495,
1065,10650.0,5,3.9631365056902304e-19,273.37981773100773,
1066,10660.0,0,0.0,,0.0
1067,10670.0,4,3.4632256724187747e-19,298.6195409014489,
1068,10680.0,1,6.919186745410207e-20,238.64507424752543,
1069,10690.0,2,1.3483895616482386e-19,232.5320437893853,
1070,10700.0,2,1.486906170391547e-19,256.4194655300905,
1071,10710.0,3,3.012777104832013e-19,346.3723133602918,
1072,10720.0,2,1.5842726387814123e-19,273.2104764776793,
1073,10730.0,4,3.55400522283825e-19,306.44708384368244,
1074,10740.0,4,3.273132657176058e-19,282.22861108349514,
1075,10750.0,0,0.0,,0.0
1076,10760.0,2,1.3773765009844336e-19,237.5308901456305,
1077,10770.0,1,1.0536462767995132e-19,363.4061389140052,
1078,10780.0,2,1.585543551797285e-19,273.42964756107017,
1079,10790.0,2,1.6805481745862216e-19,289.81335426935027,
1080,10800.0,3,2.375499985818393e-19,273.1059739386646,
1081,10810.0,5,5.066904156294481e-19,349.5184515394385,
1082,10820.0,1,1.1320107624873924e-19,390.4343131683834,
1083,10830.0,2,1.4473572506237346e-19,249.59918791534074,
1084,10840.0,2,1.4643832887640358e-19,252.5353567785591,
1085,10850.0,2,1.974251002410438e-19,340.46290004097756,
1086,10860.0,3,2.507518385364802e-19,288.2838370416712,
1087,10870.0,2,2.1728939753408204e-19,374.7192142351032,
1088,10880.0,5,3.7530759866422975e-19,258.88970205435805,
1089,10890.0,4,2.903751591335561e-19,250.3784185946127,
1090,10900.0,3,2.247581617782582e-19,258.39948238083394,
1091,10910.0,5,4.574154236150544e-19,315.52823112626186,
1092,10920.0,4,3.769702827189918e-19,325.0457908520107,
1093,10930.0,3,2.409503695125308e-19,277.0153051124102,
1094,10940.0,3,2.682940601720207e-19,308.45174086580727,
1095,10950.0,4,3.1048589690059066e-19,267.7190710591891,
1096,10960.0,3,2.368493590424204e-19,272.30046417257205,
1097,10970.0,4,3.672616453289915e-19,316.67443676073754,
1098,10980.0,5,4.229813768218695e-19,291.77539439569256,
1099,10990.0,5,4.09680647732389e-19,282.60046214455525,
1100,11000.0,2,1.8251468194748195e-19,314.7496333547655,
1101,11010.0,1,1.0076403894129323e-19,347.5385538708977,
1102,11020.0,3,2.0152399152611897e-19,231.68767125370766,
1103,11030.0,4,2.920412942112609e-19,251.81505755217884,
1104,11040.0,1,6.713690997749074e-20,231.5574569071389,
1105,11050.0,1,8.098805092392462e-20,279.3305071397741,
1106,11060.0,4,3.1041460009333835e-19,267.6575947886157,
1107,11070.0,5,3.9058210586353047e-19,269.4261597011747,
1108,11080.0,3,2.6447624241582525e-19,304.0624803191824,
1109,11090.0,5,3.948285159460444e-19,272.3553618941902,
1110,11100.0,4,3.1843900255822065e-19,274.5767031769467,
1111,11110.0,2,1.683373447954362e-19,290.30057740518816,
1112,11120.0,5,4.79291282731115e-19,330.6183456587065,
1113,11130.0,3,2.3918071478659027e-19,274.9807722547026,
1114,11140.0,2,1.4596763796504058e-19,251.7236423992329,
1115,11150.0,2,1.8495932368842662e-19,318.96545908141854,
1116,11160.0,2,1.270639031812471e-19,219.1238343796961,
1117,11170.0,2,1.509753884572372e-19,260.3595922008197,
1118,11180.0,1,6.835456988125643e-20,235.75720680310985,
1119,11190.0,3,2.979869009239284e-19,342.58894246954316,
1120,11200.0,3,2.227577485255248e-19,256.09965155393826,
1121,11210.0,2,1.5793863636252422e-19,272.3678301231698,
1122,11220.0,2,1.743181653165615e-19,300.6146028090542,
1123,11230.0,4,2.408789684549703e-19,207.69991267303092,
1124,11240.0,1,5.790492302583623e-20,199.71602390937755,
1125,11250.0,2,1.7708046215689229e-19,305.3782300878794,
1126,11260.0,2,2.065617613184456e-19,356.2192254692326,
1127,11270.0,1,6.967523798622761e-20,240.31223544395772,
1128,11280.0,2,2.042791156999553e-19,352.2827647755913,
1129,11290.0,1,8.560635366000023e-20,295.2591883547941,
1130,11300.0,1,9.200140584781106e-20,317.31593809043716,
1131,11310.0,4,3.2646249665609934e-19,281.49502831820337,
1132,11320.0,2,1.561711987755818e-19,269.31985433003535,
1133,11330.0,2,1.3311691637671986e-19,229.56235726255557,
1134,11340.0,3,2.927973546503929e-19,336.62263601702847,
1135,11350.0,4,3.904214686911602e-19,336.6441888760804,
1136,11360.0,2,1.495369234689941e-19,257.8789351774386,
1137,11370.0,2,1.9199072956583996e-19,331.0912365710411,
1138,11380.0,1,6.815045356609086e-20,235.0532027780684,
1139,11390.0,3,2.674772696056108e-19,307.51269483560304,
1140,11400.0,1,8.239418202276396e-20,284.1803005162408,
1141,11410.0,3,2.45705606281281e-19,282.4822955430208,
1142,11420.0,0,0.0,,0.0
1143,11430.0,2,1.7162400509620029e-19,295.9684782753485,
1144,11440.0,2,1.707231386975029e-19,294.41491904566846,
1145,11450.0,0,0.0,,0.0
1146,11460.0,3,2.45526674636512e-19,282.2765817926322,
1147,11470.0,0,0.0,,0.0
1148,11480.0,0,0.0,,0.0
1149,11490.0,0,0.0,,0.0
1150,11500.0,1,8.921086417741217e-20,307.69126616544673,
1151,11510.0,2,1.9724936543787802e-19,340.15984242241285,
1152,11520.0,1,5.102878692004171e-20,175.99999958625983,
1153,11530.0,1,8.891472477666048e-20,306.6698714281695,
1154,11540.0,1,5.864682719499527e-20,202.2748763012566,
1155,11550.0,0,0.0,,0.0
1156,11560.0,1,6.212150306853697e-20,214.2591500654746,
1157,11570.0,2,1.5290782794659261e-19,263.6921165449703,
1158,11580.0,2,1.7915752209454313e-19,308.9601548232253,
1159,11590.0,3,2.566550743927873e-19,295.07065660618895,
1160,11600.0,1,9.750809794917991e-20,336.3087040576394,
1161,11610.0,4,3.9290297334662537e-19,338.78388709690785,
1162,11620.0,4,3.6296309409710373e-19,312.9679748757078,
1163,11630.0,2,1.8272760283219796e-19,315.11681899530055,
1164,11640.0,3,2.6059332912807515e-19,299.59838088116425,
1165,11650.0,1,1.1174827776710767e-19,385.42356242161907,
1166,11660.0,3,2.475515318684964e-19,284.6045153212756,
1167,11670.0,1,9.514510635388055e-20,328.15866669839966,
1168,11680.0,0,0.0,,0.0
1169,11690.0,1,9.857151171168141e-20,339.9764538329486,
1170,11700.0,1,5.335041360182334e-20,184.00736796978168,
1171,11710.0,3,2.4840441059876395e-19,285.58505111446374,
1172,11720.0,3,2.344448765956243e-19,269.5360839394801,
1173,11730.0,2,1.7243600380647866e-19,297.3687836843029,
1174,11740.0,3,2.6994593644274325e-19,310.3508664412024,
1175,11750.0,5,3.8801250586063505e-19,267.65363236222345,
1176,11760.0,5,3.872707088178551e-19,267.1419357803434,
1177,11770.0,2,1.4690572519828604e-19,253.34138958301153,
1178,11780.0,4,3.7116230430127126e-19,320.0378127047076,
1179,11790.0,2,1.6366216464479561e-19,282.23815074131556,
1180,11800.0,2,1.5235556087485167e-19,262.7397227074466,
1181,11810.0,1,7.721992781779802e-20,266.3341240166866,
1182,11820.0,4,2.9833340459823586e-19,257.24048255414647,
1183,11830.0,1,7.258093676999793e-20,250.33408811983458,
1184,11840.0,2,1.5958058092260059e-19,275.1993910845044,
1185,11850.0,4,2.736630623195761e-19,235.96827282260531,
1186,11860.0,3,2.729580205415709e-19,313.81379284114547,
1187,11870.0,5,4.0371106474916104e-19,278.4826037121196,
1188,11880.0,4,3.5770143063479233e-19,308.43106138489276,
1189,11890.0,6,5.539396666789708e-19,318.4260851921243,
1190,11900.0,2,2.1186143077071804e-19,365.3585944186532,
1191,11910.0,3,2.241357823696081e-19,257.6839465543828,
1192,11920.0,6,4.827712811416382e-19,277.51572661108764,
1193,11930.0,4,3.7779812254838423e-19,325.7596026944266,
1194,11940.0,4,4.091954053194226e-19,352.83217333661696,
1195,11950.0,3,3.226966727243788e-19,370.9972200264856,
1196,11960.0,4,4.1813986335634486e-19,360.5446073655912,
1197,11970.0,4,3.8868304917113294e-19,335.14522205131067,
1198,11980.0,7,6.03198813903355e-19,297.2075662865477,
1199,11990.0,4,3.7756614455559533e-19,325.5595777227432,
1200,12000.0,4,4.466431040050556e-19,385.12176589299634,
1201,12010.0,7,6.5710601572653775e-19,323.7686733210732,
1202,12020.0,4,2.779926066101519e-19,239.70145873266833,
1203,12030.0,6,5.017065756896765e-19,288.40047106537116,
1204,12040.0,5,3.9848425939888164e-19,274.87711827924795,
1205,12050.0,5,3.839627150085464e-19,264.8600594348133,
1206,12060.0,2,1.5688309194533792e-19,270.5475260536339,
1207,12070.0,6,4.1470435277966375e-19,238.3882063536922,
1208,12080.0,5,5.168984067814886e-19,356.55999239107905,
1209,12090.0,2,1.393935420031691e-19,240.3865035369824,
1210,12100.0,4,3.3247035682466235e-19,286.67535618313104,
1211,12110.0,3,2.7493338969552423e-19,316.08483102215797,
1212,12120.0,5,3.933893894128638e-19,271.3626427466971,
1213,12130.0,3,2.5633513784575626e-19,294.7028326415621,
1214,12140.0,4,3.8745203124148313e-19,334.0837665073619,
1215,12150.0,3,2.6614857996234436e-19,305.9851297703417,
1216,12160.0,5,3.853873907507297e-19,265.8428103296277,
1217,12170.0,5,4.102500223502278e-19,282.9932205797541,
1218,12180.0,2,1.548009219912427e-19,266.95678900913487,
1219,12190.0,5,4.1016009356506582e-19,282.93118709980445,
1220,12200.0,6,4.322846697680016e-19,248.49405695759432,
1221,12210.0,1,6.365914906164119e-20,219.56254272840832,
1222,12220.0,2,1.3534817466883106e-19,233.41019964908676,
1223,12230.0,4,4.66472145460285e-19,402.21952334794383,
1224,12240.0,5,4.696467022341408e-19,323.96544926069146,
1225,12250.0,2,1.657031797961236e-19,285.7579156374726,
1226,12260.0,2,1.9891760381659757e-19,343.03674751545856,
1227,12270.0,6,6.093360848604207e-19,350.27010293676386,
1228,12280.0,4,3.4746137124127886e-19,299.60148420992664,
1229,12290.0,5,4.039439566387223e-19,278.64325410159745,
1230,12300.0,6,4.752581634640943e-19,273.19689408553296,
1231,12310.0,8,7.163725544551064e-19,308.8491244296748,
1232,12320.0,4,3.4568577362441566e-19,298.0704602590587,
1233,12330.0,5,4.1850796244214373e-19,288.6896031139418,
1234,12340.0,5,4.419009507476999e-19,304.82624355005703,
1235,12350.0,5,4.738748580459434e-19,326.88205953517814,
1236,12360.0,5,3.6711785178878427e-19,253.24035965886452,
1237,12370.0,4,3.2524166301427714e-19,280.4423542619286,
1238,12380.0,5,3.951316157927064e-19,272.56444220397964,
1239,12390.0,5,4.1735392497496824e-19,287.89354031878395,
1240,12400.0,4,3.2550690910743603e-19,280.671064932434,
1241,12410.0,4,3.199378405705832e-19,275.86908883550177,
1242,12420.0,6,5.405048000677412e-19,310.70320084672227,
1243,12430.0,4,2.6598216739024466e-19,229.34535669046866,
1244,12440.0,7,6.047382001684012e-19,297.96605127501886,
1245,12450.0,4,3.0031390160106247e-19,258.94818272064396,
1246,12460.0,4,3.470182196030275e-19,299.2193729896898,
1247,12470.0,4,3.0453291652628697e-19,262.5860637575646,
1248,12480.0,7,6.300512496774703e-19,310.4382738100696,
1249,12490.0,3,2.4446601679697593e-19,281.05716695781217,
1250,12500.0,6,5.642531047630447e-19,324.3546509033902,
1251,12510.0,4,3.2644038659219856e-19,281.47596372999607,
1252,12520.0,4,3.067887642309544e-19,264.53118737822916,
1253,12530.0,6,5.070692118765316e-19,291.483123112168,
1254,12540.0,2,1.721385843550995e-19,296.8558788468657,
1255,12550.0,4,3.695714097315589e-19,318.6660505067845,
1256,12560.0,6,5.445848190259704e-19,313.04855457841575,
1257,12570.0,6,4.161693714586558e-19,239.23035612332612,
1258,12580.0,4,3.3318540837255366e-19,287.2919153829912,
1259,12590.0,5,4.694774635692827e-19,323.84870729309716,
1260,12600.0,6,4.551425473256672e-19,261.633654831358,
1261,12610.0,6,4.794551225205601e-19,275.6094695381527,
1262,12620.0,7,7.017246147476114e-19,345.7531085031579,
1263,12630.0,4,3.390849172346853e-19,292.37881642436446,
1264,12640.0,6,5.0832139043613195e-19,292.20292409534284,
1265,12650.0,5,3.9635593309743874e-19,273.4089845030705,
1266,12660.0,2,1.4524029213065296e-19,250.46932229603428,
1267,12670.0,4,2.896664249463967e-19,249.76730659207632,
1268,12680.0,8,7.183278842849259e-19,309.6921242098246,
1269,12690.0,7,6.416305037493873e-19,316.14359325501033,
1270,12700.0,7,6.785589241488565e-19,334.33893068067584,
1271,12710.0,7,6.104802725271455e-19,300.79527990055306,
1272,12720.0,6,4.911524046361883e-19,282.3335226715889,
1273,12730.0,7,5.300514646958614e-19,261.16647148135365,
1274,12740.0,8,7.66720511638402e-19,330.5555987999993,
1275,12750.0,3,2.3822558152939233e-19,273.8826766958496,
1276,12760.0,5,3.725543726694609e-19,256.99050827301465,
1277,12770.0,4,3.2793973736267036e-19,282.76879151853524,
1278,12780.0,7,5.330962544531522e-19,262.6666974976528,
1279,12790.0,8,6.558870899116724e-19,282.77207464770635,
1280,12800.0,6,4.644209856457849e-19,266.9672623859221,
1281,12810.0,4,2.8216337669324164e-19,243.29774024945408,
1282,12820.0,8,6.465207271592119e-19,278.733962191837,
1283,12830.0,8,7.446686989278916e-19,321.0484184852694,
1284,12840.0,8,6.822647439026281e-19,294.14425144168223,
1285,12850.0,5,4.685673804072197e-19,323.2209258159575,
1286,12860.0,7,5.529100177503025e-19,272.42931677473126,
1287,12870.0,6,5.268300006537523e-19,302.8423937857476,
1288,12880.0,5,4.0792871021949814e-19,281.39196388247785,
1289,12890.0,4,3.115669612905391e-19,268.6512279047055,
1290,12900.0,7,6.715777292507513e-19,330.8991627341654,
1291,12910.0,6,5.075667127533254e-19,291.76910598378083,
1292,12920.0,6,5.668856012450425e-19,325.867912363921,
1293,12930.0,6,5.341189070247343e-19,307.0323409237792,
1294,12940.0,7,5.950552644706858e-19,293.1950840799669,
1295,12950.0,7,6.042210264224896e-19,297.71122990132443,
1296,12960.0,7,5.9314912807152945e-19,292.25589430182816,
1297,12970.0,5,4.3238416562181184e-19,298.261501257267,
1298,12980.0,5,3.9564151119069023e-19,272.91617147387115,
1299,12990.0,5,4.196727814669072e-19,289.4931030999308,
1300,13000.0,5,3.8651766096103647e-19,266.6224783113811,
1301,13010.0,8,6.772614641151987e-19,291.98719144264356,
1302,13020.0,7,6.590439286950543e-19,324.7235200213193,
1303,13030.0,5,4.0171370281600127e-19,277.1048100367162,
1304,13040.0,5,4.859998992057069e-19,335.245994356696,
1305,13050.0,6,4.828458648867041e-19,277.5586002512851,
1306,13060.0,7,6.468359314592565e-19,318.70840682140215,
1307,13070.0,6,5.4432392353903035e-19,312.8985816959019,
1308,13080.0,4,3.1896056613854455e-19,275.0264257524856,
1309,13090.0,8,7.521200031049167e-19,324.2608932745693,
1310,13100.0,10,1.010876336255234e-18,348.654642802815,
1311,13110.0,10,8.441461932900075e-19,291.14885662985046,
1312,13120.0,7,6.086140945798765e-19,299.8757784141752,
1313,13130.0,6,4.979299197115208e-19,286.2295021844976,
1314,13140.0,5,4.6246189422345555e-19,319.00932044309155,
1315,13150.0,5,4.2159386365147556e-19,290.8182784924753,
1316,13160.0,9,6.653351011669937e-19,254.97367836185043,
1317,13170.0,7,5.681205820009753e-19,279.9238520400342,
1318,13180.0,3,2.803220132060965e-19,322.28001216646186,
1319,13190.0,6,4.749014754519576e-19,272.991855930348,
1320,13200.0,4,3.641520967277981e-19,313.99320237542355,
1321,13210.0,7,5.942946238636935e-19,292.8203019378073,
1322,13220.0,8,5.934344660574253e-19,255.84692505094193,
1323,13230.0,9,7.722477566615419e-19,295.9453826760592,
1324,13240.0,9,8.134658038105887e-19,311.74120808501624,
1325,13250.0,6,5.794031224317512e-19,333.06347084719386,
1326,13260.0,11,8.581745251788936e-19,269.07934127650583,
1327,13270.0,8,6.920885328831128e-19,298.3795737001018,
1328,13280.0,7,6.663893440238916e-19,328.34274632436933,
1329,13290.0,9,7.1386847333120575e-19,273.5729261729287,
1330,13300.0,10,8.195227243399133e-19,282.6561395056525,
1331,13310.0,7,5.815964141079816e-19,286.56365167473837,
1332,13320.0,12,1.1537012390804447e-18,331.5961928166025,
1333,13330.0,7,6.332211980092358e-19,312.00016784437895,
1334,13340.0,5,4.478761353698307e-19,308.9479660306274,
1335,13350.0,7,6.062273477798235e-19,298.6997827201593,
1336,13360.0,7,6.175354306746836e-19,304.2714909514794,
1337,13370.0,9,6.865164313305887e-19,263.0909138044655,
1338,13380.0,7,5.985446992476801e-19,294.9143951825121,
1339,13390.0,8,6.337691383711116e-19,273.236379952261,
1340,13400.0,8,6.480899975691209e-19,279.41052048413843,
1341,13410.0,3,2.825809982211962e-19,324.87711722369096,
1342,13420.0,10,8.447159314087698e-19,291.34536122013895,
1343,13430.0,5,3.590212564002918e-19,247.6552737846592,
1344,13440.0,5,3.922411823713824e-19,270.570601818339,
1345,13450.0,3,2.0800287712517627e-19,239.13630258240093,
1346,13460.0,5,4.042631483837508e-19,278.8634347109503,
1347,13470.0,8,7.14895451708898e-19,308.21230230824926,
1348,13480.0,6,5.17791542179365e-19,297.64673598888743,
1349,13490.0,7,5.451204771032301e-19,268.59126145226594,
1350,13500.0,4,3.341910731701339e-19,288.15905829702615,
1351,13510.0,4,3.512418224620009e-19,302.8612100110001,
1352,13520.0,6,5.137579538110032e-19,295.3280723677853,
1353,13530.0,6,5.048241585224427e-19,290.1925790446599,
1354,13540.0,5,4.057318390539783e-19,279.87654739872556,
1355,13550.0,4,3.6119840132234445e-19,311.4463537164875,
1356,13560.0,3,2.869806158227356e-19,329.93526017127823,
1357,13570.0,6,5.159525039414219e-19,296.5895852162452,
1358,13580.0,6,4.68931478536844e-19,269.5600692924895,
1359,13590.0,6,5.382756059399456e-19,309.4217732798848,
1360,13600.0,4,3.324087213416446e-19,286.6222104704835,
1361,13610.0,5,3.8124921335463133e-19,262.9882677705722,
1362,13620.0,4,2.5290784592599735e-19,218.0719132520435,
1363,13630.0,3,2.332237946891752e-19,268.1322331067688,
1364,13640.0,6,5.434149777262559e-19,312.37608425760004,
1365,13650.0,6,5.113727141018643e-19,293.9569437259615,
1366,13660.0,7,5.007571453768188e-19,246.73260133745677,
1367,13670.0,6,5.593022638072054e-19,321.50871478650555,
1368,13680.0,6,4.809101908332811e-19,276.44589944988786,
1369,13690.0,7,5.596676067451231e-19,275.75890982568376,
1370,13700.0,5,4.26574219578477e-19,294.2537614580617,
1371,13710.0,6,4.2390002629005347e-19,243.67423747360348,
1372,13720.0,3,2.0066598524488123e-19,230.70124042869466,
1373,13730.0,8,6.952599077984037e-19,299.7468460219328,
1374,13740.0,11,9.757276891860808e-19,305.9379603661708,
1375,13750.0,6,5.07021238377505e-19,291.4555460773266,
1376,13760.0,5,4.465202529966181e-19,308.0126692637324,
1377,13770.0,8,6.822194705539979e-19,294.1247327792245,
1378,13780.0,3,2.791350117810947e-19,320.9153429087182,
1379,13790.0,6,4.2528060686000644e-19,244.46784893099928,
1380,13800.0,5,4.411833768711913e-19,304.33125627094927,
1381,13810.0,4,3.1233290395211115e-19,269.31166839455585,
1382,13820.0,5,4.514089208692242e-19,311.38490519363694,
1383,13830.0,5,4.1835469930727136e-19,288.58388117422027,
1384,13840.0,4,3.2125144104795907e-19,277.00175187448855,
1385,13850.0,2,1.7577551536451516e-19,303.1278274349774,
1386,13860.0,7,6.098506587889767e-19,300.4850571970122,
1387,13870.0,4,2.809001512931516e-19,242.208513543744,
1388,13880.0,2,1.704897001649052e-19,294.0123503768797,
1389,13890.0,7,6.269281781121033e-19,308.89947685310113,
1390,13900.0,6,4.575181414156127e-19,262.9992387957671,
1391,13910.0,6,5.553650657748296e-19,319.245460082989,
1392,13920.0,8,7.194386635126275e-19,310.1710135667337,
1393,13930.0,5,4.616927498890066e-19,318.4787595157589,
1394,13940.0,2,1.960573847081783e-19,338.1042516412455,
1395,13950.0,4,3.203641540185495e-19,276.2366811848126,
1396,13960.0,6,5.722370701302484e-19,328.9441450109886,
1397,13970.0,4,3.5548438656108414e-19,306.5193965207702,
1398,13980.0,4,3.3976787944178244e-19,292.96770632074237,
1399,13990.0,4,3.212766953586532e-19,277.0235276158886,
1400,14000.0,4,3.2850782154532437e-19,283.25862687396284,
1401,14010.0,6,4.991725047279947e-19,286.94378842560815,
1402,14020.0,6,4.6242454256396285e-19,265.8196291812722,
1403,14030.0,3,2.680319586884991e-19,308.1504085932109,
1404,14040.0,6,5.17161153431281e-19,297.2843639955527,
1405,14050.0,7,6.133398987866542e-19,302.204272328071,
1406,14060.0,5,3.91652741220664e-19,270.16469116071255,
1407,14070.0,4,3.116098325593571e-19,268.688194016138,
1408,14080.0,5,4.565638621021684e-19,314.94081827574485,
1409,14090.0,6,5.89252629895438e-19,338.72535117711425,
1410,14100.0,6,4.926822252999048e-19,283.2129231447736,
1411,14110.0,8,7.249060468325161e-19,312.5281621492243,
1412,14120.0,8,6.755591286892061e-19,291.2532649367582,
1413,14130.0,7,5.840484933917787e-19,287.771837930217,
1414,14140.0,6,5.584727425875504e-19,321.0318736963158,
1415,14150.0,5,3.84827247521147e-19,265.45641976804416,
1416,14160.0,6,4.98869144577367e-19,286.76940520126396,
1417,14170.0,7,5.96830742393976e-19,294.0698959337268,
1418,14180.0,3,2.335707998181997e-19,268.5311772208068,
1419,14190.0,5,4.159199629902662e-19,286.9043837115155,
1420,14200.0,3,2.171607062762534e-19,249.66485600020766,
1421,14210.0,4,3.3745188543691817e-19,290.9707210478189,
1422,14220.0,4,3.3924130901513415e-19,292.5136665499291,
1423,14230.0,5,4.247117983868377e-19,292.96905081239584,
1424,14240.0,3,2.2264639247985733e-19,255.97162797369182,
1425,14250.0,3,2.3298192334613177e-19,267.85415897877857,
1426,14260.0,6,4.784190186895575e-19,275.01387672073145,
1427,14270.0,3,2.2346071399095e-19,256.9078353856635,
1428,14280.0,5,4.234136940212e-19,292.07360970315233,
1429,14290.0,5,4.4572386888214945e-19,307.4633181532049,
1430,14300.0,2,1.5407046828867693e-19,265.69710933508344,
1431,14310.0,7,5.7900996829261885e-19,285.28926046507803,
1432,14320.0,8,6.697667066756263e-19,288.75598268313803,
1433,14330.0,4,2.953934642016407e-19,254.70549426706873,
1434,14340.0,6,4.792983591013725e-19,275.5193558220281,
1435,14350.0,3,2.6518676235316095e-19,304.8793493600047,
1436,14360.0,5,4.0576292441325444e-19,279.89799028831777,
1437,14370.0,2,1.854724473854814e-19,319.8503495120969,
1438,14380.0,5,4.049941644364705e-19,279.36769449348367,
1439,14390.0,4,4.355216535112691e-19,375.53220184274704,
1440,14400.0,6,5.236759883978936e-19,301.0293447558735,
1441,14410.0,3,3.1498694858190103e-19,362.1335208755701,
1442,14420.0,3,2.1591831781573084e-19,248.23650949401198,
1443,14430.0,5,4.936323361723917e-19,340.5109006343371,
1444,14440.0,2,1.4042872752239021e-19,242.1716983451609,
1445,14450.0,5,3.951422918635084e-19,272.5718066293173,
1446,14460.0,5,4.077681763489991e-19,281.2812265404921,
1447,14470.0,5,4.742396630187621e-19,327.1337044553905,
1448,14480.0,4,3.567005426430934e-19,307.56803731182924,
1449,14490.0,4,4.346947363264106e-19,374.819185558326,
1450,14500.0,4,3.225969155783909e-19,278.1618985832981,
1451,14510.0,5,4.037425346359348e-19,278.5043118513621,
1452,14520.0,3,2.1438446307961833e-19,246.47307066392446,
1453,14530.0,6,5.252886801639594e-19,301.95638276484766,
1454,14540.0,7,6.556365160615461e-19,323.0446227940756,
1455,14550.0,6,4.710224489475786e-19,270.7620404857325,
1456,14560.0,8,6.81640219656463e-19,293.8750008046867,
1457,14570.0,7,6.195317186581237e-19,305.2551001355326,
1458,14580.0,8,6.450912445004965e-19,278.1176704805116,
1459,14590.0,8,6.881369839984659e-19,296.675945601043,
1460,14600.0,8,6.761380620541981e-19,291.5028600137456,
1461,14610.0,5,3.892618947012188e-19,268.5154691751203,
1462,14620.0,7,6.090633694101528e-19,300.0971446964399,
1463,14630.0,6,5.086652187991721e-19,292.40057002360305,
1464,14640.0,2,1.692175862667065e-19,291.8185686012373,
1465,14650.0,3,3.0282406576165576e-19,348.1501237871439,
1466,14660.0,3,2.5531464456670154e-19,293.52959411267165,
1467,14670.0,6,5.706733056432051e-19,328.0452323067279,
1468,14680.0,3,2.8560109493466304e-19,328.34925554928293,
1469,14690.0,4,3.7472977501518157e-19,323.113894275861,
1470,14700.0,5,4.079516112526957e-19,281.4077611689765,
1471,14710.0,3,2.0920633138169893e-19,240.51988729627342,
1472,14720.0,7,5.400895987613306e-19,266.1124516903502,
1473,14730.0,3,2.738187467089642e-19,314.80335065905246,
1474,14740.0,3,2.45278831662338e-19,281.99164221254495,
1475,14750.0,0,0.0,,0.0
1476,14760.0,3,1.8855638717907586e-19,216.77910364270693,
1477,14770.0,3,3.439816741473228e-19,395.46811490589045,
1478,14780.0,8,6.696127071025562e-19,288.6895889708029,
1479,14790.0,4,3.282489550557251e-19,283.03541707018206,
1480,14800.0,4,3.2334764250760723e-19,278.80921918019226,
1481,14810.0,4,3.2919096832760955e-19,283.8476759218461,
1482,14820.0,4,3.99263856555947e-19,344.2686120422757,
1483,14830.0,2,1.6960624063860339e-19,292.48880959089905,
1484,14840.0,5,3.706434248507652e-19,255.6723236341095,
1485,14850.0,2,1.2581937039181256e-19,216.97761668919154,
1486,14860.0,3,2.6980170942889415e-19,310.1850518366111,
