molecule,mapd_liq_density,mapd_surf_tens,Type
DMSO,0.11209613649843611,0.728178871322524,Optimized Set (GP)
DMSO,0.5275205466604549,0.7350155781015696,Best IFT Set (GP)
DMSO,2.742500598816227,8.47237549122776,GAFF
