,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,mse_liq_density,mapd_liq_density,mae_liq_density,mse_vap_density,mapd_vap_density,mae_vap_density,mse_Pvap,mapd_Pvap,mae_Pvap,mse_Hvap,mapd_Hvap,mae_Hvap,mse_Tc,mapd_Tc,mae_Tc,mse_rhoc,mapd_rhoc,mae_rhoc,is_pareto
0,0.3110204608017705,0.3929425752700122,0.2706873766914119,0.3101830942181804,0.2483982110519212,0.3581449605285599,0.4364920296718609,0.1692600849917452,0.1943315064946084,0.0814050174197777,27.790829851080098,0.398003147452892,5.084668369555493,4.446210396072589,2.466470812084983,1.5332764873200007,0.06670220048350464,2.4185156263103256,0.2012905526595556,9.258806840821524,2.39405639949891,2.8938152422462537,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
7,0.3432454856873532,0.3960152060610735,0.2885642280129233,0.2974843035210192,0.2167672845595428,0.2770337207736898,0.3455587946317525,0.1794438690278182,0.2271492054883272,0.0323421504674741,24.8761652250362,0.3438285201996405,4.289194648888952,12.903042104757002,3.0007499653153507,2.347501341753332,0.004057981723620881,1.0893677392724752,0.053170001818443426,8.592316049756397,2.1701240853274606,2.4912436612019464,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
11,0.3553657556551999,0.3731305191683469,0.2629352430267804,0.3118279326701905,0.1728907422225812,0.3336228129318998,0.303568777425818,0.3122775466571247,0.1692239751671599,0.0283195684768904,80.58613986862653,0.6231380261560951,8.478702557111182,24.4441231560313,7.917457031725698,4.0157640976800035,0.8355418882273746,8.832424742910208,0.7238399732531112,0.017844884326754473,0.09164234068792983,0.11781590251981981,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
12,0.3632354475803093,0.3710722803154931,0.2613595038477143,0.3109005025033307,0.2134991003958416,0.2041473219655319,0.2572580510984538,0.2312028726343131,0.3000584969390198,0.0310832499920548,106.94877046417244,0.7180321637370156,9.749563485999943,7.284074353659951,3.225606960453261,1.8171038761399996,0.020314335402767496,2.5605781805651926,0.12964891685022203,7.540525965611446,2.138299851239068,2.5612130259187778,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
14,0.3661422308266095,0.3457573268348172,0.3484514516002898,0.2506200453218361,0.2583282812521414,0.4949779381153635,0.4037557152479724,0.2032986059730312,0.1465542630181136,0.0547174492498619,594.1840150380868,1.7376673799634565,23.44688914666658,0.9050449371218718,0.999372963918865,0.6204349224022199,0.05626044351098567,1.9924057563414028,0.17373158262333285,1.7365001941841023,0.9255109001920423,1.1396742674031883,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
15,0.3687476218780143,0.3298209960688049,0.3225856019832253,0.2763047530587091,0.1875141853583218,0.3172018356201118,0.469119172509244,0.2919338982334884,0.17022480909888,0.0241522191276859,43.334285201369006,0.48612466256295306,6.369283880888861,17.177851272863055,6.916559714418627,3.289270508475557,0.6200597439588638,8.133374669018231,0.6196225092275554,0.13796161330386908,0.20585986801675604,0.30085012940954525,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
16,0.3694642509299388,0.3100291992564684,0.251917901407676,0.3158651512946431,0.2388916191434349,0.3745359142791755,0.4195395809695593,0.2634358483770342,0.2406035068077243,0.0542795333827351,109.39163214869816,0.6931669061795859,9.533938455333328,0.7679629953991415,1.5965196567334392,0.6908188750533348,0.031025630477454647,1.7584433128881864,0.13565918728911108,9.863988373082297,2.473208681037241,3.1047999850963235,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
17,0.3710838845536524,0.3938721269813989,0.2982393717806639,0.2767830149887393,0.2642289643187707,0.3046648423678729,0.2225411734076286,0.2082209892458104,0.2376347260248945,0.0713814545568917,84.13633108689797,0.5644610121595425,6.930552280000074,3.070278337691929,2.817050509626117,1.4143705010066647,0.03732691106739765,1.726359308036309,0.1319260302319983,6.835995239738727,1.8826344610693047,2.1315003565275985,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
18,0.3730278944081714,0.3216377037627753,0.2756251064364021,0.307319227333498,0.1709048062295202,0.4634784064884138,0.4251709427282457,0.1659405376139671,0.2252130848464135,0.0263560352908036,5.317017635620771,0.15477937653033036,2.0702496955555487,8.813093954481634,3.2322571073752235,1.904572770108885,0.37432184308163763,4.644731032041091,0.44885687204000035,0.40694064329712176,0.4291645088684429,0.48851169761841506,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
20,0.3753390312867821,0.3177161734010451,0.258502580775082,0.3082784759259784,0.1706606166764389,0.3260110063771721,0.2000815658130471,0.2859920191636531,0.3090847915460961,0.0434322572757795,18.900684545293277,0.24788451470183995,3.288248523555603,0.5330046179801214,2.054489014052345,0.5345873498533262,0.1276718106858282,2.9859106948967273,0.253004018209111,5.529917126197461,1.8547318274936921,2.3348106979851964,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
21,0.3781451905661676,0.3837703357168202,0.3258740718507502,0.2654477431990796,0.2038220312461259,0.3715866805124896,0.2146119640021535,0.1926419513950334,0.2478763328404182,0.018906590791776,327.3446471144702,1.316257910432667,17.65777278666669,22.164880816662745,3.5971686496531174,2.868931175131109,0.03605691734185004,1.5973351727924412,0.1175784483628893,3.109630332995369,1.244156372368067,1.4711539706888686,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
22,0.3804896844721986,0.361670364077036,0.3200913590647307,0.2644069660247111,0.2487703544345511,0.4937187350434753,0.2286014057044297,0.2354198863660775,0.1466051445517914,0.0539958574886967,196.27634457281349,1.0305835806386614,12.996502015555688,3.0802248109592485,2.2145101988791356,1.2263225240155553,0.06269570093138031,2.1995851450038404,0.1909202187146664,3.9059824179821505,1.4226086009418322,1.6408770221771107,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
23,0.3849365969000282,0.3940144648384114,0.2621863524932679,0.3063496231413958,0.252939153688448,0.2868860005033085,0.4261306323730549,0.1902545851670339,0.1352072539856181,0.0387851247405393,77.91603006754829,0.5785822814474604,7.360187471111158,28.110362340729147,4.802254492974663,3.5495830190488915,0.08042742926990919,3.264095100222627,0.2325520096306672,7.498044871477208,1.8926229334530986,2.1849829577825632,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
24,0.3971137384329832,0.364055494368011,0.2761581790843787,0.2920628925889915,0.2148023938205412,0.1996647868672642,0.3073305844455452,0.302046465446086,0.2008751975358133,0.0752521375499408,188.59093246061298,1.0426486542680211,13.506099335555472,6.109170887232931,6.498035217151796,2.2204824857800083,0.43789075575739467,8.245823867950229,0.5448422216662214,1.149781498129316,0.8007381098709314,0.9487664502568236,0.48863498268533245,0.205958841381802,0.6990243076498359,0.37409868018311065,0.10694807980634873,0.6116360684125084,True
