Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_H2_min,sigma_H3_min,sigma_H4_min,sigma_O1_min,sigma_O2_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_H2_min,epsilon_H3_min,epsilon_H4_min,epsilon_O1_min,epsilon_O2_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_H2_cum,sigma_H3_cum,sigma_H4_cum,sigma_O1_cum,sigma_O2_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_H2_cum,epsilon_H3_cum,epsilon_H4_cum,epsilon_O1_cum,epsilon_O2_cum,Gly-sim_liq_density-sse,Gly-sim_surf_tens-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
1,1,168.55107103313787,2.054496138355133,3.774300879766455,1.892588053831393,1.544553097884336,0.0,0.0,3.2967529649364007,3.3116348217792217,31.186201959747503,46.14705271931238,7.78670077978802,5.475407881048797,0.0,0.0,106.25741577385644,99.1487916946844,168.55107103313787,2.054496138355133,3.774300879766455,1.892588053831393,1.544553097884336,0.0,0.0,3.2967529649364007,3.3116348217792217,31.186201959747503,46.14705271931238,7.78670077978802,5.475407881048797,0.0,0.0,106.25741577385644,99.1487916946844,0.2453891181298927,3.519931517457345,12.347606420516968,18.0,306.0,4.795007231500958e+17,2.0,ABNORMAL: 
2,13,778.9516837682378,2.7960863066931663,3.098384881136922,1.547371004400588,2.409807266181522,0.0,0.0,3.5305651398872007,3.089781216965166,46.814097392769305,71.24533068412589,8.048797211087784,9.915946890351618,0.0,0.0,129.45457047858764,123.04197994434926,778.9516837682378,2.7960863066931663,3.098384881136922,1.547371004400588,2.409807266181522,0.0,0.0,3.5305651398872007,3.089781216965166,46.814097392769305,71.24533068412589,8.048797211087784,9.915946890351618,0.0,0.0,129.45457047858764,123.04197994434926,0.081347343760996,778.847413057925,24.881550550460812,37.0,629.0,4.632204385096051e+17,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
