,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2,temperature,liq_density
0,0.20091584670245594,0.3764007293184878,0.2137838301916427,0.1661157175261441,0.29937146974158446,0.3130409098007239,0.35710341401326695,0.19352850966291663,0.5014742914228146,0.12566462107089316,0.048281546658207455,0.08225675170279169,0.4989742338394295,0.8901696852343783,273.18,1000.556282247843
1,0.20091584670245594,0.3764007293184878,0.2137838301916427,0.1661157175261441,0.29937146974158446,0.3130409098007239,0.35710341401326695,0.19352850966291663,0.5014742914228146,0.12566462107089316,0.048281546658207455,0.08225675170279169,0.4989742338394295,0.8901696852343783,293.16,973.4931756789472
2,0.20091584670245594,0.3764007293184878,0.2137838301916427,0.1661157175261441,0.29937146974158446,0.3130409098007239,0.35710341401326695,0.19352850966291663,0.5014742914228146,0.12566462107089316,0.048281546658207455,0.08225675170279169,0.4989742338394295,0.8901696852343783,313.19,944.4874510400917
3,0.20091584670245594,0.3764007293184878,0.2137838301916427,0.1661157175261441,0.29937146974158446,0.3130409098007239,0.35710341401326695,0.19352850966291663,0.5014742914228146,0.12566462107089316,0.048281546658207455,0.08225675170279169,0.4989742338394295,0.8901696852343783,333.18,915.2238096948721
4,0.20091584670245594,0.3764007293184878,0.2137838301916427,0.1661157175261441,0.29937146974158446,0.3130409098007239,0.35710341401326695,0.19352850966291663,0.5014742914228146,0.12566462107089316,0.048281546658207455,0.08225675170279169,0.4989742338394295,0.8901696852343783,353.19,882.5004054774574
5,0.20218538874521716,0.37223604647188313,0.22435813781076924,0.25135868148882884,0.2410488036265968,0.3019682442349707,0.2839890443088382,0.22685568144202992,0.5774074145308277,0.5409279900106415,0.057544672032600386,0.06830085053557397,0.7898180968061883,0.7657275285663894,273.18,1007.7332573806415
6,0.20218538874521716,0.37223604647188313,0.22435813781076924,0.25135868148882884,0.2410488036265968,0.3019682442349707,0.2839890443088382,0.22685568144202992,0.5774074145308277,0.5409279900106415,0.057544672032600386,0.06830085053557397,0.7898180968061883,0.7657275285663894,293.16,977.1960654702963
7,0.20218538874521716,0.37223604647188313,0.22435813781076924,0.25135868148882884,0.2410488036265968,0.3019682442349707,0.2839890443088382,0.22685568144202992,0.5774074145308277,0.5409279900106415,0.057544672032600386,0.06830085053557397,0.7898180968061883,0.7657275285663894,313.19,946.2977205846178
8,0.20218538874521716,0.37223604647188313,0.22435813781076924,0.25135868148882884,0.2410488036265968,0.3019682442349707,0.2839890443088382,0.22685568144202992,0.5774074145308277,0.5409279900106415,0.057544672032600386,0.06830085053557397,0.7898180968061883,0.7657275285663894,333.18,911.992278942915
9,0.20218538874521716,0.37223604647188313,0.22435813781076924,0.25135868148882884,0.2410488036265968,0.3019682442349707,0.2839890443088382,0.22685568144202992,0.5774074145308277,0.5409279900106415,0.057544672032600386,0.06830085053557397,0.7898180968061883,0.7657275285663894,353.19,877.666204758331
10,0.2026433323580891,0.3560965331785343,0.28490836458736946,0.23263189044576937,0.16633283166651122,0.330397187335295,0.37612059743275417,0.5908794515369623,0.5376955939436425,0.4189747494048285,0.024373343749368653,0.08269106869280037,0.532869631123551,0.6252204978005835,273.18,1033.0200703166
11,0.2026433323580891,0.3560965331785343,0.28490836458736946,0.23263189044576937,0.16633283166651122,0.330397187335295,0.37612059743275417,0.5908794515369623,0.5376955939436425,0.4189747494048285,0.024373343749368653,0.08269106869280037,0.532869631123551,0.6252204978005835,293.16,1003.1347481515206
12,0.2026433323580891,0.3560965331785343,0.28490836458736946,0.23263189044576937,0.16633283166651122,0.330397187335295,0.37612059743275417,0.5908794515369623,0.5376955939436425,0.4189747494048285,0.024373343749368653,0.08269106869280037,0.532869631123551,0.6252204978005835,313.19,973.5956020667904
13,0.2026433323580891,0.3560965331785343,0.28490836458736946,0.23263189044576937,0.16633283166651122,0.330397187335295,0.37612059743275417,0.5908794515369623,0.5376955939436425,0.4189747494048285,0.024373343749368653,0.08269106869280037,0.532869631123551,0.6252204978005835,333.18,942.7173355755355
