Run,Iter,Min Obj,sigma_C3_min,sigma_Ho_min,sigma_H1_min,sigma_Oh_min,epsilon_C3_min,epsilon_Ho_min,epsilon_H1_min,epsilon_Oh_min,Min Obj Cum.,sigma_C3_cum,sigma_Ho_cum,sigma_H1_cum,sigma_Oh_cum,epsilon_C3_cum,epsilon_Ho_cum,epsilon_H1_cum,epsilon_Oh_cum,EG-sim_liq_density-sse,EG-sim_surf_tens-sse,Gly-sim_liq_density-sse,Gly-sim_surf_tens-sse,MeOH-sim_liq_density-sse,MeOH-sim_surf_tens-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
5,63,7124.914720722816,4.0,0.0,1.5,3.150044423290932,23.554197738002557,0.0,2.0,108.3384843997082,7124.914720722816,4.0,0.0,1.5,3.150044423290932,23.554197738002557,0.0,2.0,108.3384843997082,0.1041682734264072,11.537648240734574,1.0555759831421323,517.4961750624421,10.632230576438175,201.3776562159776,55.919394969940186,63.0,441.0,,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
6,76,7124.91472072952,4.0,0.0,1.5,3.150040512250218,23.554532435879924,0.0,2.0,108.33841012427068,7124.91472072952,4.0,0.0,1.5,3.150040512250218,23.554532435879924,0.0,2.0,108.33841012427068,0.1041629876475803,11.5375685546985,1.0556012957156566,517.4961633659875,10.632009648345829,201.37803422643609,67.36878371238708,77.0,539.0,,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2,87,7124.91472074049,4.0,0.0,1.5,3.150048269214369,23.55387149085637,0.0,2.0,108.33857682934784,7124.91472074049,4.0,0.0,1.5,3.150048269214369,23.55387149085637,0.0,2.0,108.33857682934784,0.1041734901331628,11.537815295533807,1.0555509930670255,517.4961717739119,10.63244591040934,201.37721327318613,76.04621767997742,87.0,609.0,,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
4,67,7124.914720819516,4.0,0.0,1.5,3.1500545490281544,23.55335310870566,0.0,2.0,108.33868426219205,7124.914720819516,4.0,0.0,1.5,3.1500545490281544,23.55335310870566,0.0,2.0,108.33868426219205,0.1041817530887401,11.538051232582747,1.0555103287492942,517.4961907442114,10.632797270484703,201.37650596738752,59.46384048461914,67.0,469.0,,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
7,36,7261.963198832517,2.697903077747244,0.0,2.1822680276029947,3.496107678875421,75.00000000000001,0.0,2.0,75.00000000000001,7261.963198832517,2.697903077747244,0.0,2.1822680276029947,3.496107678875421,75.00000000000001,0.0,2.0,75.00000000000001,0.9174400901502447,25.03212644399692,0.9042378520838324,517.442020034201,12.224504368011766,318.72879993730805,33.03179574012756,38.0,266.0,,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1,50,7261.963198854981,2.697902576022265,0.0,2.182268869132721,3.496106212504268,75.00000000000001,0.0,2.0,75.00000000000001,7261.963198854981,2.697902576022265,0.0,2.182268869132721,3.496106212504268,75.00000000000001,0.0,2.0,75.00000000000001,0.9174401402693524,25.03063504719925,0.9041848369188727,517.4420097678558,12.224585717888116,318.730286151674,45.44018840789795,51.0,357.0,,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
3,42,7261.963198857213,2.6978969575377287,0.0,2.18227083308953,3.496111781485593,75.00000000000001,0.0,2.0,75.00000000000001,7261.963198857213,2.6978969575377287,0.0,2.18227083308953,3.496111781485593,75.00000000000001,0.0,2.0,75.00000000000001,0.9174266127104468,25.031794299433727,0.9044018309621448,517.4420181843024,12.224577103377907,318.7290067246088,38.23987936973572,43.0,301.0,,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
