,sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1
15,0.07998604747363885,0.4993126457626827,0.38074406065906496,0.9468770766481224,0.05504681352218501,0.23965269104583567,0.7331699182913165,0.7710214538998733
137,0.6856636330621382,0.515535261209046,0.3441924383652649,0.8298664882495684,0.011745962782888798,0.7089266186362814,0.2321814513786646,0.5452759773509659
171,0.8576860878184294,0.19382739316939995,0.6309972445723013,0.9109137698349083,0.9802735980482684,0.8558011881601912,0.331762780828748,0.17906474034238948
185,0.9261604464941072,0.14770966567136706,0.6981332182991039,0.2172705551170977,0.9339932961642026,0.4234171923755996,0.4214673561433832,0.9761474300923263
