,sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1
40318,0.015612511311785352,0.41357025320339025,0.8854584112178243,0.44274658276917966,0.29263920672278615,0.9724372819005648,0.7197451622498013,0.8530123322498292
19426,0.8389799521935263,0.6718293490073807,0.07709233643814137,0.17003062928666526,0.17280902375765803,0.5051246484511692,0.5841105208108864,0.08496620958767069
40189,0.9203792062717351,0.09936388596510151,0.4906743285785254,0.1952206716723577,0.7079089141569875,0.06530030103599889,0.6188733861577369,0.03570300932623709
39808,0.974807806424001,0.11346028421966445,0.4598117416553043,0.006456832843521406,0.7337179194065265,0.00556425860472263,0.02024817077511811,0.906024446479993
27163,0.012182144977452456,0.547475399344817,0.4285157280930731,0.5315658287804687,0.2743812055013724,0.5305360220591459,0.5075765439240314,0.4489318006476023
22547,0.5852931971546712,0.025603362270295044,0.9676947687735645,0.9921913950107313,0.00936263128220565,0.05533323851936175,0.9820249565396849,0.3242665956724725
10273,0.2860784919592002,0.203824027674733,0.977078401425187,0.9163527826150046,0.1983551395309688,0.9796979245368755,0.18747783328077736,0.5871795625918184
10266,0.6323516801884596,0.3421889595457052,0.5514498211587032,0.9631282739539535,0.02432624656992014,0.8869771913710282,0.00037186994450147387,0.17005297757552368
23776,0.12749863065455255,0.46932119392933896,0.5502181265764705,0.26699683743380265,0.18076471989507548,0.26397531309709343,0.8326954947750829,0.19792414031478986
8622,0.5435199376719833,0.18547547794157754,0.9527031004941053,0.034964133506133414,0.2935991157474828,0.6528276920217326,0.4910959275470943,0.6600869285171749
30173,0.34254134717496804,0.681103792549798,0.042224856390271716,0.8608804181839467,0.43893843488404005,0.22058771563529933,0.07729332230007435,0.630671500793004
30492,0.9849500897210707,0.0698810283334632,0.4190703296552816,0.00478154876177978,0.24752126292471335,0.08133486794376893,0.923570219009279,0.9551297472738477
9236,0.004926561947987405,0.5427138254214466,0.6278261079459884,0.7112160500555877,0.9260023058612924,0.7351872093433295,0.7164386026952592,0.3092702778623605
25433,0.016579745186001287,0.5035923808016501,0.6221848407566107,0.15596306902110085,0.8227218337612949,0.008510010152116594,0.3998027829118509,0.050711648312851916
26428,0.8985566330912118,0.008866085321548648,0.3658213622805299,0.9642485830456695,0.9424783795815387,0.14658426834119354,0.06911609313474391,0.3574341843635221
25929,0.9813896410800067,0.005482566401963976,0.31952537106136114,0.9242156637407435,0.023274256875404863,0.9619564153720731,0.1067681671584571,0.8887351119692446
30243,0.1491559598247032,0.6574277943693687,0.08553949568293268,0.4970683629682734,0.33686181504734525,0.5975916885089214,0.02217845098180126,0.9005228008634103
12333,0.13485854843137113,0.3974811332447738,0.9375035586128222,0.9688099105913965,0.7747259485225887,0.7193653063314092,0.8141081734691924,0.8920419930915602
14847,0.628060580538154,0.1491599671200521,0.8670437597810602,0.30516467551713483,0.11842480890475793,0.7688264058613322,0.14926588383917466,0.1437600174708645
10683,0.6862137443656655,0.19509888827219984,0.7605497173978213,0.09077573571308412,0.007916678718784775,0.23941552548562853,0.7283689938618186,0.5398289111692084
23569,0.6119875107465451,0.1497641712730694,0.9881007039090004,0.7837113356947001,0.48723454960489626,0.4330608558315643,0.7672976581474904,0.39417214956162533
41087,0.9925869734420113,0.34940128752496424,0.039175890937925735,0.7210327836061424,0.9071570535147324,0.28269485931070626,0.923776790628052,0.4561859381140295
24508,0.19177435537052662,0.358682002564657,0.9935942971435807,0.14112797605271882,0.985690588560776,0.21319050376190687,0.48231143160756357,0.4284045373705799
7296,0.8460137543591186,0.4487474188091677,0.062080310331414576,0.9026032476335333,0.020299883282984012,0.5962768345722322,0.4002287961326975,0.6790662446022151
40225,0.8423978632735368,0.529775271044926,0.25492238973940623,0.4355808524839368,0.030366598424023956,0.9213639065816953,0.07678386795549218,0.3796720546157866
32386,0.9979714623554351,0.1332881945883989,0.6746342004175481,0.2288675968272641,0.9307612312409378,0.7385900987123372,0.8449852258475328,0.9891622228592982
28855,0.46943970508813115,0.7584569424782132,0.03906352815319212,0.6051106380217761,0.3440547869855782,0.9854202704017293,0.9138978056897773,0.10107256339746355
32007,0.9903218585483677,0.7835831242632951,0.016617787066495738,0.43275724319225656,0.9922259390498036,0.9041292532590053,0.9321292126637563,0.3535114349887838
1665,0.7757134760935915,0.06422404826150789,0.9252746607601239,0.14790913966819216,0.9932414518255169,0.41368272556764457,0.0743296917691515,0.22437630762851563
7729,0.43509831395600224,0.2382325303563644,0.9761868987257054,0.011705474872049756,0.643913657981669,0.7411703502528104,0.2310761397808903,0.022874216598326835
20160,0.5267616611392165,0.3770989453762556,0.8231396542444898,0.2499142682995639,0.08604103234020362,0.915025625358942,0.8605598975545813,0.27960335169388
1918,0.946757778534321,0.6253307880031214,0.29454628779550024,0.6500666523463016,0.5585969845171236,0.9909217169658558,0.2637520690358923,0.7434263626358784
882,0.9271074806892587,0.2953921498098681,0.5800561858643408,0.013983530528101532,0.8979660453881372,0.3983088703678789,0.47311394030264525,0.3220306246093196
18512,0.8476529078839117,0.6944132309126604,0.4752580961123983,0.5075159288936374,0.9825934409276814,0.06513680842782309,0.2861096272067631,0.008074840198565318
25738,0.4056749029250377,0.5270646204653835,0.750276696387509,0.12269456402332159,0.946234663492749,0.9842375095952011,0.030853843353281563,0.06740753235380022
39127,0.46531217050341517,0.5565893394382201,0.737948657810376,0.572867075806113,0.44390363400051225,0.9229347918859849,0.2356351443972316,0.2194159913156987
27699,0.27964663898633446,0.6641257179313943,0.5846340212762627,0.05582049961306356,0.9800145070816544,0.17467446494909358,0.8719066720490218,0.9140057272406349
32529,0.29668544000141606,0.706463045709416,0.42878339411671157,0.7457901221193464,0.9911275176062551,0.8764251438389872,0.20616521590539896,0.2554282165983594
18703,0.4997130099309453,0.6864848211180996,0.07077127266395483,0.14650276999128134,0.08797271534124776,0.8090094263837663,0.8218692049136186,0.500876093116425
28359,0.9445918832274274,0.0999958366095425,0.569491189518069,0.48355717518384134,0.23877672383812198,0.464163796562393,0.026573847986062545,0.30271643553817795
36613,0.5551188672672971,0.7144223731352916,0.6992815414310052,0.30523927539596235,0.9173644797958105,0.5375521372740882,0.2760686847215037,0.979334813190659
17567,0.9827791414015766,0.35408657733018367,0.4375480744396464,0.10432051521290563,0.591677804757845,0.9084221813498988,0.8861843997593379,0.5607191688091316
3868,0.9982108118526225,0.36119830745087483,0.13829546155367256,0.6623888217701883,0.47177729520160483,0.15018347138350613,0.13466816264469003,0.4720955705313981
30746,0.43905702482553033,0.8173462704295927,0.10194734062845896,0.30073138451692255,0.6749499157736591,0.9442082820291168,0.9470064740278848,0.9581386209273978
13567,0.8978843437671505,0.2333090338566837,0.21152842276748166,0.8416420439263056,0.014163609019364866,0.33799934156391676,0.34496279202440094,0.05674449125415049
6620,0.06141909109406729,0.6675433728032675,0.13463152620926258,0.8746955875359551,0.876408405798779,0.6235654513155183,0.4096515135776466,0.5526439271656148
7028,0.7832813808149099,0.35761467247121637,0.7174735209137497,0.12352685092293508,0.32003739972271816,0.7777044715758267,0.20820040072209361,0.9905793548182793
27613,0.01818575384302103,0.5753609442400986,0.3132901188714705,0.6626277570957715,0.4955585992333085,0.9981040456373776,0.4549419237452483,0.022587645410967402
6622,0.8658941338875376,0.6364867500728268,0.5366528421650948,0.6120832934009642,0.6738633283236837,0.7611463734582404,0.8385661260818811,0.9773742241998908
20924,0.9113731892462431,0.10120836797341988,0.6005215273405756,0.5932898448776662,0.02692660021160207,0.2862345947610515,0.9858494184374246,0.4425823964545141
14281,0.6077618737517805,0.6959424256492351,0.6433054661269028,0.2939433701912391,0.8445849842979345,0.9877686190358769,0.9834041359501237,0.5149676408091945
6848,0.7422791684253051,0.46292904099070575,0.7208200594575543,0.6190561517517175,0.12974410098581504,0.9766405002394469,0.5566205427719346,0.7472668680372603
35390,0.24892858810302648,0.34856083301922475,0.831685229089185,0.7906252633525322,0.12581977014911616,0.12149594428803953,0.7337868316772536,0.43192857248262917
23305,0.8311922876422073,0.3777156844653613,0.6723645623927853,0.5994535959083219,0.4183719179536011,0.021997471579473727,0.7499748155955829,0.067462756049234
29162,0.2319502041628961,0.6016417554803165,0.7338013488997558,0.7145268178609296,0.5944848048211925,0.9887226371372239,0.9736842485796782,0.7153409027887015
25284,0.04148108486577307,0.379840505185624,0.4838151097329738,0.14012093468239212,0.07666369001713537,0.8011171353011677,0.02008807458104844,0.040135701064662056
37209,0.6001825865731389,0.40366614845001286,0.8742131901076932,0.8268462385070283,0.8546716562718292,0.10294151333403298,0.03888150178672388,0.7045246008931954
14664,0.49808963107660625,0.6568894834769217,0.35565232415291326,0.037112728717028615,0.5368549931881357,0.4332832285369719,0.12613271325193828,0.1607315529990374
1603,0.9239530108634254,0.6199917163246138,0.16315922386647191,0.6783753123357845,0.5873990082212769,0.4323135998292686,0.7919397308538301,0.09147448102521216
37805,0.02670731459352334,0.4522235716098277,0.724329214258767,0.9889902397945588,0.9923733130802783,0.5713114068578244,0.0008636222986415751,0.9976251893348664
37897,0.10753238631031416,0.42726068202000267,0.49331192142529134,0.8290992827129592,0.055984559978965925,0.2233683414558442,0.11772677194157459,0.3381597483118314
35120,0.737742210594449,0.045499637543492503,0.5802568920973116,0.9647660064464763,0.04117999809832886,0.06692176835327932,0.20121934861476987,0.4118718453726353
21397,0.5730529585565589,0.6467316758048282,0.4451976370760592,0.24028144801754758,0.2349811559086369,0.2817027021536791,0.9261239039658243,0.939636862694427
41028,0.9334354018959622,0.38178667800145305,0.5140894866223907,0.3584830117336069,0.007336529493657536,0.6459550646618348,0.7603657084895438,0.7214197065469041
16502,0.7708529047720003,0.44143085101664215,0.4221410902834787,0.9291867140461122,0.2729047466691858,0.04223803286856074,0.8600468646327333,0.5924444975630124
8871,0.3543558082543069,0.7654105825078582,0.0521570526169887,0.4801297142162733,0.588892032009755,0.9147414360578245,0.3298761944287894,0.4880451282282284
28840,0.44759501464942464,0.6904449961165592,0.4552095865212165,0.7104787765505028,0.45034688840811427,0.3228405095178731,0.9373337687857025,0.25645194856949094
13176,0.2720684922686281,0.5835460674739262,0.39520681611046,0.5456462542767628,0.00018373779549553474,0.030729166119361967,0.8999790280104977,0.5316578447676664
30274,0.0410614014716342,0.4013544076844735,0.9748689885585576,0.2873516642495669,0.5255324919738525,0.22619457467878104,0.9994968875851945,0.5893152370405242
35889,0.9713787588407756,0.2413236640291991,0.08200032042381084,0.9597433980231426,0.1860505977315417,0.35592851634035905,0.960653633595131,0.7489885675262916
9412,0.7644009759884515,0.5322627366338353,0.436815795094896,0.5346115929265969,0.07156622611485329,0.01629523575122601,0.15751894687215307,0.6520485355760769
31195,0.07304671501323737,0.6031413600565977,0.448695399288956,0.9185766879322218,0.64256557458228,0.22609551282427728,0.9923359262265999,0.9713879039564224
39067,0.03025248110303245,0.6530972998780923,0.27845200192599084,0.24261240381047977,0.9428176658638213,0.005297605139321728,0.9682377424358457,0.3475412827623867
7150,0.32924456956214776,0.5771848757244855,0.16131400025454157,0.9996771684043841,0.09603044933732499,0.2707032103554048,0.4755795940718125,0.9191405970201479
26809,0.37649394885090964,0.6007676794795854,0.08368268915406046,0.7025311841133508,0.10905831607011462,0.9354143569250235,0.08576606326195417,0.021013456886257713
28900,0.8138553908815813,0.7676260958888462,0.20163667450694162,0.6553765302807746,0.7498922689175682,0.09019189060911437,0.08558555876942647,0.8427860968384183
28787,0.768500160060761,0.025341394544403508,0.9072203156611941,0.22176681547787913,0.35978032051082803,0.42436942771888597,0.9584199552623558,0.897328363052354
14190,0.7240303194882722,0.3804868387198151,0.778495256488689,0.9166299827744467,0.9461056109539727,0.07498113287253967,0.5472584719720521,0.2557468097437563
2244,0.17409786997538232,0.3160854694950759,0.986352479225698,0.6379084983164981,0.33559136417756463,0.528572585997994,0.24168681870939096,0.9225335654058536
35675,0.8271198244207612,0.5756689010446822,0.38163386332050103,0.022167188321874618,0.42177997671050727,0.14212502631215992,0.9850574797380144,0.45801693311741454
22886,0.978952160198639,0.04394581895887636,0.45166627906705037,0.0741513142276673,0.2800224348398578,0.9832854880093153,0.47059251271812563,0.03357564028686587
10937,0.0008926998996400078,0.21579153486193123,0.9148433470909361,0.3362154535946418,0.01851955207224694,0.6956828633336952,0.4836443514765709,0.2701991961047825
8557,0.7630841633239929,0.2130005313463649,0.7804521757394887,0.8092652423604485,0.19971398563731158,0.007948507943931423,0.03860951453393189,0.9583742307170827
4414,0.019751653271055367,0.21893125947742678,0.8157051407409187,0.9591915475407212,0.2514215716274803,0.8132785307516582,0.046921410235054695,0.0036704448495430268
13011,0.5926338026140804,0.6604508834392387,0.5795075758936542,0.7698812129940037,0.46542309433562584,0.2596177673177159,0.3300265642083262,0.9063980414392164
39052,0.90117942801278,0.44541393636680254,0.6778723671102741,0.3423858754093724,0.6906056891621006,0.9114640021721669,0.682843626979694,0.06182774171991988
34733,0.1672435118139622,0.4627916497859553,0.7302619774125766,0.03633087503866799,0.5589616398917033,0.8483892689407581,0.9632528686940514,0.11005006138578068
8752,0.9220527448494774,0.17843347141202057,0.022950731243118812,0.9996750883247291,0.9399605842447486,0.028166224519153574,0.5034864936493612,0.688401362104838
3423,0.8794767337340647,0.09719629515621617,0.6873232715077959,0.6770219008634857,0.7287104321129325,0.03673164012183794,0.3577438235662037,0.5080356774791321
32920,0.336284230698076,0.6570561187569599,0.023713517610917202,0.07536497312255627,0.1431805822491084,0.011767885524240886,0.027389371028863827,0.7946485849488102
21784,0.34559821207404645,0.676781664789361,0.4637524914142213,0.31851083046569945,0.6052186229848883,0.9827192412449924,0.051798875929117805,0.8782585042636523
36971,0.01516780403232769,0.6541916808630116,0.12648600524992334,0.006191267636713184,0.9551012436599517,0.21313763084214754,0.2286441411011802,0.4424431891521732
23943,0.27014945595471374,0.6880524357829652,0.3113944804208917,0.25565058630917514,0.5668748331631901,0.6424506427981512,0.6279433075049581,0.7313564627679151
38190,0.3778383091278138,0.6598316792964076,0.025006208394301746,0.981746275480613,0.8916908155157264,0.7441643726410342,0.7790870401241475,0.1456591429808353
37489,0.20044182720372478,0.45773255834794374,0.8219816028472077,0.023939476190655277,0.9917607700691816,0.8293992030642132,0.14209996409130551,0.9620825934791805
41659,0.6268100836783816,0.8287915569942251,0.19279459720847938,0.07870908964632735,0.8257847774904141,0.05216815310539693,0.01653615589712532,0.03032900667967916
37064,0.887426183884768,0.7724369910559163,0.14520548709817016,0.08145109572225576,0.5995891472567643,0.8990730194975165,0.2824881334088611,0.0031288579900737327
33919,0.3502528448901675,0.7569235157338786,0.04854230678498109,0.09654348927667433,0.7015986128238568,0.0943646848432288,0.8025980277040832,0.142518779752274
15288,0.06087252938714353,0.241608801729181,0.9982185379429159,0.3940653847675154,0.0028741995022408093,0.008391045225768112,0.779632767156477,0.7855193557150331
6708,0.5747033492854726,0.5007646670148186,0.8377591502617852,0.1279554120587897,0.7532440324479087,0.40863201583748143,0.6121858055761779,0.06922933179293168
28828,0.14548949913588,0.6609861701647235,0.37797397581996606,0.8982927407909412,0.5749711325912377,0.9172475754590445,0.5591171205152523,0.9903972108492876
18886,0.5904734313014073,0.4599435232729314,0.6390232880518053,0.8251747357122505,0.20948891870742717,0.5509379355321145,0.48219013112017506,0.05256528381229587
30512,0.15958037915843604,0.6198962006211448,0.3318388469897794,0.3708582696772108,0.4399422188137691,0.010167457267482007,0.2574011374025394,0.6445160471573769
29523,0.005277421789595942,0.6747175402156527,0.018213832076814155,0.29614999100203665,0.8423063712300116,0.7662608441672248,0.817072608222855,0.3888219520933159
29937,0.9795035035098274,0.3955224994656498,0.3915907588232033,0.3534696685780465,0.44473294771813743,0.5021146324197612,0.3804926210713872,0.12187572967355866
26123,0.9059666110287677,0.06581547855381754,0.42941295794755374,0.9042295598626771,0.5019453578282705,0.7230960791496928,0.5318671185861443,0.20174238861976995
2114,0.7190877938852417,0.6189338262370819,0.28880896702743086,0.7878080402413736,0.3378435045688347,0.011291434919134345,0.24194051298237737,0.12871724679450236
32023,0.7018386708695818,0.026794957216550938,0.99343190823279,0.8079663262836357,0.029591853469918473,0.532916938834253,0.29351692490631265,0.865424323546065
41861,0.45163009731656845,0.2780065199429902,0.9859135784640303,0.5301097722133276,0.12539274887967855,0.8177440545160357,0.9677680870952353,0.9325890699064423
12970,0.6063730937743407,0.4856904741196793,0.6155080525698929,0.07402849077351562,0.28744118696187054,0.10133919536547645,0.3578919035458683,0.30647034638161863
14001,0.7184899421052761,0.8123218004946381,0.13565588439819046,0.05766287423299102,0.44130668945428636,0.5727188816988915,0.8116917509399514,0.8235896296994013
29792,0.008931789693922441,0.271568049575865,0.9788794669451804,0.8552565803474119,0.5859655674409051,0.008992717093676425,0.009979044613394165,0.09216540705345128
5496,0.8614738528527297,0.1456645209573812,0.5775823481885718,0.9792041933780522,0.019342203109845996,0.8950172695647155,0.7788335374319754,0.5488639024702846
28233,0.2940932228981688,0.6037988160392983,0.8159630507469186,0.6350388416246829,0.9784832700923972,0.003762741820897257,0.9657419348385287,0.2165185128576487
25135,0.6997601098207336,0.37269905000788217,0.9704384811102026,0.852914307825913,0.995688852000837,0.41277657494211567,0.6446087648931931,0.9241045447282522
20770,0.1520381776322755,0.38183309429448165,0.9019205138377522,0.05582837471880891,0.6026123641379733,0.36441228158742733,0.5994107729270358,0.9610617258156379
38666,0.5762907579444771,0.7490802499152577,0.042592047920913846,0.4122195877304112,0.10720445840511983,0.24784399650694744,0.45805046595607496,0.5963363104707288
26766,0.29283660635921893,0.18715259995380057,0.9684740383196907,0.999006689911006,0.3966197836512778,0.13878698901215347,0.33838015559453666,0.6827177409956274
5896,0.06620332904488782,0.49917570420069857,0.8357819071340108,0.3413369551372938,0.9930083581707767,0.525281131734037,0.7908179261096331,0.7172839912402138
22383,0.928330810229668,0.3645952869211141,0.6534204527848728,0.7125971375063032,0.9667007187055654,0.9740917907135628,0.6540874991077599,0.8161833297407676
12623,0.8746377141053544,0.4985277180162517,0.46412290684619845,0.9148691798357096,0.7162667222816724,0.9142140440402964,0.9819178035239601,0.30517054318330555
19738,0.5335887156920675,0.46954569710552657,0.918154319081346,0.3714964363434842,0.7358203806081222,0.7864471940981369,0.584483641460534,0.8018108174036421
22964,0.030834881772712906,0.34366598951878136,0.9066484847401631,0.44201101549099814,0.3646433379615878,0.1659050119396798,0.5800067897460705,0.023541934548079527
16934,0.7550035842362298,0.6663860984072237,0.2986772028377603,0.7503755347300226,0.3305766473261018,0.7332837183003349,0.648075474806182,0.3681040374870492
30294,0.4225700534435199,0.5464069479516808,0.6527059819858778,0.07859122098185856,0.39117204900346325,0.8922246080812848,0.7470080353184704,0.9142102543921395
1176,0.05274746354609318,0.4418379441210029,0.5537799601270929,0.971834539794646,0.32133794051707504,0.7161317586263275,0.22394239941962044,0.6620756120508108
2723,0.38830239084104545,0.8081877094151962,0.067894351406778,0.6944840591952,0.7275420925162528,0.35840916140999074,0.8242729175834616,0.6882204864910743
30191,0.9385152601427394,0.8346459408897879,0.17195929761023027,0.26549927686989944,0.8581946110266946,0.8328243013327403,0.4196540568206294,0.9379830068427338
27531,0.2698686974835673,0.554467207476093,0.8271802242749833,0.8384087046667555,0.9411554458898552,0.3708457834515406,0.36690032756619273,0.4409393979829622
2251,0.9802058878262703,0.6415366610705002,0.03894208413472242,0.3784613633917105,0.3119136037152936,0.9321022897312847,0.7245093859793141,0.669676521475938
33438,0.4633375875827357,0.6394270438667844,0.8218162735920121,0.40307283194482263,0.6150273372394085,0.07604183945235748,0.8442874145508696,0.7433240406821271
26781,0.993424596569796,0.10115220829779989,0.14637539667752664,0.9402388779568087,0.9777962524480395,0.46247658914657785,0.14867738395736135,0.9800367391596279
32864,0.019936574634353874,0.5907108693256032,0.20992676191262563,0.5921307034932863,0.17001129116713096,0.7934987795971524,0.8936336882895808,0.7760940246110926
18757,0.08728982896775375,0.6041905650088116,0.375044588428939,0.04322957831684014,0.8055978408949511,0.968738591084873,0.9002462540028251,0.7124693328029414
15970,0.3823453967939699,0.6129159517414255,0.6945296253262911,0.6399404154385533,0.7668109469974762,0.10942885807101171,0.04207989429677699,0.04586737589713448
27379,0.8231139042426826,0.08705334845718572,0.8835120024898165,0.5105206105168851,0.45648760636612734,0.9679168918077221,0.9495714403075387,0.4160391866834383
7100,0.49496195846886315,0.24509365072192246,0.9622871009065528,0.03242536149651724,0.3672147592914892,0.18429671496343883,0.9311163117619445,0.021362748176268945
29215,0.0135632959490888,0.5025519719246758,0.7300845732675092,0.7549858573108913,0.5087278348166819,0.05060621456186404,0.5398256976505025,0.8395738006402187
14493,0.7327812587261644,0.6613585093579131,0.6257890209532027,0.5624789082404597,0.8099516933796903,0.49998408440456815,0.40667233278412046,0.3346625607492647
