,sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1,mse,mapd
0,0.21599720949472775,0.2248968968644024,0.27614881213181297,0.43937541532962443,0.11289412352870623,0.03256959011365221,1.2054951080028031,1.404907155181809,57.2001356468914,0.6696113234900952
1,0.3371327266124276,0.2273302891813569,0.26883848767305296,0.41597329764991364,0.0894926100462514,0.06378367256870769,0.8930863847371143,1.2735204998298904,16.61750787062345,0.32908184616103414
2,0.37153721756368585,0.17907410897540998,0.32619944891446023,0.43218275396698164,0.6129237234729447,0.07355313695640585,0.9551837742964324,1.060381037111037,38.01539950232734,0.5518396180110565
3,0.3852320892988214,0.17215644985070505,0.33962664365982076,0.2934541110234195,0.5879119952962236,0.04479281403378757,1.0111221714771845,1.5242930066714395,67.7467279646677,0.7666499894314202
