,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
0,0.39701592185931517,0.3953677070899091,0.3683249301626268,0.2046589288483985,0.15869114742940002,0.3990455525329466,0.20401086513983377,0.088381455761505,0.25563637678307105,0.3520674063893933,0.07211016847976055,0.031763642040126716,0.7424799502157717,1.0745307692609725
1,0.38614266278200426,0.3932644730088654,0.3436210947499185,0.16657291919930806,0.28687155302142475,0.22595632032507496,0.23739339460216186,0.15467949668895226,0.6153152416427102,0.10142323122428508,0.05719152057698812,0.028402475672598196,0.569641626030629,0.998057628836921
2,0.3450278933796803,0.29999328582379836,0.22970493684106497,0.1846341119353333,0.2076782012333934,0.3580717038733668,0.3871654425631257,0.14220647157818259,0.5868554210532564,0.13298535772184297,0.020721737066607068,0.047456674974939494,0.6783333456073642,0.9372706907076479
3,0.32859633675578626,0.3815248073230114,0.2156487258246952,0.25797818225669344,0.2121367807329415,0.28409658778027974,0.35870629173984536,0.31315979252068693,0.622460434624902,0.6206607205818893,0.04104333098509401,0.03608496333629416,0.8311458881876288,1.0975515994874863
4,0.3933714664092508,0.35446379192045874,0.2696043958927051,0.2521568896509221,0.28809492191314073,0.23782062873631177,0.22486369127518194,0.5746391908962662,0.4263791802361937,0.17787946035579255,0.041495595785931386,0.06785601920195472,0.41437329342899626,0.8093967364996579
5,0.38078085455952027,0.2540918038086673,0.37861488378904495,0.23266618536243505,0.22543558013612452,0.3244614235585571,0.25814515719126296,0.44109463946373584,0.10009087825480523,0.601398306586583,0.042437154410122746,0.0744104603130865,0.5942547852608782,0.7033397798664516
6,0.38550035586083087,0.35930981851668475,0.22368246256280863,0.16543002129083598,0.1842222935636946,0.3859822516949084,0.22242880349235855,0.18013703694747596,0.49552339101766324,0.1722699823612409,0.026033974831980406,0.029573948164795874,0.4036700311267358,1.0634965817116964
7,0.391656217743215,0.2757822413414403,0.33443208305232885,0.2379468302209103,0.218523673349311,0.37092598540148725,0.25831768768123614,0.36817172203047244,0.5301456760293342,0.1252028523751573,0.029343758863074415,0.056422248829987226,0.7029394395604771,1.0977493759989558
8,0.2796250824615045,0.3078928327611694,0.227034552653622,0.2590429014001012,0.23587062503088607,0.34289095870932196,0.3465857969726355,0.5743890537074106,0.5678242805415519,0.4001611060789436,0.03523884291921303,0.05363563823271489,0.791448879624469,0.7995925538723094
9,0.3730637242816446,0.39078057063889604,0.3330318029495659,0.1887025874816361,0.27956443627873595,0.30376629579441194,0.30348155117994025,0.18997079362688002,0.3617790211879084,0.261352557013093,0.0801367896718573,0.03486992808549272,0.6752864866010369,0.6490734479563319
10,0.37785945134455207,0.37766539425969126,0.24891632198895586,0.238109413027095,0.2606709678839602,0.39392384178196493,0.2030900391150112,0.6060212327717102,0.2156337843294046,0.428254171851644,0.0446204899776364,0.0760851416876618,0.5848903645471941,0.6389838896924851
11,0.38101809199083125,0.22109514881024067,0.35629764221695803,0.2453909800167321,0.1841986410054612,0.38994929767752773,0.21917941178970202,0.36894200811114236,0.5672087344248982,0.32949663207545166,0.07539406932722621,0.07741027273132829,0.3941169060755455,0.6353394569717914
12,0.2576165734850745,0.34088674605746616,0.22311798321589524,0.1572330868759079,0.29944141344065,0.37559913571680814,0.3487077069489778,0.11809874377549484,0.5390125898599054,0.10286352645548559,0.060160655289428336,0.07637573908921284,0.6879060233656046,0.6442888655918881
13,0.30983822522788085,0.34585026963807924,0.3427174295129915,0.27874318485268934,0.20112862392620817,0.38822031214003716,0.2579244084377243,0.40172061070826753,0.3229813060975003,0.2504934838651042,0.029334453192255076,0.02899011696238168,0.8246207320560057,0.6569261118730735
14,0.3653078678599657,0.32945916399617914,0.3020801055722311,0.17834115903813352,0.23225646513358145,0.37487242660022,0.26133865872045253,0.6083711725650399,0.09377072094385924,0.13042136055433512,0.024464299604235212,0.030680099330319455,0.5464212442111944,0.7545917209388415
15,0.3382337541747755,0.3156489610389978,0.2083290164765996,0.2213980216428017,0.17254561981849723,0.3774598728739411,0.36272859730599366,0.6058415954651708,0.4050638874749801,0.0994622027573313,0.05088312220931787,0.04368109320952828,0.33930112812445457,0.7884720958963768
16,0.3721627053980717,0.27205196547089516,0.2078403591206275,0.26054798624586556,0.26677767368466176,0.3761001457832134,0.20602114725610426,0.5144151988754413,0.5032043585105018,0.11320504470626497,0.07917052929026945,0.03771099266810871,0.729074382539654,0.6371966836697517
17,0.22901715639758488,0.39082493648946626,0.26941515034457797,0.25105049644422534,0.17199225145946218,0.38173160771317494,0.25043901534929564,0.12346753089447907,0.5594904618915275,0.3156761523252801,0.025784336512931806,0.0677659706731539,0.7175364459984261,0.7241283704513359
18,0.287692761426143,0.39122325186683304,0.23870539952322545,0.22393127887882414,0.23016306734550468,0.36327182825755766,0.2955849004656141,0.1764172572634724,0.1546809345011153,0.5001390555569074,0.08161559664102523,0.057484310765341884,0.8026120612176744,1.1025433880459274
19,0.3705405178696246,0.30449312315842625,0.2475678136145867,0.24677670256314937,0.2567709977143318,0.27404291939163405,0.3177091553797185,0.5788819800034136,0.5491094462676316,0.5665948096579746,0.027422061964525207,0.02195164676098682,0.33638969074332814,0.7835690310042908
20,0.27657624757854,0.38158509147427855,0.3792206746442511,0.2683682382406774,0.2477702794405351,0.23428116052095513,0.31248365997988864,0.6077141030257673,0.41424889749034693,0.3791304098857019,0.03615637663471484,0.07785018094328201,0.8306573305772214,0.6592654985744273
21,0.20169768753204423,0.39413175877732004,0.3697408755982594,0.15456615794480982,0.28846532329281227,0.20641988892607124,0.3882636271375485,0.46621271482569615,0.43215145719583514,0.34456235262977214,0.048822742890655954,0.05376641197659948,0.39128759709646804,0.7198988831044443
22,0.31378110973691475,0.37936133373183123,0.3680809733483598,0.27649877319149324,0.15109279351142343,0.2607753344777323,0.26997728334620075,0.5230946512583121,0.3359733105299897,0.16245926958550094,0.07515159049497644,0.04088547879570756,0.5960800775698258,0.6391739369701319
23,0.2754473792297281,0.3656068215987023,0.39095718645319355,0.2155824497880059,0.28741111008521764,0.3616281102146397,0.2841700801339228,0.15492827795514125,0.15445700805732554,0.5581624571047334,0.018149275806298003,0.05540386910623345,0.7753236840440437,0.8617962933758646
24,0.39932817560102124,0.36119706917440386,0.21292342172901108,0.2501406028638157,0.25742362921417367,0.2246228505162473,0.20806839558923051,0.4143609731294078,0.1142632407890139,0.583018982262026,0.07188744004918426,0.07549224835020453,0.348280280991081,0.983773350597432
