,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
9863,0.41849099589386485,0.5860169558291586,0.33758608671803003,0.010859461354087,0.9952248137204289,0.4743697385100994,0.8831496335380394,0.6041255837693487,0.5190703120411314,0.388433675165717,0.8955285977868594,0.483013386188639,0.013047136234069842,0.8704691375929293
22373,0.3927841532090372,0.9511288599813911,0.30617006651190226,0.3138159344506184,0.8068115198415288,0.031675144775483145,0.7028155129085626,0.08657633211330117,0.8830808869349716,0.9171164538498783,0.21757267609635914,0.9788443054609958,0.6039851379810586,0.05213182921341176
5440,0.31435818231887513,0.7890039170939728,0.03361103660713248,0.2543350159624089,0.9300246066391757,0.19820389484577317,0.9756040662080628,0.8608496030385144,0.8365468686973581,0.45258758551369,0.9698240280762146,0.4286287721098499,0.6606137485948151,0.31020237459639277
1796,0.1001473565086848,0.9751403050841576,0.3364731118771156,0.5587782469147311,0.4236958354757868,0.9580037725354505,0.37168081984339424,0.7304130220873031,0.32202753890819735,0.46293587264959013,0.02074300085133781,0.03960262552755131,0.9596150782484346,0.9067087500387627
4925,0.9776711910249505,0.9897816738256369,0.08928275045431579,0.653820370993622,0.4731564179895933,0.5397920087485725,0.2633348063745306,0.7564483732610274,0.1524850555650409,0.24200555622550277,0.4287880702142117,0.9964982185571535,0.6800955138262689,0.16455393691286171
6245,0.45423127638732574,0.06618983850368046,0.8233772356505432,0.18323108213621975,0.8252197272253058,0.9876281424604105,0.8469825767842594,0.585784703994049,0.5463073570970381,0.21678198580638328,0.9640620248545279,0.6505802786770917,0.6578154822797184,0.5591939306141901
19083,0.7086902027813613,0.3567291155562177,0.12631884106003208,0.4710200010414245,0.26531228080094316,0.9716330194302133,0.2896414211753133,0.683562452963035,0.10514185289769817,0.9241527909192718,0.8418839301867992,0.9532851814458314,0.010238788545726246,0.025472977212711016
1649,0.7518973383465182,0.6916773682810615,0.9344382210975989,0.7638022582041963,0.08638725907397486,0.19459026795738005,0.9412953615324178,0.8294912629495412,0.697486682514845,0.24036294639377295,0.8007646281418499,0.4721242453333715,0.6235332467043686,0.8599207961673366
2650,0.19564217729257866,0.8801630192857527,0.7114474199830789,0.4365646766003336,0.8391252009474763,0.8916037820448273,0.6031774571309861,0.9265058266312153,0.03581083580399618,0.6609192873261481,0.4836454305717189,0.8623553561473315,0.9469588900625228,0.18136788526756095
27284,0.9541172851470724,0.5595131113689842,0.10368630704086336,0.5293549419442476,0.6872195638342795,0.13654085864147006,0.2432941672672586,0.924208781883325,0.13670415320058155,0.22859426295114918,0.5163485913927734,0.07291589026797131,0.04154792970172331,0.869412567145492
1748,0.5832327771628162,0.5665354728489147,0.7048730042028749,0.4870107560029345,0.8291302374757678,0.38843443854397636,0.9291099229592917,0.9117316896554084,0.6083771961452492,0.5920381478258468,0.3417770717707026,0.8117127657580706,0.21230935697033246,0.531271505271502
23109,0.6718286298430268,0.9262338468265479,0.7418504459899767,0.5080175870437085,0.8693842904399086,0.08679384948015087,0.4532100278605097,0.5187545410628013,0.14862697498531657,0.8933646477048495,0.6155780289689842,0.3156082953270867,0.8091981846302113,0.09936007247097128
494,0.5889246177396134,0.1780836122434153,0.3007250214394743,0.47387044777250487,0.408543863390558,0.9218193527335293,0.9740045296096553,0.4819559625044367,0.8188591460043392,0.8969250147505975,0.6750597238202738,0.0029388939772072584,0.9208759657346041,0.19754565560873902
6098,0.969934158815231,0.6977578870759267,0.6840254192917083,0.17774357124481485,0.6575369269330662,0.8656018383623103,0.8340689161931123,0.21889567011638805,0.8275444890318843,0.9790332293915306,0.6328892591516088,0.5405242839377707,0.8889236736956578,0.005450970552474053
14713,0.9069213522602572,0.9184735305270174,0.7540755106356152,0.2014696750055813,0.3406648188800258,0.01264439351509308,0.6895185017746619,0.048090454981505625,0.8031022109165645,0.5853051297412333,0.6561773449520535,0.2596423439325236,0.5525830599759887,0.9725143092922407
20382,0.9450719019455269,0.8255455698367545,0.0002600792488984005,0.22060119021267244,0.01748712965640282,0.46547179199676714,0.6601718853352245,0.07227958677769471,0.7415496721063083,0.1472324912913363,0.4937874103765575,0.14666440875509051,0.8414853784654259,0.1924552601809667
22431,0.6411471195166835,0.08895704249139794,0.49520733289517255,0.40522515299199197,0.41830422817540824,0.6468532617291499,0.7866125260281875,0.4835422514755816,0.589205081998611,0.3173576627246899,0.45486563767974075,0.9183891291857833,0.6612494950903133,0.03465107708008453
4316,0.5871127019147789,0.8621820980411465,0.9534300077618577,0.9512625330902135,0.07289146065915841,0.6783172845572263,0.07445487679375562,0.5069389276651853,0.9241914429438262,0.06675064723187892,0.9261594395384799,0.2168217042519461,0.9607980099566453,0.38031752223132437
27695,0.8666643128605682,0.3373757181245723,0.6753207481248723,0.2823584306399797,0.9482210213169794,0.6140647835114093,0.11040043323883138,0.5739017687743705,0.9341919307430389,0.5461459664882232,0.17705176116226778,0.6341683598088487,0.8267437919595121,0.07890459591027806
3554,0.08595310803151825,0.022993874355648824,0.6942152231568394,0.2209635869475959,0.9875749490505493,0.9897532870262643,0.5300421680103893,0.5413428483636669,0.7010399608590765,0.8176319800868811,0.08305209535195514,0.9842542731781354,0.9800331946945369,0.7138681260573703
27360,0.5277888160710338,0.4670197597489089,0.5319378668433452,0.29828581765739914,0.6560850638993262,0.979108091475894,0.29341346359767584,0.304305248539385,0.1389555417639072,0.1632546418014577,0.06958592409935717,0.7839679374102491,0.5282650786995812,0.678214821416337
28252,0.23437809328304768,0.8655757514864862,0.40053993196627924,0.39657759137725085,0.20884486541670666,0.4879305694840498,0.8735535896887854,0.26662697284409415,0.297881825968155,0.989099225270926,0.9317702177098156,0.6022121882307473,0.5773719589238582,0.0729098082585847
7940,0.9237989672310721,0.34954048209585387,0.1988773539923101,0.48007623383965525,0.3818457428817081,0.7983928616924079,0.8735899681036902,0.9524423931642805,0.8144802342190787,0.39021185289581445,0.9992540449751351,0.14619062890295897,0.3973237126342087,0.6374447178111016
15043,0.5738037295511909,0.8359488086701955,0.004343963503579215,0.810008789979218,0.7196928964945201,0.9131931077818446,0.11163659432316021,0.6913992442985621,0.845000117911587,0.1809886304458142,0.7276054240729861,0.9559983615798766,0.2057200921303728,0.3302391127101116
7050,0.6596229883363487,0.7483786742483234,0.3357806849803563,0.6066329663445122,0.006223472654456291,0.9842272083870619,0.9478346273523761,0.7628712310829758,0.7882626583535632,0.9608500634281467,0.1241979230011966,0.48495310676724324,0.6221728507318804,0.9982386638642958
10128,0.9889728158103536,0.7531206086508653,0.9788368184224135,0.590925515736003,0.5163511973826532,0.006866122532403977,0.05063678978675261,0.2396699728150372,0.9944463632692692,0.9081219292387395,0.4219729438307474,0.4878720394610984,0.11092715037630657,0.8599650854348212
26774,0.9523253595254343,0.27707573128290824,0.017881243084255146,0.11152935519732125,0.4696055125900757,0.8699665340068099,0.17005302427058763,0.6450985629918558,0.6489480055198379,0.5945863975031102,0.4720623559707182,0.1893595196781413,0.5633946945872097,0.009746837018849881
3169,0.6336100891740183,0.8729110173321377,0.0342176931991867,0.4650448975444022,0.06908908299144573,0.23575328245466481,0.9725225566830646,0.7223662090820581,0.49807212257472255,0.6892937164952677,0.008563807718859041,0.7719977879454495,0.9484115498242041,0.29530932714586583
7220,0.5112572699393395,0.6811444454070349,0.2703491067825539,0.595725488515826,0.8017375159571752,0.8559860024703019,0.7473560061537264,0.7710372083752401,0.7023807262852595,0.6196143190630887,0.9518020099628889,0.91031098395793,0.8856776891286466,0.8539060039442992
1826,0.9222969955110867,0.24866533855095913,0.98638319008705,0.3479229698222197,0.5309145061012106,0.9803563245754954,0.017646114706089466,0.20490540757143036,0.8470228321695377,0.04317019080568126,0.9372635049263054,0.05153034072239896,0.7731879657238658,0.16410522984420114
14664,0.0045792335122798265,0.8820036465924391,0.06891915095821367,0.10743811684096073,0.9958097982772295,0.5652045490036197,0.7855170700663349,0.20424816842899413,0.7740538069309042,0.07867662739535076,0.4758669564630679,0.9866517259631722,0.3335468270020683,0.5343801752552907
2640,0.9856562075535882,0.7563046640223329,0.9353211367603561,0.12077234286973934,0.6826798907447125,0.44734025043360987,0.19370695387650472,0.19483451469426866,0.2621430071024339,0.9819148217700214,0.7224732551052531,0.6056012022173732,0.5314506973228198,0.6740969698003717
22099,0.010926943726085922,0.861180232359416,0.12179068905384635,0.6757245432588589,0.6069920241773122,0.5098412211748536,0.41994522154419106,0.26591490173033483,0.9145562078689382,0.8470567225305949,0.6151292023568294,0.7768380765235541,0.9165547992808663,0.284930973594478
4701,0.8349127647592552,0.162405748124859,0.9469980146052035,0.47170290994795555,0.5628839317304145,0.13573025276792008,0.7397301283003133,0.644410387339869,0.4384744779790783,0.5990252500275003,0.5922479755058483,0.9330645118733619,0.8874131731993595,0.6866067203512237
26893,0.25264743803146567,0.024963442941222082,0.15565165004399983,0.49001311236775463,0.6758524300134978,0.973379320110193,0.12985123988941338,0.9758633664449046,0.7239083170614665,0.4653901455052429,0.36460438829026826,0.11149637968627192,0.8351214179114762,0.6736788272861898
23089,0.7869882155519737,0.7515431560233059,0.8272828843629185,0.07956864580216191,0.6071684341347434,0.17047470637812803,0.8802269912953441,0.9141052797853698,0.13600814403762604,0.3633819539801572,0.9476180708240894,0.2491565424478738,0.9861707336722761,0.4575800745689024
8582,0.321126273287412,0.8022702716707683,0.963554268746529,0.5398886173009416,0.7782112634493754,0.9946732803107519,0.7659346274586594,0.5652701002440585,0.9171004127021051,0.05955811934311284,0.5294470840439296,0.9851267499544654,0.5217813438680714,0.0905724391815947
3145,0.4078601884691434,0.9733459235547405,0.6469457409193896,0.7961544216339261,0.748321427729032,0.44743205428292926,0.5537255718220322,0.9847184739997491,0.9588100564305964,0.3743941928409452,0.21363182897169522,0.24752024261453792,0.26590793672288215,0.278484993715836
9971,0.7189324337447466,0.06122442537541709,0.7753741012434862,0.3224516023209655,0.6511098192222825,0.9937769100938811,0.4419233506449823,0.40773811957624817,0.7375351931666773,0.878054012331554,0.6186462985685707,0.7508231557087294,0.092955273162651,0.6496034585683108
7633,0.3593335691928105,0.9840644098325179,0.03455564084247925,0.10564081989106054,0.16827716077730087,0.29606528964296697,0.9499480597625323,0.21344945644940172,0.9953400299027626,0.3762167195048171,0.24069529256974095,0.05811760681165939,0.2962844556394052,0.034039111368341715
13143,0.42853970787702117,0.4337653424482991,0.6290881912945688,0.8427340802487113,0.05190702178285352,0.33176664558346947,0.8451747067120676,0.9908783032440621,0.5319442423277695,0.749720151019094,0.6546438001012714,0.39401231141798565,0.9810751970134604,0.05619334852239048
23952,0.7411934105899698,0.9585358972697487,0.005272719412547979,0.611641428272342,0.09191092908989086,0.47808605260649834,0.17830418832872663,0.11754136551033052,0.20727573975084265,0.8593728814595558,0.061663804632320525,0.18592599607394883,0.9921446526766019,0.012510588215804096
10557,0.17198791314207026,0.831157812781702,0.9803829274030822,0.8991486898784031,0.009445020120442254,0.43343486240030593,0.33293200978445747,0.6735420286128735,0.9373577249217803,0.7695824430476904,0.1897217813470369,0.32158568374794444,0.6787851936117492,0.5575353309118334
27776,0.12033303164967295,0.7452525897985546,0.9140272086184567,0.42540204469224363,0.9906233393847002,0.5904869460672687,0.17245066535071754,0.08228034192081267,0.9251756012818325,0.8934996183101176,0.7483029782199726,0.7921858724194865,0.08371704547988093,0.6128543363420238
2495,0.846496031808903,0.9582284700683291,0.004921876745172912,0.5203217802620358,0.38856642258276536,0.8814519175137727,0.3170555601179844,0.034399509500017945,0.5161972896111883,0.21516032856890613,0.24260134732812239,0.9480343033414411,0.93710784140814,0.8547806015095211
27135,0.8674297244455426,0.5734341990147545,0.8416469846029607,0.9199460560220049,0.44926304426463115,0.8144925382044412,0.04067558540264271,0.44410065797641884,0.26324463436855905,0.8439944019560901,0.9098455263986598,0.015439834854418086,0.8751701493228173,0.01870151757675845
18647,0.884339651671926,0.8853817562797952,0.7149059093050747,0.5075478831004124,0.3185607501662319,0.1745895153249661,0.32403212000750137,0.15182284098482404,0.5829052063596161,0.014757517656810607,0.07109996502472571,0.14232464972374914,0.9693163230048886,0.6061356977817142
13270,0.9987975223944333,0.47194879297446907,0.7270753071431291,0.6239545987087477,0.5967889229269547,0.02311392109878694,0.1423787351258295,0.5989251192063648,0.7752668660265547,0.01355896438029224,0.9483731315096486,0.18342731977403406,0.018486797186667753,0.20370146593988273
16085,0.06429940913510265,0.40000733637174574,0.5624362603630694,0.6125859447228428,0.48902220607631264,0.9982544722736034,0.04966252788298171,0.1400280989415484,0.7567617123354712,0.9360388307599952,0.946039078277428,0.3716466212381146,0.6693053910333346,0.012839327149582035
25046,0.08605114465023743,0.9962753954021353,0.9682504856901374,0.4901078832260355,0.6049286003738769,0.0880365036040969,0.37996485627747884,0.00225704674854623,0.9955839971340715,0.3461130207548828,0.501117684118063,0.6425219484047608,0.31219019961517586,0.15113356502518946
9246,0.5351144341871287,0.7679260156652143,0.06811969991269864,0.4088923275640595,0.8937771855491763,0.9782161389301753,0.14384094665312347,0.2901528478881413,0.41361683452511333,0.2615001731731633,0.9743804620619375,0.009116127099168612,0.5012329306234603,0.6545489838776157
452,0.6429816837789314,0.9076240366150571,0.07824362912347615,0.7198545483779563,0.41424520488627686,0.42048293890139893,0.7935314586992269,0.42560719833356087,0.9979197945835605,0.9945897044503588,0.3670472946146212,0.29250297109205525,0.9993979839583049,0.9500853858885938
3906,0.8810219647000685,0.3803608632382664,0.9010608674535133,0.18910160942815823,0.3187313514902365,0.9931253262606714,0.5284467283795868,0.9995653812890078,0.0341446340661182,0.18485028340377857,0.8079972705567207,0.9554296836047024,0.043303713538098504,0.5566313313516775
