,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
23847,0.11873717457477694,0.6507347191967273,0.8795163470171917,0.422704358501704,0.6143841791684367,0.7257685485302221,0.8672952399364541,0.9124738194852116,0.4606109430527493,0.23455949089752892,0.27879027716875837,0.4210160311078203,0.31361976049819035,0.6792272402319555
19628,0.8940890630503614,0.3841118870556343,0.042036480800044705,0.9615012501733116,0.3711972200644172,0.02037642203369153,0.4331145654524202,0.6360167714490407,0.426424323518946,0.31245428372445155,0.9998390085579412,0.5068192428406385,0.9400883052307536,0.33944199604048686
24074,0.8156717850823305,0.009462779871906246,0.9638036009219739,0.06362875420264097,0.4522792879710552,0.2906974045863558,0.7114840911711094,0.6251548630579308,0.28300525335673943,0.9717788027285498,0.24781127641654277,0.21886449165726998,0.15463961170364612,0.865706448432061
13472,0.5256857916074418,0.9134563811591148,0.6118112351085967,0.3282822786122934,0.987614132212457,0.03518659407051793,0.7217384625219059,0.6216269643397261,0.718691275624219,0.42999641015249784,0.17015669236745937,0.20377659364256512,0.022962668937152788,0.890070153583462
15518,0.9703389633302592,0.6204971661194804,0.3712449750503077,0.2319043215569708,0.7717431191489739,0.7107972265152904,0.023310702340635026,0.04664711188656799,0.41029419165019637,0.43019597001191917,0.6306482322466678,0.9851160914199554,0.8282442309198527,0.9264805140763794
11932,0.9147545752511966,0.7752110465250652,0.9274128305079431,0.05127158718867305,0.5423766279505371,0.9227680849045943,0.8877676344930385,0.0031273368838820007,0.7634756763301634,0.32923206005128175,0.5056010050327658,0.5283142238707476,0.8441634195524109,0.8728809976677429
11682,0.3817927872681189,0.9678873395046859,0.6245118715271595,0.06286020169128459,0.9993515780139818,0.9877457819474565,0.9156663734134084,0.8189610258288986,0.641079762511821,0.31123174696534006,0.7222052796038555,0.9887242138506439,0.6428360921340571,0.1719317957838525
7987,0.23724868512178157,0.5984779175878547,0.4857516820098049,0.41097027978619205,0.9741154748680763,0.827425055669316,0.48070061797711944,0.6663420348451242,0.40779127466363335,0.747797236285793,0.4926608876689287,0.21258517656360573,0.9322417491777283,0.2502918177861895
15250,0.8939043698832034,0.34635722176045103,0.152653194461081,0.5954705122932094,0.18604549236025858,0.9587624188605136,0.17724325610518152,0.2997871670867951,0.5359252983171288,0.10301051046497176,0.12947419157492024,0.3581475870828178,0.9279578671252104,0.9729374427521766
19123,0.06568471529437533,0.916586855729692,0.7305885025026783,0.07324143644190408,0.7840817547803157,0.17809861255520829,0.8848443079497302,0.03975068501706528,0.7337542855693245,0.13691480961625402,0.6485843838825455,0.393745712009502,0.9439834210034272,0.1426450947338779
4634,0.2622460362240189,0.9229104583612497,0.3642371914188803,0.3390870431217981,0.7796811801820703,0.9134854241258451,0.7293728324778711,0.0998153113009005,0.5827500653378204,0.229630562018058,0.9975779719005752,0.3685122187157769,0.8504028416751626,0.9209007457002321
22274,0.24317445266863744,0.15516565492383835,0.9061842815091242,0.02606459661988651,0.6785465167760033,0.8025311378027028,0.9941281745669384,0.2917778126838783,0.8076398394125853,0.02243960265864939,0.8792718664262597,0.0334026001795996,0.4356329839680958,0.20304957336358107
3552,0.6522650642066136,0.8484717526351536,0.20256369669391386,0.43956234187632637,0.5297881700122826,0.30069807678442934,0.988538618971025,0.07054442121126987,0.9602745698187353,0.20326487172716598,0.6920679791401201,0.9488187371913129,0.9898139820531952,0.9465837138220939
12381,0.8505320639663864,0.002568393830723132,0.6429021961743402,0.45081307152016026,0.23012569472155175,0.4062273596089968,0.9923787573246026,0.8826542766692086,0.5343078357153759,0.7599733343611073,0.7433633750294748,0.8703368670203986,0.07104529428364859,0.7442185146386454
13803,0.882763509873031,0.9511404309558702,0.763978627917716,0.28070885080594976,0.26147338797004926,0.3265077238806901,0.6310578688324896,0.3243070734537207,0.6819414127574466,0.11219245462840144,0.4115512567076664,0.7477980323388934,0.28842613251917903,0.5415462396014654
27721,0.0234048325950148,0.769370247676723,0.8638256709206472,0.6135488982732122,0.14266801206041058,0.03963298077854047,0.7219227600118971,0.9067961100232633,0.7921282961129555,0.28108923578822104,0.5398141290763492,0.8502757265937302,0.7390976530648061,0.16039673814595193
20713,0.2223791282796628,0.09379815618423126,0.9787426948050449,0.3804815644296761,0.8744986451664235,0.9524242008416468,0.07196943356450067,0.8203307779281326,0.5622594853117141,0.588884996335769,0.3162394870391098,0.062125290417220855,0.5660176550940468,0.7028533343215142
8500,0.5237738986338766,0.8468323705219539,0.17084364321702653,0.9272402006767896,0.8366569875235366,0.47160858672439315,0.2220259668246587,0.8994760796444846,0.7420899550020029,0.4100689374890327,0.6728519460767677,0.4955057456918332,0.9820507233709772,0.9848431392002452
