param_rank,sensitivity_score
sigma_C1,158.39195610451006
sigma_N1,135.59189560558013
epsilon_C1,120.7531808063909
sigma_O1,116.87544376510988
epsilon_N1,90.73550921754082
sigma_H1,71.85008014492797
sigma_C2,63.600442070079765
epsilon_C2,42.54426611999699
epsilon_O1,36.30571559611578
sigma_H2,35.227929110992136
epsilon_H1,34.46751525981652
epsilon_H2,27.50162031052642
temperature,12.208860955017299
