sigma_C3,sigma_Ho,sigma_H1,sigma_Oh,epsilon_C3,epsilon_Ho,epsilon_H1,epsilon_Oh
2.898672681723326,0.0,1.5,3.367864008313992,75.00000000000001,0.0,8.382316574486055,75.00000000000001
2.6963375697661807,0.0,1.5,3.527487781590727,62.16889465005565,0.0,8.043564646898213,75.00000000000001
2.61195234185049,0.0,1.5,3.227118167903625,75.00000000000001,0.0,9.152482155993978,135.0
