sigma_C,sigma_H,sigma_O,epsilon_C,epsilon_H,epsilon_O
3.736128602911265,1.515909358281677,3.2936029766744,46.35483484437402,9.999999999977131,41.99649036323457
4.0,1.8341400254262807,2.4709915787124084,82.03194649073193,1.9063227873284845,40.02215711153762
3.998117116985572,1.2909384294819688,2.693710896932975,87.72849835300869,9.611199712284828,53.56068198960098
2.9573381395161524,2.1377808134029936,3.3817241711320447,60.05796600470789,0.5975261729031717,73.41142410669713
2.6539198266796737,2.4824829477369543,3.2904378621588632,85.45100787594295,4.360149298905286,40.00000000000001
2.0,2.5646008358371644,3.963872260207035,38.690520060504426,9.999996924914054,40.00000000000001
3.475353099454775,1.3491776973658622,3.347753719073358,76.87450644807483,9.999886412420985,40.001079082000686
3.031027724177435,2.324168767334886,3.061882488588177,51.45162604849673,9.999937181295044,40.00000000000001
