,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2,temperature,liq_density,liq_density_unc
0,0.20049909635965615,0.32038026012380627,0.21512641347571274,0.15155097291564143,0.0,0.0,0.3036437918435123,0.3471681305605938,0.315186927149026,0.36903964172245723,0.03308649142319642,0.058063843396273074,0.0,0.0,1.0798225366741014,0.9374420976478299,293.15,1336.8042338240484,1.8008881308494122
1,0.20049909635965615,0.32038026012380627,0.21512641347571274,0.15155097291564143,0.0,0.0,0.3036437918435123,0.3471681305605938,0.315186927149026,0.36903964172245723,0.03308649142319642,0.058063843396273074,0.0,0.0,1.0798225366741014,0.9374420976478299,303.15,1330.8795386142417,0.8292399659731741
2,0.20049909635965615,0.32038026012380627,0.21512641347571274,0.15155097291564143,0.0,0.0,0.3036437918435123,0.3471681305605938,0.315186927149026,0.36903964172245723,0.03308649142319642,0.058063843396273074,0.0,0.0,1.0798225366741014,0.9374420976478299,313.15,1323.6320151138764,0.747325487856888
3,0.20049909635965615,0.32038026012380627,0.21512641347571274,0.15155097291564143,0.0,0.0,0.3036437918435123,0.3471681305605938,0.315186927149026,0.36903964172245723,0.03308649142319642,0.058063843396273074,0.0,0.0,1.0798225366741014,0.9374420976478299,323.15,1315.2730161841514,1.2946307819730134
4,0.20049909635965615,0.32038026012380627,0.21512641347571274,0.15155097291564143,0.0,0.0,0.3036437918435123,0.3471681305605938,0.315186927149026,0.36903964172245723,0.03308649142319642,0.058063843396273074,0.0,0.0,1.0798225366741014,0.9374420976478299,333.15,1305.8577548960884,0.9000098676502892
5,0.20150417134995796,0.2634630597944152,0.15929350538964382,0.181950883994618,0.0,0.0,0.30170050965305867,0.3825453873365472,0.6127004272850275,0.15649374930286908,0.0651908144717705,0.05625800500321815,0.0,0.0,0.6561302931000245,1.04451525016065,293.15,1342.661091520423,2.7504192816180164
6,0.20150417134995796,0.2634630597944152,0.15929350538964382,0.181950883994618,0.0,0.0,0.30170050965305867,0.3825453873365472,0.6127004272850275,0.15649374930286908,0.0651908144717705,0.05625800500321815,0.0,0.0,0.6561302931000245,1.04451525016065,303.15,1326.350939946287,2.1654432194700544
7,0.20150417134995796,0.2634630597944152,0.15929350538964382,0.181950883994618,0.0,0.0,0.30170050965305867,0.3825453873365472,0.6127004272850275,0.15649374930286908,0.0651908144717705,0.05625800500321815,0.0,0.0,0.6561302931000245,1.04451525016065,313.15,1329.7703721733963,3.2382078757227983
8,0.20150417134995796,0.2634630597944152,0.15929350538964382,0.181950883994618,0.0,0.0,0.30170050965305867,0.3825453873365472,0.6127004272850275,0.15649374930286908,0.0651908144717705,0.05625800500321815,0.0,0.0,0.6561302931000245,1.04451525016065,323.15,1327.1304742751338,2.3956387023439767
9,0.20150417134995796,0.2634630597944152,0.15929350538964382,0.181950883994618,0.0,0.0,0.30170050965305867,0.3825453873365472,0.6127004272850275,0.15649374930286908,0.0651908144717705,0.05625800500321815,0.0,0.0,0.6561302931000245,1.04451525016065,333.15,1318.9072519917813,1.8599830581738124
