,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2,temperature,liq_density,liq_density_unc
0,0.20104757567804374,0.34597257093025646,0.2109398805450818,0.2755273615381074,0.15403183206832782,0.3881379513397931,0.3152776923538483,0.45964701955418397,0.555759782558841,0.1517915761334685,0.02679229067664201,0.05780603185713136,0.7601888092754795,1.0392159946125636,273.18,925.2699465623907,0.6095157615660053
1,0.20104757567804374,0.34597257093025646,0.2109398805450818,0.2755273615381074,0.15403183206832782,0.3881379513397931,0.3152776923538483,0.45964701955418397,0.555759782558841,0.1517915761334685,0.02679229067664201,0.05780603185713136,0.7601888092754795,1.0392159946125636,293.16,899.4869105336381,0.41414735164834365
2,0.20104757567804374,0.34597257093025646,0.2109398805450818,0.2755273615381074,0.15403183206832782,0.3881379513397931,0.3152776923538483,0.45964701955418397,0.555759782558841,0.1517915761334685,0.02679229067664201,0.05780603185713136,0.7601888092754795,1.0392159946125636,313.19,873.6476394549602,0.29759976954582423
3,0.20104757567804374,0.34597257093025646,0.2109398805450818,0.2755273615381074,0.15403183206832782,0.3881379513397931,0.3152776923538483,0.45964701955418397,0.555759782558841,0.1517915761334685,0.02679229067664201,0.05780603185713136,0.7601888092754795,1.0392159946125636,333.18,846.2372097303656,0.4356623189527682
4,0.20104757567804374,0.34597257093025646,0.2109398805450818,0.2755273615381074,0.15403183206832782,0.3881379513397931,0.3152776923538483,0.45964701955418397,0.555759782558841,0.1517915761334685,0.02679229067664201,0.05780603185713136,0.7601888092754795,1.0392159946125636,353.19,820.5077529291018,0.484295543450798
5,0.20150755708456347,0.3995893304574628,0.24057295089116754,0.24351393194177004,0.1654785061395082,0.3838418082015254,0.28596318857988934,0.24400774153474833,0.397321880053326,0.1521897590663929,0.07375486497604107,0.03495230249227843,0.8060738512483625,0.658320753436209,273.18,943.3688524102078,0.44429493621800314
6,0.20150755708456347,0.3995893304574628,0.24057295089116754,0.24351393194177004,0.1654785061395082,0.3838418082015254,0.28596318857988934,0.24400774153474833,0.397321880053326,0.1521897590663929,0.07375486497604107,0.03495230249227843,0.8060738512483625,0.658320753436209,293.16,920.3381951662694,0.5560794400741521
7,0.20150755708456347,0.3995893304574628,0.24057295089116754,0.24351393194177004,0.1654785061395082,0.3838418082015254,0.28596318857988934,0.24400774153474833,0.397321880053326,0.1521897590663929,0.07375486497604107,0.03495230249227843,0.8060738512483625,0.658320753436209,313.19,896.2540003773881,0.6735490213829677
8,0.20150755708456347,0.3995893304574628,0.24057295089116754,0.24351393194177004,0.1654785061395082,0.3838418082015254,0.28596318857988934,0.24400774153474833,0.397321880053326,0.1521897590663929,0.07375486497604107,0.03495230249227843,0.8060738512483625,0.658320753436209,333.18,870.3436477215754,0.38400125063001744
9,0.20150755708456347,0.3995893304574628,0.24057295089116754,0.24351393194177004,0.1654785061395082,0.3838418082015254,0.28596318857988934,0.24400774153474833,0.397321880053326,0.1521897590663929,0.07375486497604107,0.03495230249227843,0.8060738512483625,0.658320753436209,353.19,845.5249365341754,0.5451634085079918
10,0.20261336464816257,0.3996486756840145,0.21156975169051145,0.23979032227691904,0.2837738958162821,0.31421697386115616,0.3605700249522341,0.5951670540567109,0.6120720749236824,0.5616955109069393,0.021553887622632155,0.031033350046566113,0.7930865928707815,0.7526673363027417,273.18,941.6556590986652,0.36683145488897306
11,0.20261336464816257,0.3996486756840145,0.21156975169051145,0.23979032227691904,0.2837738958162821,0.31421697386115616,0.3605700249522341,0.5951670540567109,0.6120720749236824,0.5616955109069393,0.021553887622632155,0.031033350046566113,0.7930865928707815,0.7526673363027417,293.16,918.8340933157987,0.45373725243218793
12,0.20261336464816257,0.3996486756840145,0.21156975169051145,0.23979032227691904,0.2837738958162821,0.31421697386115616,0.3605700249522341,0.5951670540567109,0.6120720749236824,0.5616955109069393,0.021553887622632155,0.031033350046566113,0.7930865928707815,0.7526673363027417,313.19,895.2517495931315,0.5465823524324555
13,0.20261336464816257,0.3996486756840145,0.21156975169051145,0.23979032227691904,0.2837738958162821,0.31421697386115616,0.3605700249522341,0.5951670540567109,0.6120720749236824,0.5616955109069393,0.021553887622632155,0.031033350046566113,0.7930865928707815,0.7526673363027417,333.18,870.5081508656303,0.2178282986239793
14,0.20261336464816257,0.3996486756840145,0.21156975169051145,0.23979032227691904,0.2837738958162821,0.31421697386115616,0.3605700249522341,0.5951670540567109,0.6120720749236824,0.5616955109069393,0.021553887622632155,0.031033350046566113,0.7930865928707815,0.7526673363027417,353.19,846.0960483238346,0.5334847243671065
15,0.20547191385712085,0.35452030490749176,0.3494359296448572,0.25837135214959,0.2134157003252708,0.35277956198846133,0.3135029720476534,0.11808989754423005,0.6234627640279011,0.4103669190904537,0.07213856709549687,0.02527199161339692,0.7563894774230653,0.9795255463308434,273.18,988.1673551282612,0.5181058053999298
16,0.20547191385712085,0.35452030490749176,0.3494359296448572,0.25837135214959,0.2134157003252708,0.35277956198846133,0.3135029720476534,0.11808989754423005,0.6234627640279011,0.4103669190904537,0.07213856709549687,0.02527199161339692,0.7563894774230653,0.9795255463308434,293.16,965.5993215994852,0.27227641653132983
17,0.20547191385712085,0.35452030490749176,0.3494359296448572,0.25837135214959,0.2134157003252708,0.35277956198846133,0.3135029720476534,0.11808989754423005,0.6234627640279011,0.4103669190904537,0.07213856709549687,0.02527199161339692,0.7563894774230653,0.9795255463308434,313.19,942.5143728397313,0.6914656005694382
18,0.20547191385712085,0.35452030490749176,0.3494359296448572,0.25837135214959,0.2134157003252708,0.35277956198846133,0.3135029720476534,0.11808989754423005,0.6234627640279011,0.4103669190904537,0.07213856709549687,0.02527199161339692,0.7563894774230653,0.9795255463308434,333.18,919.615468290223,0.365158199772081
19,0.20547191385712085,0.35452030490749176,0.3494359296448572,0.25837135214959,0.2134157003252708,0.35277956198846133,0.3135029720476534,0.11808989754423005,0.6234627640279011,0.4103669190904537,0.07213856709549687,0.02527199161339692,0.7563894774230653,0.9795255463308434,353.19,895.4079493446762,0.3332493677763057
20,0.20607158848757523,0.3596698607549823,0.2601165773187068,0.2570045972112086,0.16576141879236586,0.20425601704218524,0.3969974871408758,0.5621259166415697,0.6071400394023408,0.26741921777274835,0.053304455768151904,0.03842976069623408,0.40679204831580185,0.9702219457328753,273.18,875.5506263070944,0.8367527357450818
21,0.20607158848757523,0.3596698607549823,0.2601165773187068,0.2570045972112086,0.16576141879236586,0.20425601704218524,0.3969974871408758,0.5621259166415697,0.6071400394023408,0.26741921777274835,0.053304455768151904,0.03842976069623408,0.40679204831580185,0.9702219457328753,293.16,840.8926904824008,0.8571346995040198
22,0.20607158848757523,0.3596698607549823,0.2601165773187068,0.2570045972112086,0.16576141879236586,0.20425601704218524,0.3969974871408758,0.5621259166415697,0.6071400394023408,0.26741921777274835,0.053304455768151904,0.03842976069623408,0.40679204831580185,0.9702219457328753,313.19,806.6292633581334,0.46832693398036335
23,0.20607158848757523,0.3596698607549823,0.2601165773187068,0.2570045972112086,0.16576141879236586,0.20425601704218524,0.3969974871408758,0.5621259166415697,0.6071400394023408,0.26741921777274835,0.053304455768151904,0.03842976069623408,0.40679204831580185,0.9702219457328753,333.18,770.6578964605565,0.8050426810702704
24,0.20607158848757523,0.3596698607549823,0.2601165773187068,0.2570045972112086,0.16576141879236586,0.20425601704218524,0.3969974871408758,0.5621259166415697,0.6071400394023408,0.26741921777274835,0.053304455768151904,0.03842976069623408,0.40679204831580185,0.9702219457328753,353.19,730.9327654924358,0.9484469505529924
25,0.2062788752681519,0.37224979610424336,0.3745732081017765,0.2771313833458058,0.1878883729071661,0.22286247095430872,0.3656301435871364,0.5343399103113265,0.5807207355463054,0.6204122840682476,0.041387758400117776,0.0693717203574743,0.679826441572834,0.8353581529792861,273.18,923.3476408508863,0.7177921694119881
26,0.2062788752681519,0.37224979610424336,0.3745732081017765,0.2771313833458058,0.1878883729071661,0.22286247095430872,0.3656301435871364,0.5343399103113265,0.5807207355463054,0.6204122840682476,0.041387758400117776,0.0693717203574743,0.679826441572834,0.8353581529792861,293.16,894.1173413935207,0.6306646472851145
27,0.2062788752681519,0.37224979610424336,0.3745732081017765,0.2771313833458058,0.1878883729071661,0.22286247095430872,0.3656301435871364,0.5343399103113265,0.5807207355463054,0.6204122840682476,0.041387758400117776,0.0693717203574743,0.679826441572834,0.8353581529792861,313.19,868.612137298401,0.7110984050525815
