,sigma_C1,sigma_H1,sigma_Cl1,epsilon_C1,epsilon_H1,epsilon_Cl1,temperature,density,surf_tens,dens-iter
0,0.33999999999999997,0.2293,0.34709999999999996,0.4577281291317312,0.0656930185329515,1.10875831279677,298.15,1219.188275862069,19.186372295084585,1
