sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
3.313556840425869,3.926221982388036,2.473950121484262,2.335631883093435,2.9999929569830988,2.918289781047873,2.2201417204128866,62.110357337205,21.11440236750011,51.0320413559781,7.9598537872991155,2.0,40.46533492712557,130.1853801136124
3.80371299910442,2.3494219448551994,3.954858939901073,2.1413763573256843,2.66869042148572,3.1415140653923457,2.4395745446143016,63.4554755172812,54.78922985795559,13.938052160169825,3.042098607324858,7.317190545445056,90.77041960170897,109.72968634729668
