Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_C3_min,sigma_H1_min,sigma_H2_min,sigma_O1_min,sigma_O2_min,epsilon_C1_min,epsilon_C2_min,epsilon_C3_min,epsilon_H1_min,epsilon_H2_min,epsilon_O1_min,epsilon_O2_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_C3_cum,sigma_H1_cum,sigma_H2_cum,sigma_O1_cum,sigma_O2_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_C3_cum,epsilon_H1_cum,epsilon_H2_cum,epsilon_O1_cum,epsilon_O2_cum,DEC-sim_liq_density-sse,DEC-sim_surf_tens-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
1,243,0.0721901943204343,3.313557168066413,3.926221969431372,2.473949619486527,2.3356318629967374,2.999992957029625,2.918289469918381,2.220141774154971,62.11035631471353,21.114402219410614,51.03204544593244,7.959852888728343,2.0,40.4653357211497,130.1853823725594,0.0721901943179998,3.313556840425869,3.926221982388036,2.473950121484262,2.335631883093435,2.9999929569830988,2.918289781047873,2.2201417204128866,62.110357337205,21.11440236750011,51.0320413559781,7.9598537872991155,2.0,40.46533492712557,130.1853801136124,0.0021797120653671,0.0446563240794411,177.7720468044281,270.0,4050.0,0.4377622901678657,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2,360,0.0956112660933259,3.803713711101065,2.3494219574439787,3.954859704793071,2.141376596513567,2.6686897354193,3.1415155593266824,2.439573631351615,63.45543787237538,54.78918261513607,13.937951837983826,3.042099458214543,7.317214421595691,90.77043779732314,109.72973912556948,0.0956112660641857,3.80371299910442,2.3494219448551994,3.954858939901073,2.1413763573256843,2.66869042148572,3.1415140653923457,2.4395745446143016,63.4554755172812,54.78922985795559,13.938052160169825,3.042098607324858,7.317190545445056,90.77041960170897,109.72968634729668,0.0001150484701652,0.0345114123551172,240.04466319084167,366.0,5490.0,0.0258540389910294,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
