,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,temperature,liq_density,liq_density_unc
0,0.3003268302057306,0.2667186556357073,0.0,0.3049938819173288,0.5672773951793066,0.07357551252456228,0.0,1.0331056709714825,200.0,888.5310802680881,0.5449862899252464
1,0.3003268302057306,0.2667186556357073,0.0,0.3049938819173288,0.5672773951793066,0.07357551252456228,0.0,1.0331056709714825,250.0,832.6896231985721,0.4316577199848746
2,0.3003268302057306,0.2667186556357073,0.0,0.3049938819173288,0.5672773951793066,0.07357551252456228,0.0,1.0331056709714825,300.0,778.507446167041,0.3425132229988971
3,0.3003268302057306,0.2667186556357073,0.0,0.3049938819173288,0.5672773951793066,0.07357551252456228,0.0,1.0331056709714825,350.0,719.512735799235,0.21801847058160198
4,0.3003268302057306,0.2667186556357073,0.0,0.3049938819173288,0.5672773951793066,0.07357551252456228,0.0,1.0331056709714825,400.0,650.0840547814078,0.8692628598076795
5,0.31655160888834544,0.22339943730655637,0.0,0.3444031538041843,0.6054579879138412,0.07240251098003364,0.0,1.1124091165240853,200.0,906.3412772098192,0.2456519493435926
6,0.31655160888834544,0.22339943730655637,0.0,0.3444031538041843,0.6054579879138412,0.07240251098003364,0.0,1.1124091165240853,250.0,855.0997142646847,0.4610703877833703
7,0.31655160888834544,0.22339943730655637,0.0,0.3444031538041843,0.6054579879138412,0.07240251098003364,0.0,1.1124091165240853,300.0,801.4574572270701,0.683458484055577
8,0.31655160888834544,0.22339943730655637,0.0,0.3444031538041843,0.6054579879138412,0.07240251098003364,0.0,1.1124091165240853,350.0,744.0634055947934,0.36690971190735777
9,0.31655160888834544,0.22339943730655637,0.0,0.3444031538041843,0.6054579879138412,0.07240251098003364,0.0,1.1124091165240853,400.0,677.6543411688059,0.7467244942274758
10,0.31914034616383297,0.2549338413198423,0.0,0.3058139822023219,0.4923763765277172,0.07201691215125987,0.0,0.729433553321837,200.0,913.0510859620996,0.5189120027052653
