sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,sim_liq_density,sim_surf_tens,is_pareto,Min Obj
0.3088357466337034,0.2869557564036605,0.0,0.2834197337562518,0.3431741176345919,0.0476617330295901,0.0,1.007711017946914,320.41544467474375,23937.419914948285,False,24257.83535962303
0.3410844212615216,0.2429405207146869,0.0,0.3224863927491529,0.5730940677368177,0.0781134721665252,0.0,0.6346013215773223,179.62351460160806,24821.743864446962,True,25001.36737904857
0.3869857288103153,0.1600286535391002,0.0,0.3104869964171777,0.1973778394940374,0.033515123489315,0.0,1.0342447755456283,194.11923823335496,1179.170804698601,True,1373.290042931956
0.3883161173348531,0.1600395520717175,0.0,0.3103334373307062,0.1956765559565923,0.0664880875380165,0.0,0.8595454916882399,193.11505617815786,2862.039166582493,True,3055.154222760651
0.3973989633961184,0.1957760928143349,0.0,0.3126812145143297,0.5402209622088321,0.0769858604216295,0.0,0.9183278566903584,411.0089974979951,142242.23883525736,False,142653.24783275535
