,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2,temperature,liq_density
0,0.20058602798639708,0.2598128345558407,0.21221795498392992,0.24677849048532213,0.0,0.0,0.28246589027327895,0.3738220598991674,0.4688743412400234,0.6161227075915681,0.05894062808623875,0.024040261806547274,0.0,0.0,0.859760202311503,0.8306920036050218,293.15,1256.2434751197177
1,0.20058602798639708,0.2598128345558407,0.21221795498392992,0.24677849048532213,0.0,0.0,0.28246589027327895,0.3738220598991674,0.4688743412400234,0.6161227075915681,0.05894062808623875,0.024040261806547274,0.0,0.0,0.859760202311503,0.8306920036050218,303.15,1224.0902124013676
2,0.20058602798639708,0.2598128345558407,0.21221795498392992,0.24677849048532213,0.0,0.0,0.28246589027327895,0.3738220598991674,0.4688743412400234,0.6161227075915681,0.05894062808623875,0.024040261806547274,0.0,0.0,0.859760202311503,0.8306920036050218,313.15,1233.6598518307521
3,0.20058602798639708,0.2598128345558407,0.21221795498392992,0.24677849048532213,0.0,0.0,0.28246589027327895,0.3738220598991674,0.4688743412400234,0.6161227075915681,0.05894062808623875,0.024040261806547274,0.0,0.0,0.859760202311503,0.8306920036050218,323.15,1225.5582740536597
4,0.20058602798639708,0.2598128345558407,0.21221795498392992,0.24677849048532213,0.0,0.0,0.28246589027327895,0.3738220598991674,0.4688743412400234,0.6161227075915681,0.05894062808623875,0.024040261806547274,0.0,0.0,0.859760202311503,0.8306920036050218,333.15,1234.5393564742071
5,0.20096493817256306,0.2096406224289724,0.20431889756529306,0.20228561881773666,0.0,0.0,0.29998242240671374,0.32567661039983814,0.44115146190617627,0.40882994854970917,0.01713442064252137,0.05184741790911983,0.0,0.0,1.1109698885518906,0.7968369560477594,293.15,1436.2155516211485
6,0.20096493817256306,0.2096406224289724,0.20431889756529306,0.20228561881773666,0.0,0.0,0.29998242240671374,0.32567661039983814,0.44115146190617627,0.40882994854970917,0.01713442064252137,0.05184741790911983,0.0,0.0,1.1109698885518906,0.7968369560477594,303.15,1442.8229955088277
7,0.20096493817256306,0.2096406224289724,0.20431889756529306,0.20228561881773666,0.0,0.0,0.29998242240671374,0.32567661039983814,0.44115146190617627,0.40882994854970917,0.01713442064252137,0.05184741790911983,0.0,0.0,1.1109698885518906,0.7968369560477594,313.15,1446.7803422576283
8,0.20096493817256306,0.2096406224289724,0.20431889756529306,0.20228561881773666,0.0,0.0,0.29998242240671374,0.32567661039983814,0.44115146190617627,0.40882994854970917,0.01713442064252137,0.05184741790911983,0.0,0.0,1.1109698885518906,0.7968369560477594,323.15,1440.3744848252106
9,0.20096493817256306,0.2096406224289724,0.20431889756529306,0.20228561881773666,0.0,0.0,0.29998242240671374,0.32567661039983814,0.44115146190617627,0.40882994854970917,0.01713442064252137,0.05184741790911983,0.0,0.0,1.1109698885518906,0.7968369560477594,333.15,1435.814177502827
10,0.2010574516103464,0.39781327415866063,0.18359305488540967,0.15689670173870104,0.0,0.0,0.30895140919681086,0.3318289035900439,0.21340338791204747,0.5006865380831125,0.05449685093030719,0.07757261321432452,0.0,0.0,1.0092064947301034,1.026280415653053,293.15,1366.4173176432553
11,0.2010574516103464,0.39781327415866063,0.18359305488540967,0.15689670173870104,0.0,0.0,0.30895140919681086,0.3318289035900439,0.21340338791204747,0.5006865380831125,0.05449685093030719,0.07757261321432452,0.0,0.0,1.0092064947301034,1.026280415653053,303.15,1362.0180751429896
12,0.2010574516103464,0.39781327415866063,0.18359305488540967,0.15689670173870104,0.0,0.0,0.30895140919681086,0.3318289035900439,0.21340338791204747,0.5006865380831125,0.05449685093030719,0.07757261321432452,0.0,0.0,1.0092064947301034,1.026280415653053,313.15,1356.4347920011683
13,0.2010574516103464,0.39781327415866063,0.18359305488540967,0.15689670173870104,0.0,0.0,0.30895140919681086,0.3318289035900439,0.21340338791204747,0.5006865380831125,0.05449685093030719,0.07757261321432452,0.0,0.0,1.0092064947301034,1.026280415653053,323.15,1349.9793342428654
14,0.2010574516103464,0.39781327415866063,0.18359305488540967,0.15689670173870104,0.0,0.0,0.30895140919681086,0.3318289035900439,0.21340338791204747,0.5006865380831125,0.05449685093030719,0.07757261321432452,0.0,0.0,1.0092064947301034,1.026280415653053,333.15,1342.9164620284698
15,0.20167549635108034,0.2930424493945353,0.2271471932704619,0.1796114591125241,0.0,0.0,0.2804301349777557,0.34620352990332104,0.48621737498984363,0.6167521293105046,0.020727489334935637,0.07318412235135383,0.0,0.0,1.017123773900838,0.8267339555904292,293.15,1356.195380978468
16,0.20167549635108034,0.2930424493945353,0.2271471932704619,0.1796114591125241,0.0,0.0,0.2804301349777557,0.34620352990332104,0.48621737498984363,0.6167521293105046,0.020727489334935637,0.07318412235135383,0.0,0.0,1.017123773900838,0.8267339555904292,303.15,1347.1257947992679
17,0.20167549635108034,0.2930424493945353,0.2271471932704619,0.1796114591125241,0.0,0.0,0.2804301349777557,0.34620352990332104,0.48621737498984363,0.6167521293105046,0.020727489334935637,0.07318412235135383,0.0,0.0,1.017123773900838,0.8267339555904292,313.15,1370.324126501743
18,0.20167549635108034,0.2930424493945353,0.2271471932704619,0.1796114591125241,0.0,0.0,0.2804301349777557,0.34620352990332104,0.48621737498984363,0.6167521293105046,0.020727489334935637,0.07318412235135383,0.0,0.0,1.017123773900838,0.8267339555904292,323.15,1331.4820709899634
19,0.20167549635108034,0.2930424493945353,0.2271471932704619,0.1796114591125241,0.0,0.0,0.2804301349777557,0.34620352990332104,0.48621737498984363,0.6167521293105046,0.020727489334935637,0.07318412235135383,0.0,0.0,1.017123773900838,0.8267339555904292,333.15,1342.2880466465758
20,0.20175874419062206,0.3585874761066671,0.16309839543115745,0.1536749865107169,0.0,0.0,0.2964628222821952,0.3804302588953473,0.5438963709735427,0.24182588575998964,0.046028403422605835,0.01855962325786507,0.0,0.0,0.8820879342891992,0.6926236685132952,293.15,1330.551756836328
21,0.20175874419062206,0.3585874761066671,0.16309839543115745,0.1536749865107169,0.0,0.0,0.2964628222821952,0.3804302588953473,0.5438963709735427,0.24182588575998964,0.046028403422605835,0.01855962325786507,0.0,0.0,0.8820879342891992,0.6926236685132952,303.15,1349.8438093024508
22,0.20175874419062206,0.3585874761066671,0.16309839543115745,0.1536749865107169,0.0,0.0,0.2964628222821952,0.3804302588953473,0.5438963709735427,0.24182588575998964,0.046028403422605835,0.01855962325786507,0.0,0.0,0.8820879342891992,0.6926236685132952,313.15,1352.8931222432902
23,0.20175874419062206,0.3585874761066671,0.16309839543115745,0.1536749865107169,0.0,0.0,0.2964628222821952,0.3804302588953473,0.5438963709735427,0.24182588575998964,0.046028403422605835,0.01855962325786507,0.0,0.0,0.8820879342891992,0.6926236685132952,323.15,1342.2477956083192
24,0.20175874419062206,0.3585874761066671,0.16309839543115745,0.1536749865107169,0.0,0.0,0.2964628222821952,0.3804302588953473,0.5438963709735427,0.24182588575998964,0.046028403422605835,0.01855962325786507,0.0,0.0,0.8820879342891992,0.6926236685132952,333.15,1334.5906604155214
25,0.20206780638137548,0.2887174604995526,0.16412709657408409,0.26946615205633945,0.0,0.0,0.32997376574665516,0.3230025280833168,0.584682332806055,0.3791165569324795,0.038063219875642075,0.021984674154909786,0.0,0.0,0.893805805232228,0.6369015477162827,293.15,1351.5965480995103
26,0.20206780638137548,0.2887174604995526,0.16412709657408409,0.26946615205633945,0.0,0.0,0.32997376574665516,0.3230025280833168,0.584682332806055,0.3791165569324795,0.038063219875642075,0.021984674154909786,0.0,0.0,0.893805805232228,0.6369015477162827,303.15,1339.4431392970155
27,0.20206780638137548,0.2887174604995526,0.16412709657408409,0.26946615205633945,0.0,0.0,0.32997376574665516,0.3230025280833168,0.584682332806055,0.3791165569324795,0.038063219875642075,0.021984674154909786,0.0,0.0,0.893805805232228,0.6369015477162827,313.15,1328.1400540857876
28,0.20206780638137548,0.2887174604995526,0.16412709657408409,0.26946615205633945,0.0,0.0,0.32997376574665516,0.3230025280833168,0.584682332806055,0.3791165569324795,0.038063219875642075,0.021984674154909786,0.0,0.0,0.893805805232228,0.6369015477162827,323.15,1318.454783760324
29,0.20206780638137548,0.2887174604995526,0.16412709657408409,0.26946615205633945,0.0,0.0,0.32997376574665516,0.3230025280833168,0.584682332806055,0.3791165569324795,0.038063219875642075,0.021984674154909786,0.0,0.0,0.893805805232228,0.6369015477162827,333.15,1306.6063330039078
30,0.20225550140309528,0.21761277004388754,0.2247200378361919,0.2704788184258286,0.0,0.0,0.24914905278475927,0.3825316944266707,0.16943905199745485,0.5860820603787565,0.028050882777767218,0.033293313356232104,0.0,0.0,0.7288077604131563,0.7721104011534068,293.15,
31,0.20225550140309528,0.21761277004388754,0.2247200378361919,0.2704788184258286,0.0,0.0,0.24914905278475927,0.3825316944266707,0.16943905199745485,0.5860820603787565,0.028050882777767218,0.033293313356232104,0.0,0.0,0.7288077604131563,0.7721104011534068,303.15,
32,0.20225550140309528,0.21761277004388754,0.2247200378361919,0.2704788184258286,0.0,0.0,0.24914905278475927,0.3825316944266707,0.16943905199745485,0.5860820603787565,0.028050882777767218,0.033293313356232104,0.0,0.0,0.7288077604131563,0.7721104011534068,313.15,
33,0.20225550140309528,0.21761277004388754,0.2247200378361919,0.2704788184258286,0.0,0.0,0.24914905278475927,0.3825316944266707,0.16943905199745485,0.5860820603787565,0.028050882777767218,0.033293313356232104,0.0,0.0,0.7288077604131563,0.7721104011534068,323.15,
34,0.20225550140309528,0.21761277004388754,0.2247200378361919,0.2704788184258286,0.0,0.0,0.24914905278475927,0.3825316944266707,0.16943905199745485,0.5860820603787565,0.028050882777767218,0.033293313356232104,0.0,0.0,0.7288077604131563,0.7721104011534068,333.15,
35,0.20228940947693197,0.3289207160067358,0.21004332027440198,0.15336955304669456,0.0,0.0,0.26407898478261504,0.3557425658811949,0.1365328688130456,0.09943103065427145,0.06557274968201016,0.052200464406333386,0.0,0.0,0.6745130522407266,0.9149502073021872,293.15,
36,0.20228940947693197,0.3289207160067358,0.21004332027440198,0.15336955304669456,0.0,0.0,0.26407898478261504,0.3557425658811949,0.1365328688130456,0.09943103065427145,0.06557274968201016,0.052200464406333386,0.0,0.0,0.6745130522407266,0.9149502073021872,303.15,
37,0.20228940947693197,0.3289207160067358,0.21004332027440198,0.15336955304669456,0.0,0.0,0.26407898478261504,0.3557425658811949,0.1365328688130456,0.09943103065427145,0.06557274968201016,0.052200464406333386,0.0,0.0,0.6745130522407266,0.9149502073021872,313.15,
