,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
168,0.865318621408223,0.9539028531944803,0.6651590147478297,0.258017249877574,0.8637629085249064,0.5188314789720598,0.5174077558997013,0.19766516980522042,0.5155694977872893,0.3297459894586821,0.9547801208941573,0.2742360761696935,0.686971678129836,0.05109327696654499
