split,kernel_liq_density,mse_liq_density,mapd_liq_density,kernel_surf_tens,mse_surf_tens,mapd_surf_tens
0,Matern32,0.0150276443828622,0.0112593178639443,Matern32,0.0317662362365884,0.7431626938840206
1,Matern32,0.0366334446843646,0.0177224243931589,Matern32,0.0048050494221992,0.3010109789368191
2,Matern32,0.0665372076492689,0.0240919417910218,Matern32,0.0775893486483124,1.2602956169980868
3,Matern32,0.0870356233733081,0.027787423259308,Matern32,0.0014170321088491,0.1747904679203766
4,Matern32,0.5320180781398306,0.0693158967042172,Matern32,0.1311403651828722,1.716905190643157
5,Matern32,2.8589482182404177e-05,0.0004972185486978,Matern32,5.388057314028809e-06,0.0057194151728856
6,Matern32,0.0101420408791646,0.0094165590968881,Matern32,2.799509908818804,4.346718357483193
7,Matern32,0.0487634062322333,0.0207590953322116,Matern32,0.0654374510151203,0.6582118389773035
8,Matern32,0.0738332911206247,0.0256918118356483,Matern32,2.179213855663778,3.7383678941285305
9,Matern32,0.2802668334250652,0.0503289137239503,Matern32,0.2026611756488731,1.187635167545406
10,Matern32,0.1692414264858595,0.0381051709671926,Matern32,3.1207697875966884,5.185849673657611
11,Matern32,0.0368726368237648,0.0179055419327646,Matern32,0.3235635357932913,1.808171853843975
12,Matern32,0.0011059448470013,0.0031206279703508,Matern32,0.1293748450569302,1.165344736200955
13,Matern32,0.0112364694975097,0.0100105184644355,Matern32,0.965282982887593,3.317933296609844
14,Matern32,0.0415889948586541,0.019387891204105,Matern32,0.2706242614347149,1.7313913995592956
15,Matern32,0.1325124751169561,0.0336402026452966,Matern32,7.584174626630168e-05,0.0205662010048184
16,Matern32,0.0355947356710389,0.0175261994878059,Matern32,0.1111724315328119,0.8070818876119185
17,Matern32,0.0596471424779149,0.0228114709088706,Matern32,0.1250336119193228,0.8723100783631899
18,Matern32,0.0357903515178111,0.0177607576982382,Matern32,3.0686629082268277,4.226760959711758
19,Matern32,0.0032764114654028,0.0054039068827824,Matern32,0.8862881968107569,2.441328624113177
20,Matern32,0.0049293121388126,0.0064496924738886,Matern32,0.0803050386521604,0.802681359875783
21,Matern32,0.00010107033755,0.000929005096665,Matern32,0.3089242616223417,1.5784550977959655
22,Matern32,0.0009112480610033,0.0028062962656211,Matern32,0.0197578190741971,0.414676591340954
23,Matern32,4.099236270715829e-05,0.000598936208977,Matern32,0.0710788886247921,0.8069672473377812
24,Matern32,0.0014997420046282,0.0036462530412542,Matern32,0.0002983034546707,0.0531334826208405
25,Matern32,0.1284062107463754,0.0327932437809868,Matern32,0.0103674212529788,0.4319068768144177
26,Matern32,0.0091822020717668,0.0088447535606303,Matern32,0.635874232027244,3.608108457268196
27,Matern32,0.0023691647574251,0.004531455840322,Matern32,0.0939995037000147,1.3796281536523896
28,Matern32,0.0435604308899937,0.0195998728111492,Matern32,0.0085795124241971,0.4349878367848507
29,Matern32,0.3628581359277043,0.0570877855357714,Matern32,0.2501584625268385,2.3985480788892533
30,Matern32,0.0135847859473865,0.0106714284954534,Matern32,0.9015383313012352,3.843738444628099
31,Matern32,0.0126174068713501,0.0103715066106991,Matern32,0.0007850037761104,0.1206610530837994
32,Matern32,0.0289132093142971,0.015835100787078,Matern32,0.2620927841041549,2.3240874434063588
33,Matern32,0.0036921104780525,0.0057103536158253,Matern32,0.0616920992505456,1.1562188941835705
34,Matern32,0.0385423264272525,0.0186194880098458,Matern32,0.3443175730242396,2.868007831233545
35,Matern32,0.0334754142802932,0.0167355851624627,Matern32,0.1457446810343625,1.3211331952378595
36,Matern32,4.67181728548176e-05,0.0006297528142448,Matern32,0.3578358754965332,2.06855788845665
