,sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1,mse_liq_density,mapd_liq_density,mae_liq_density,mpd_liq_density,mse_surf_tens,mapd_surf_tens,mae_surf_tens,mpd_surf_tens,is_pareto
3,0.22221074267481639,0.21971042821126957,0.3224124736691082,0.44128163432748635,0.616513646084583,0.08209039637106132,0.8217614298792039,0.9818982830087406,1.232236614349079,0.0840179329141888,0.9020324819290636,0.04813745821857353,1.1963344975000023,2.3058134856378603,0.9241500000000002,1.948219036910033,True
14,0.3236171786441676,0.2726635175948803,0.20195228639781918,0.39601564486985685,0.5882624119294151,0.05820651496640826,0.6364717008406953,0.974865853469156,32.19128146892544,0.5249669417312175,5.6125923052654345,-0.5249669417312175,0.505514961499999,1.6859780174856458,0.6740099999999998,0.6988852700134269,True
